etID  | Proto-Indo-European | Proto-Balkan-Indo-European | Archaic Proto-Albanian | Classical Proto-Albanian | Middle Proto-Albanian I | Middle Proto-Albanian II | Late Proto-Albanian I | Late Proto-Albanian II | Late Proto-Albanian III | Proto-Tosk-SGheg {GOLD} | Proto-Tosk {GOLD} | Old North Tosk {GOLD} | Output {GOLD}
94     | ... | ... | ... | #kˌɑstɑnˈettum# | *#kˌɑstɑnˈɛttʊ# | *#kˌɑstɑnˈɛttu# | *#kˌastɑ̃ɾ̃ˈɛttu# | *#kˌaʃtə̃ɾ̃ˈɛːtu# | *#kˌaʃtə̃ɾ̃ˈie̯tə# | *#kˌaʃɲˈɛt# {GOLD: >*} | *#kˌaʃɲˈɛt# {GOLD: >*} | *#kaʃɲˈɛt# {GOLD: >*} | *#kaʃɲˈɛt# {GOLD: #kaʃɲˈɛt#}
95     | ... | ... | ... | ... | ... | ... | ... | #kˌatˈɔːɣɪ# | *#kˌatˈuo̯# | *#kˌatˈuo̯# {GOLD: >*} | *#kˌatˈua̯# {GOLD: >*} | *#katˈua̯# {GOLD: >*} | *#katˈua̯# {GOLD: #katˈua̯#}
96     | ... | ... | ... | ... | ... | ... | ... | ... | #kˌɑdˈitɪ# | *#kˌadˈit# {GOLD: >*} | *#kˌadˈit# {GOLD: >*} | *#kadˈit# {GOLD: >*} | *#kadˈit# {GOLD: #kadˈit#}
97     | ... | ... | ... | ... | ... | ... | ... | ... | #kˌɑstrɑβˈɪt͡sɪ# | *#kˌastɾavˈɛt͡s# {GOLD: >*} | *#kˌastɾavˈɛt͡s# {GOLD: >*} | *#kastɾavˈɛt͡s# {GOLD: >*} | *#kastɾavˈɛt͡s# {GOLD: #kastɾavˈɛt͡s#}
98     | ... | ... | ... | ... | ... | ... | ... | ... | #kˌɑsnˈɪt͡sɪ# | *#kˌasnˈɛt͡s# {GOLD: >*} | *#kˌasnˈɛt͡s# {GOLD: >*} | *#kasnˈɛt͡s# {GOLD: >*} | *#kasnˈɛt͡s# {GOLD: #kasnˈɛt͡s#}
99     | ... | ... | ... | ... | ... | ... | ... | ... | #kˌɑlibˈɒbʊ# | *#kˌalibˈɔb# {GOLD: >*} | *#kˌalibˈɔb# {GOLD: >*} | *#kalibˈɔb# {GOLD: >*} | *#kalibˈɔb# {GOLD: #kalibˈɔb#}
100    | ... | ... | ... | ... | ... | ... | ... | #kˌɒlˈɨbɑ# | *#kˌɒlˠˈibɑ# | *#kˌɔlˠˈibə# {GOLD: >*} | *#kˌɔlˠˈibə# {GOLD: >*} | *#kɔlˠˈibə# {GOLD: >*} | *#kɔlˠˈibə# {GOLD: #kalˈibə#}
101    | ... | ... | ... | ... | ... | ... | #kˌɒrwˈɑʎɑ# | *#kˌɑɾˌɑwˈɑʎɑ# | *#kˌɑɾˌɑwˈɑːʎɑ# | *#kˌaɾˌawˈɛːlːə# {GOLD: #kˌɒɾˌɒvˈɛlə#} | *#kˌaɾˌavˈɛːlːə# {GOLD: >*} | *#kaɾavˈɛlə# {GOLD: >*} | *#kaɾavˈɛlə# {GOLD: #kaɾavˈɛlə#}
102    | ... | ... | ... | ... | ... | ... | #kˌɒrˈɪt͡sɑ# | *#kˌɑɾˈɪt͡sɑ# | *#kˌɑɾˈɪːt͡sɑ# | *#kˌaɾˈit͡sə# {GOLD: #kˌɒɾˈit͡sə#} | *#kˌaɾˈit͡sə# {GOLD: >*} | *#kaɾˈit͡sə# {GOLD: >*} | *#kaɾˈit͡sə# {GOLD: #kaɾˈit͡sə#}
103    | ... | ... | ... | #kʷˌɑdrˈiːɡɑ# | *#kʷˌɑdrˈiɡɑ# | *#kʷˌɑdrˈiɡɑ# | *#kˌarrˈiɡa# | *#kəɾɾˈiɡa# | *#kərːˈiɡa# | *#kɾˈiɡə# {GOLD: >*} | *#kɾˈiɡə# {GOLD: >*} | *#kɾˈiɡə# {GOLD: >*} | *#kɾˈiɡə# {GOLD: #karˈiɡə#}
104    | ... | ... | ... | ... | ... | ... | #kˌɒrˈɯtɒ# | *#kˌɑɾˈɯtɒ# | *#kˌɑɾˈutɒ# | *#kˌaɾˈutə# {GOLD: >*} | *#kˌaɾˈutə# {GOLD: >*} | *#kaɾˈutə# {GOLD: >*} | *#kaɾˈutə# {GOLD: #karˈutə#}
105    | ... | ... | ... | ... | ... | ... | #kˌɒrˈupʊ# | *#kˌɑɾˈupə# | *#kˌɑɾˈupə# | *#kˌaɾˈup# {GOLD: >*} | *#kˌaɾˈup# {GOLD: >*} | *#kaɾˈup# {GOLD: >*} | *#kaɾˈup# {GOLD: #karˈup#}
106    | ... | ... | ... | #kˌɑppˈellɑ# | *#kˌɑppˈɛllɑ# | *#kˌɑppˈɛlːɑ# | *#kˌappˈɛlːa# | *#kˌapˈɛlːa# | *#kˌapˈɛːlːa# | *#kˌapˈɛːlːə# {GOLD: >*} | *#kˌapˈɛːlːə# {GOLD: >*} | *#kapˈɛlə# {GOLD: >*} | *#kapˈɛlə# {GOLD: #kapˈɛlə#}
107    | ... | ... | ... | ... | ... | ... | ... | ... | #kˌɑpˈitɪ# | *#kˌapˈit# {GOLD: >*} | *#kˌapˈit# {GOLD: >*} | *#kapˈit# {GOLD: >*} | *#kapˈit# {GOLD: #kapˈit#}
108    | ... | ... | ... | #kˌɑːpˈoːnem# | *#kˌɑːpˈɒːnɛ# | *#kˌɑpˈonɛ# | *#kˌapˈonɪ# | *#kˌapˈɔ̃ɾ̃ɪ# | *#kˌapˈũo̯ɾ̃ə# | *#kˌapˈũo̯# {GOLD: #kapˈuo̯#} | *#kˌapˈũa̯# {GOLD: >*} | *#kapˈua̯# {GOLD: >*} | *#kapˈua̯# {GOLD: #kapˈua̯#}
109    | ... | ... | ... | #kˌɑpitˈiːnɑ# | *#kˌɑpɪtˈinɑ# | *#kˌɑptˈinɑ# | *#kˌaptˈina# | *#kˌaptˈĩna# | *#kɐftˈĩna# | *#kəftˈĩnə# {GOLD: >*} | *#kəftˈĩnə# {GOLD: >*} | *#kəftˈinə# {GOLD: >*} | *#kəftˈinə# {GOLD: #kaptˈinə#}
110    | ... | ... | ... | #kˌɑpreˈolum# | *#kˌɑprjˈɒlʊ# | *#kˌɑprjˈolu# | *#kˌaprˈolu# | *#kˌapɾˈɔlu# | *#kˌapɾˈuo̯lˠə# | *#kˌapɾˈuo̯lˠ# {GOLD: #kapɾˈuo̯lˠ#} | *#kˌapɾˈua̯lˠ# {GOLD: >*} | *#kapɾˈua̯lˠ# {GOLD: >*} | *#kapɾˈua̯lˠ# {GOLD: #kapɾˈua̯lˠ#}
111    | ... | ... | ... | #kˌɑpissˈɑːtɑm# | *#kˌɑpɪssˈɑːtɑ# | *#kˌɑpssˈɑtɑ# | *#kˌapsˈata# | *#kˌapʃˈata# | *#kˌafʃˈata# | *#kˌafʃˈatə# {GOLD: >*} | *#kˌafʃˈatə# {GOLD: >*} | *#kafʃˈatə# {GOLD: >*} | *#kafʃˈatə# {GOLD: #kafʃˈatə#}
112    | ... | ... | ... | #kˌɑpissˈonioː# | *#kˌɑpɪssˈɒnju# | *#kˌɑpssˈoɲu# | *#kˌapsˈoɲu# | *#kˌapʃˈɔ̃ɲu# | *#kˌafʃˈɔ̃ɲə# | *#kˌafʃˈɔ̃ɲ# {GOLD: >*} | *#kˌafʃˈɔ̃ɲ# {GOLD: >*} | *#kafʃˈɔɲ# {GOLD: >*} | *#kafʃˈɔj# {GOLD: #kafʃˈɔj#}
113    | ... | ... | ... | ... | ... | ... | #kˌɑmɛnˈit͡sɑ# | *#kˌɑ̃mnˈit͡sɑ# | *#kˌɑ̃mnˈiːt͡sɑ# | *#kˌãmːˈiːt͡sə# {GOLD: >*} | *#kˌə̃mˈiːt͡sə# {GOLD: >*} | *#kəmˈit͡sə# {GOLD: >*} | *#kəmˈit͡sə# {GOLD: #kamˈit͡sə#}
114    | ... | ... | ... | #kˈɑlɑmum# | *#kˈɑlɑmʊ# | *#kˈɑlɑmu# | *#kˈalamu# | *#kˈalɐmu# | *#kˈaːlˠɐmə# | *#kˈaːlˠəm# {GOLD: >*} | *#kˈaːlˠəm# {GOLD: >*} | *#kˈalˠm# {GOLD: #kˈalˠəm#} | *#kˈalˠm# {GOLD: #kˈalˠm#}
115    | ... | ... | ... | ... | ... | ... | ... | ... | #tʊkˈɑt͡ʃɪ# | *#kˈat͡ʃ# {GOLD: >*} | *#kˈat͡ʃ# {GOLD: >*} | *#kˈat͡ʃ# {GOLD: >*} | *#kˈat͡ʃ# {GOLD: #kˈat͡ʃ#}
116    | ... | ... | ... | #kˈɑnnɑ# | *#kˈɑnnɑ# | *#kˈɑnːɑ# | *#kˈanːa# | *#kˈãnːa# | *#kˈanːa# | *#kˈanːə# {GOLD: >*} | *#kˈanə# {GOLD: >*} | *#kˈanə# {GOLD: >*} | *#kˈanə# {GOLD: #kˈanə#}
117    | ... | ... | ... | #kˈɑntʰɑrum# | *#kˈɑntʰɑrʊ# | *#kˈɑntɑru# | *#kˈantaru# | *#kˈãntɐɾu# | *#kˈandɐɾə# | *#kˈandɾ̩# {GOLD: >*} | *#kˈandɾ̩# {GOLD: >*} | *#kˈandɾ̩# {GOLD: >*} | *#kˈandəɾ# {GOLD: #kˈandəɾ#}
118    | ... | ... | #kˈɑntʰɑron# | *#kˈɑntʰɑron# | *#kˈɑntʰɑrʊ# | *#kˈɑntɑru# | *#kˈantaru# | *#kˈãntɐɾu# | *#kˈandɐɾə# | *#kˈandɾ̩# {GOLD: #kˈãntəɾə#} | *#kˈandɾ̩# {GOLD: >*} | *#kˈandɾ̩# {GOLD: >*} | *#kˈandəɾ# {GOLD: #kˈandəɾ#}
119    | ... | ... | #kˈɑltʰɑ# | *#kˈɑltʰɑ# | *#kˈɑltʰɑ# | *#kˈɑltɑ# | *#kˈalta# | *#kˈalta# | *#kˈaːlta# | *#kˈaːltə# {GOLD: >*} | *#kˈaːltə# {GOLD: >*} | *#kˈaltə# {GOLD: >*} | *#kˈaltə# {GOLD: #kˈaltə#}
120    | ... | ... | #kˈɑltʰinɑ# | *#kˈɑltʰənɑ# | *#kˈɑltʰənɑ# | *#kˈɑltənɑ# | *#kˈaltɑ̃ɾ̃a# | *#kˈaltɐɾ̃a# | *#kˈaːltɐɾ̃a# | *#kˈaːltəɾ̃ə# {GOLD: #kˈaltə̃ɾ̃ə#} | *#kˈaːltəɾ̃# {GOLD: >*} | *#kˈaltəɾ# {GOLD: >*} | *#kˈaltəɾ# {GOLD: #kˈaltəɾ#}
121    | ... | ... | ... | #kʰˈɑrtɑm# | *#kʰˈɑrtɑ# | *#kˈɑrtɑ# | *#kˈarta# | *#kˈaɾta# | *#kˈaːɾta# | *#kˈaːɾtə# {GOLD: >*} | *#kˈaːɾtə# {GOLD: >*} | *#kˈaɾtə# {GOLD: >*} | *#kˈaɾtə# {GOLD: #kˈaɾtə#}
122    | ... | ... | ... | #kʷˈɑːrtɑ# | *#kʷˈɑːrtɑ# | *#kʷˈɑrtɑ# | *#kˈarta# | *#kˈaɾta# | *#kˈaːɾta# | *#kˈaːɾtə# {GOLD: >*} | *#kˈaːɾtə# {GOLD: >*} | *#kˈaɾtə# {GOLD: >*} | *#kˈaɾtə# {GOLD: #kˈaɾtə#}
123    | ... | ... | ... | #kˈɑrrɑ# | *#kˈɑrrɑ# | *#kˈɑrrɑ# | *#kˈarra# | *#kˈaɾɾa# | *#kˈaːrːa# | *#kˈaːrə# {GOLD: >*} | *#kˈaːrə# {GOLD: >*} | *#kˈarə# {GOLD: >*} | *#kˈarə# {GOLD: #kˈarə#}
124    | ... | ... | ... | ... | ... | ... | #kˈaβka# | *#kˈaβka# | *#kˈafka# | *#kˈafkə# {GOLD: >*} | *#kˈafkə# {GOLD: >*} | *#kˈafkə# {GOLD: >*} | *#kˈafkə# {GOLD: #kˈafkə#}
125    | ... | ... | ... | ... | ... | ... | #kˈaβsa# | *#kˈaβʃa# | *#kˈaːfʃa# | *#kˈaːfʃə# {GOLD: >*} | *#kˈaːfʃə# {GOLD: >*} | *#kˈafʃə# {GOLD: >*} | *#kˈafʃə# {GOLD: #kˈafʃə#}
126    | ... | ... | ... | #ˌekkum# | *#ˌɛkkʊ# | *#ˌɛkku# | *#kku# | *#ku# | *#kə# | *#kə# {GOLD: >*} | *#kə# {GOLD: >*} | *#kə# {GOLD: >*} | *#kə# {GOLD: #kə#}
127    | ... | ... | ... | #kˌɑntikˈellum# | *#kˌɑntɪkˈɛllʊ# | *#kˌɑntkˈɛlːu# | *#kˌancˈɛlːu# | *#kˌãncˈɛlːu# | *#kˌãncˈɛːlːə# | *#kˌãɲɟˈɛːlː# {GOLD: #kˌãntcˈɛl#} | *#kˌə̃ɲɟˈɛːlː# {GOLD: >*} | *#kəɲɟˈɛl# {GOLD: >*} | *#kəɲɟˈɛl# {GOLD: #kəɲɟˈɛl#}
128    | ... | ... | ... | #kˌoːnsˈilium# | *#kˌʊnsˈiʎʊ# | *#kˌusˈilːu# | *#kˌusˈilːu# | *#kˌuːʃˈilːu# | *#kˌuːʃˈiːlːə# | *#kˌuːʃˈiːlː# {GOLD: >*} | *#kˌuːʃˈiːlː# {GOLD: >*} | *#kuʃˈil# {GOLD: >*} | *#kuʃˈil# {GOLD: #kəʃˈilˠ#}
129    | ... | ... | ... | #kˌɑwsˈuːrɑ# | *#kˌɑwsˈuːrɑ# | *#kˌɑwsˈyrɑ# | *#kəsˈyra# | *#kəʃˈyɾa# | *#kəʃˈyːɾa# | *#kəʃˈyːɾə# {GOLD: >*} | *#kəʃˈyːɾə# {GOLD: >*} | *#kəʃˈyɾə# {GOLD: >*} | *#kəʃˈyɾə# {GOLD: #kəʃˈyɾə#}
130    | ... | ... | ... | #kˌɑstˈellɑm# | *#kˌɑstˈɛllɑ# | *#kˌɑstˈɛlːɑ# | *#kˌastˈɛlːa# | *#kˌaʃtˈɛːlːa# | *#kɐʃtˈie̯lːa# | *#kəʃcˈɛlːə# {GOLD: >*} | *#kəʃcˈɛlːə# {GOLD: >*} | *#kəʃcˈɛlə# {GOLD: >*} | *#kəʃcˈɛlə# {GOLD: #kəʃtjˈɛlˠə#}
131    | ... | ... | ... | #kˌɑstˈellum# | *#kˌɑstˈɛllʊ# | *#kˌɑstˈɛlːu# | *#kˌastˈɛlːu# | *#kˌaʃtˈɛːlːu# | *#kɐʃtˈie̯lːə# | *#kəʃcˈɛlː# {GOLD: >*} | *#kəʃcˈɛlː# {GOLD: >*} | *#kəʃcˈɛl# {GOLD: #kəʃtjˈɛl#} | *#kəʃcˈɛl# {GOLD: ...}
132    | ... | ... | ... | #kˌɑnnˈɑːtɑm# | *#kˌɑnnˈɑːtɑ# | *#kˌɑnːˈɑtɑ# | *#kˌanːˈata# | *#kə̃nːˈata# | *#kə̃nːˈata# | *#kə̃nːˈatə# {GOLD: >*} | *#kə̃nˈatə# {GOLD: >*} | *#kənˈatə# {GOLD: >*} | *#kənˈatə# {GOLD: #kənˈatə#}
133    | ... | ... | ... | #kˌɑnnˈeːtum# | *#kˌɑnnˈeːtʊ# | *#kˌɑnːˈetu# | *#kˌanːˈetu# | *#kə̃nːˈetu# | *#kə̃nːˈɛtə# | *#kə̃nːˈɛt# {GOLD: >*} | *#kə̃nˈɛt# {GOLD: >*} | *#kənˈɛt# {GOLD: >*} | *#kənˈɛt# {GOLD: #kənˈɛt#}
134    | ... | ... | ... | #kˌɑndˈeːlɑm# | *#kˌɑndˈeːlɑ# | *#kˌɑndˈelɑ# | *#kˌandˈela# | *#kə̃ndˈela# | *#kə̃ndˈɛːlˠa# | *#kə̃ndˈɛːlˠə# {GOLD: >*} | *#kə̃ndˈɛːlˠə# {GOLD: >*} | *#kəndˈɛlˠə# {GOLD: >*} | *#kəndˈɛlˠə# {GOLD: #kəndˈɛlˠə#}
135    | ... | ... | ... | #kˌɑntˈɑːnioː# | *#kˌɑntˈɒːnju# | *#kˌɑntˈoɲu# | *#kˌantˈoɲu# | *#kə̃ntˈɔ̃ɲu# | *#kə̃ndˈɔ̃ɲə# | *#kə̃ndˈɔ̃ɲ# {GOLD: >*} | *#kə̃ndˈɔ̃ɲ# {GOLD: >*} | *#kəndˈɔɲ# {GOLD: >*} | *#kəndˈɔj# {GOLD: #kəndˈɔj#}
136    | ... | ... | ... | #klˌɑwsˈuːrɑ# | *#klˌɑwsˈuːrɑ# | *#klˌɑwsˈyrɑ# | *#kləsˈyra# | *#kləʃˈyɾa# | *#kləʃˈyːɾa# | *#kl̩ʃˈyːɾə# {GOLD: #kl̩t͡ʃˈyɾə#} | *#kl̩ʃˈyːɾə# {GOLD: >*} | *#kl̩t͡ʃˈyɾə# {GOLD: >*} | *#kəlt͡ʃˈyɾə# {GOLD: #kəlt͡ʃˈyɾə#}
137    | ... | ... | ... | #kˌirkˈɑːnioː# | *#kˌɪrkˈɒːnju# | *#kˌerkˈoɲu# | *#kˌerkˈoɲu# | *#kəɾkˈɔ̃ɲu# | *#kəɾkˈɔ̃ɲə# | *#kɾ̩kˈɔ̃ɲ# {GOLD: >*} | *#kɾ̩kˈɔ̃ɲ# {GOLD: >*} | *#kɾ̩kˈɔɲ# {GOLD: >*} | *#kəɾkˈɔj# {GOLD: #kəɾkˈɔj#}
138    | ... | ... | ... | #kˌirkˈellɑ# | *#kˌɪrkˈɛllɑ# | *#kˌerkˈɛlːɑ# | *#kˌercˈɛlːa# | *#kəɾcˈɛlːa# | *#kəɾcˈɛːlːa# | *#kɾ̩cˈɛːlːə# {GOLD: >*} | *#kɾ̩cˈɛːlːə# {GOLD: >*} | *#kɾ̩cˈɛlə# {GOLD: >*} | *#kəɾcˈɛlə# {GOLD: #kəɾcˈɛlə#}
139    | ... | ... | ... | ... | #kʰrˌeːstiːnˌɑːtˈɑːle# | *#krˌestintˈɑle# | *#krɪstntˈelɪ# | *#kɾɪʃtntˈelɪ# | *#kɾəʃtəndˈɛːlə# | *#kɾ̩ʃn̩dˈɛːl# {GOLD: >*} | *#kɾ̩ʃn̩dˈɛːl# {GOLD: >*} | *#kɾ̩ʃn̩dˈɛl# {GOLD: >*} | *#kəɾʃəndˈɛl# {GOLD: #kəɾʃəndˈɛl#}
140    | ... | ... | ... | ... | #kʰrˌeːstiˈɑːnɑ# | *#krˌestijˈɑnɑ# | *#krɪstˈena# | *#kɾɪʃtˈẽɾ̃a# | *#kɾəʃtˈɛ̃ɾ̃a# | *#kɾ̩ʃtˈɛ̃ɾ̃ə# {GOLD: #kɾ̩ʃtˈɛ̃ɾ̃ə#} | *#kɾ̩ʃtˈɛ̃ɾ̃ə# {GOLD: >*} | *#kɾ̩ʃtˈɛɾə# {GOLD: >*} | *#kəɾʃtˈɛɾə# {GOLD: #kəɾʃtˈɛɾə#}
141    | ... | ... | ... | ... | ... | ... | #krˌit͡ʃˈɑtɪ# | *#kɾˌisˈɑtɪ# | *#kɾˌisˈɑtə# | *#kɾ̩sˈat# {GOLD: >*} | *#kɾ̩sˈat# {GOLD: >*} | *#kɾ̩t͡sˈat# {GOLD: >*} | *#kəɾt͡sˈat# {GOLD: #kəɾt͡sˈat#}
142    | ... | ... | ... | ... | ... | ... | #kˌɒrt͡ʃˈunə# | *#kəɾsˈũnə# | *#kəɾsˈũːnə# | *#kɾ̩sˈũː# {GOLD: #kˌɾ̩t͡sˈũ#} | *#kɾ̩sˈũː# {GOLD: >*} | *#kɾ̩t͡sˈu# {GOLD: >*} | *#kəɾt͡sˈu# {GOLD: #kəɾt͡sˈu#}
143    | ... | ... | ... | #kˌɑrpˈutioː# | *#kˌɑrpˈʊt͡ʃju# | *#kˌɑrpˈut͡ʃju# | *#kˌarpˈut͡ʃu# | *#kəɾpˈusu# | *#kəɾpˈuːsə# | *#kɾ̩pˈuːs# {GOLD: >*} | *#kɾ̩pˈuːs# {GOLD: >*} | *#kɾ̩pˈus# {GOLD: >*} | *#kəɾpˈus# {GOLD: #kəɾpˈus#}
144    | ... | ... | ... | ... | ... | ... | ... | ... | #kˌʊrbˈɑt͡ʃɪ# | *#kɾ̩bˈat͡ʃ# {GOLD: >*} | *#kɾ̩bˈat͡ʃ# {GOLD: >*} | *#kɾ̩bˈat͡ʃ# {GOLD: >*} | *#kəɾbˈat͡ʃ# {GOLD: #kəɾbˈat͡ʃ#}
145    | ... | ... | ... | ... | ... | #kˌɔrnˈutɑ# | *#kˌɔrnˈuta# | *#kˌɔːɾnˈuta# | *#kˌɔːrːˈuta# | *#kˌɔːrˈutə# {GOLD: >*} | *#kˌɔːrˈutə# {GOLD: >*} | *#kɔrˈutə# {GOLD: >*} | *#kɔrˈutə# {GOLD: #kərˈutə#}
146    | ... | ... | ... | ... | ... | ... | #kˌɑpˈuʎɑ# | *#kˌɑpˈuʎɑ# | *#kˌɑpˈuːʎɑ# | *#kˌapˈuːʎə# {GOLD: >*} | *#kˌapˈuːʎə# {GOLD: >*} | *#kapˈujə# {GOLD: >*} | *#kapˈujə# {GOLD: #kəpˈujə#}
147    | ... | ... | ... | #kˌɑpˈistrum# | *#kˌɑpˈɪstrʊ# | *#kˌɑpˈestru# | *#kˌapˈestru# | *#kˌapˈeʃtɾu# | *#kˌapɾˈɛːʃtə# | *#kˌapɾˈɛːʃt# {GOLD: #kapɾˈɛʃtə#} | *#kˌapɾˈɛːʃt# {GOLD: #kəpɾˈɛʃə#} | *#kapɾˈɛʃt# {GOLD: >*} | *#kapɾˈɛʃt# {GOLD: #kəpɾˈɛʃ#}
148    | ... | ... | ... | #kˌɑmˈisiɑm# | *#kˌɑmˈɪsjɑ# | *#kˌɑmˈesjɑ# | *#kˌamˈisa# | *#kə̃mˈiʃa# | *#kə̃mˈiːʃa# | *#kə̃mˈiːʃə# {GOLD: >*} | *#kə̃mˈiːʃə# {GOLD: >*} | *#kəmˈiʃə# {GOLD: >*} | *#kəmˈiʃə# {GOLD: #kəmˈiʃə#}
149    | ... | ... | ... | ... | ... | ... | #kˌɑmˈiʃtɪ# | *#kˌɑ̃mˈiʃtɪ# | *#kˌɑ̃mˈiːʃtə# | *#kˌãmˈiːʃt# {GOLD: >*} | *#kˌə̃mˈiːʃt# {GOLD: >*} | *#kəmˈiʃt# {GOLD: >*} | *#kəmˈiʃt# {GOLD: #kəmˈiʃt#}
150    | ... | ... | ... | #kˌɑmbiˈɑːnioː# | *#kˌɑmbjˈɒːnju# | *#kˌɑmbˈojɲu# | *#kˌambˈojɲu# | *#kˌãmbˈɔj̃ɲu# | *#kˌãmbˈɛ̃ɲə# | *#kˌãmbˈɛ̃ɲ# {GOLD: >*} | *#kˌə̃mbˈɛ̃ɲ# {GOLD: >*} | *#kəmbˈɛɲ# {GOLD: >*} | *#kəmbˈɛj# {GOLD: #kəmbˈɛj#}
151    | ... | ... | ... | ... | ... | #kˌɑmpˈonɑ# | *#kˌampˈona# | *#kˌãmpˈɔ̃ɾ̃a# | *#kˌãmbˈɔ̃ɾ̃a# | *#kˌãmbˈɔ̃ɾ̃ə# {GOLD: #km̩bˈɔ̃ɾ̃ə#} | *#kˌə̃mbˈɔ̃ɾ̃ə# {GOLD: >*} | *#kəmbˈɔɾə# {GOLD: >*} | *#kəmbˈɔɾə# {GOLD: #kəmbˈɔɾə#}
152    | ... | ... | ... | #kˈɑntikɑm# | *#kˈɑntɪkɑ# | *#kˈɑntkɑ# | *#kˈanka# | *#kˈãnka# | *#kˈãnɡa# | *#kˈãŋɡə# {GOLD: #kˈɑ̃ntkə#} | *#kˈə̃ŋɡə# {GOLD: >*} | *#kˈəŋɡə# {GOLD: >*} | *#kˈəŋɡə# {GOLD: #kˈəŋɡə#}
153    | ... | ... | ... | ... | ... | ... | ... | ... | #kˈʊlkʊ# | *#kˈəlˠk# {GOLD: >*} | *#kˈəlˠk# {GOLD: >*} | *#kˈəlˠk# {GOLD: >*} | *#kˈəlˠk# {GOLD: #kˈəlˠk#}
154    | ... | ... | ... | ... | ... | ... | #kˈɒ̃tʊ# | *#kˈɑ̃ntə# | *#kˈɑ̃ndə# | *#kˈãnd# {GOLD: #kˈɑ̃nt#} | *#kˈə̃nd# {GOLD: >*} | *#kˈənd# {GOLD: >*} | *#kˈənd# {GOLD: #kˈənd#}
155    | ... | ... | ... | ... | ... | ... | #kˈʊrt͡ʃɪ# | *#kˈʊɾsɪ# | *#kˈɔːʷɾsə# | *#kˈəɾs# {GOLD: >*} | *#kˈəɾs# {GOLD: >*} | *#kˈəɾt͡s# {GOLD: >*} | *#kˈəɾt͡s# {GOLD: #kˈəɾt͡s#}
156    | ... | ... | ... | #kˈɑnɑpem# | *#kˈɑnɑpɛ# | *#kˈɑnɑpɛ# | *#kˈanapɪ# | *#kˈãɾ̃ɐpɪ# | *#kˈãɾ̃ɐpə# | *#kˈãɾ̃əp# {GOLD: #kˈɑ̃ɾ̃əp#} | *#kˈə̃ɾ̃əp# {GOLD: >*} | *#kˈəɾəp# {GOLD: #kˈəɾəp#} | *#kˈəɾp# {GOLD: #kˈəɾp#}
157    | ... | ... | ... | ... | ... | ... | ... | ... | #kˈʊrpɑ# | *#kˈəɾpə# {GOLD: >*} | *#kˈəɾpə# {GOLD: >*} | *#kˈəɾpə# {GOLD: >*} | *#kˈəɾpə# {GOLD: #kˈəɾpə#}
158    | ... | ... | ... | #kˈɑmbɑ# | *#kˈɑmbɑ# | *#kˈɑmbɑ# | *#kˈamba# | *#kˈãmba# | *#kˈãmba# | *#kˈãmbə# {GOLD: #kˈɑ̃mbə#} | *#kˈə̃mbə# {GOLD: >*} | *#kˈəmbə# {GOLD: >*} | *#kˈəmbə# {GOLD: #kˈəmbə#}
159    | ... | ... | ... | #klˌeːmˈeːntem# | *#klˌeːmˈeːntɛ# | *#klˌemˈentɛ# | *#kləmˈentɪ# | *#klə̃mˈẽntɪ# | *#klə̃mˈɛ̃ndə# | *#kʎə̃mˈɛ̃nd# {GOLD: #kl̩mˈɛ̃nt#} | *#kʎə̃mˈɛ̃nd# {GOLD: >*} | *#cəmˈɛnd# {GOLD: >*} | *#cəmˈɛnd# {GOLD: #kɛlmˈɛnd#}
160    | ... | ... | ... | #kˌɑrminˈɑːnioː# | *#kˌɑrmɪnjˈɒːnju# | *#kˌermeɲˈoɲu# | *#kˌermɲˈoɲu# | *#cˌeɾmɲˈɔ̃ɲu# | *#cˌɛɾmɲˈɔ̃ɲə# | *#cɾ̩ɲːˈɔ̃ɲ# {GOLD: >*} | *#cɾ̩ɲˈɔ̃ɲ# {GOLD: >*} | *#cɾ̩ɲˈɔɲ# {GOLD: >*} | *#cəɾɲˈɔj# {GOLD: #kɛɾɲˈɔj#}
161    | ... | ... | ... | ... | #ˌɛkklˈeːsjɑ# | *#ˌɛkklˈesjɑ# | *#kklˈisa# | *#klˈiʃa# | *#klˈiːʃa# | *#kʎˈiːʃə# {GOLD: #kʎˈiʃə#} | *#kʎˈiːʃə# {GOLD: >*} | *#kˈiʃə# {GOLD: >*} | *#cˈiʃə# {GOLD: #kˈiʃə#}
162    | ... | ... | ... | #kˌoːpertˈuːrɑ# | *#kˌupɛrtˈuːrɑ# | *#kˌupɛrtˈyrɑ# | *#kˌupɪrtˈyra# | *#kˌuːpɪɾtˈyɾa# | *#kˌuːpəɾtˈyːɾa# | *#kˌuːɾtˈyːɾə# {GOLD: >*} | *#kˌuːɾtˈyːɾə# {GOLD: >*} | *#kuɾtˈyɾə# {GOLD: >*} | *#kuɾtˈyɾə# {GOLD: #kyptˈyɾə#}
