etID  | Proto-Indo-European | Proto-Balkan-Indo-European | Archaic Proto-Albanian | Classical Proto-Albanian | Middle Proto-Albanian I | Middle Proto-Albanian II | Late Proto-Albanian I | Late Proto-Albanian II | Late Proto-Albanian III | Proto-Tosk-SGheg {GOLD} | Proto-Tosk {GOLD} | Old North Tosk {GOLD} | Output {GOLD}
858    | ... | ... | ... | ... | *#trˈɑktʊ# | *#trˈɑçtu# | *#trˈajtu# | *#tɾˈajtu# | *#tɾˈajt# | *#tɾˈajt# {GOLD: >*} | *#tɾˈajt# {GOLD: >*} | *#tɾˈajt# {GOLD: >*} | *#tɾˈajt# {GOLD: #tɾˈajt#}
859    | ... | ... | ... | ... | *#trˈɑktɑ# | *#trˈɑçtɑ# | *#trˈajta# | *#tɾˈajta# | *#tɾˈajtə# | *#tɾˈajtə# {GOLD: >*} | *#tɾˈajtə# {GOLD: >*} | *#tɾˈajtə# {GOLD: >*} | *#tɾˈajtə# {GOLD: #tɾˈajtə#}
860    | ... | ... | ... | ... | ... | *#tˌɛtrˈɑnɡuron# | *#tˌɛtrˈanɡuron# | *#ttɾˈãnɡuɾɔ̃n# | *#tːɾˈãnɡuɾ# | *#tːɾˈaŋɡuɾ# {GOLD: >*} | *#tːɾˈaŋɡuɾ# {GOLD: >*} | *#tɾˈaŋɡuɾ# {GOLD: >*} | *#tɾˈaŋɡuɾ# {GOLD: #tɾˈaŋɡulˠ#}
861    | ... | ... | ... | ... | *#tˌɛrrˈɑːtɪkʊ# | *#tˌɛrrˈɑtku# | *#tˌɛrrˈatku# | *#tɪɾɾˈatku# | *#tərːˈatk# | *#tɾˈatk# {GOLD: >*} | *#tɾˈatk# {GOLD: >*} | *#tɾˈatk# {GOLD: >*} | *#tɾˈatk# {GOLD: #tɾˈatk#}
862    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#tɾˈap# {GOLD: >*} | *#tɾˈap# {GOLD: >*} | *#tɾˈap# {GOLD: >*} | *#tɾˈap# {GOLD: #tɾˈap#}
863    | ... | ... | ... | *#trˌɑntˌɑfˈyːllɔn# | *#trˌɑntˌɑfˈillɔ# | *#trˌɑntˌɑfˈilːo# | *#trˌantˌafˈilːo# | *#tɾə̃ntˌafˈilːɔ# | *#tɾə̃ndˌafˈiːlː# | *#tɾə̃ndˌafˈiːlː# {GOLD: >*} | *#tɾə̃ndˌafˈiːlː# {GOLD: >*} | *#tɾəndˌafˈil# {GOLD: >*} | *#tɾəndafˈil# {GOLD: #tɾəndafˈil#}
864    | ... | ... | ... | ... | *#trˌɪstˈɒːnjo# | *#trˌestˈoɲo# | *#trɪstˈoɲo# | *#tɾɪʃtˈɔ̃ɲɔ# | *#tɾəʃtˈɔ̃ɲ# | *#tɾ̩ʃtˈɔ̃ɲ# {GOLD: >*} | *#tɾ̩ʃtˈɔ̃ɲ# {GOLD: >*} | *#tɾ̩ʃtˈɔɲ# {GOLD: >*} | *#təɾʃtˈɔj# {GOLD: #tɾiʃtˈɔj#}
865    | ... | ... | ... | ... | ... | ... | ... | *#tɾˈɪʃə# | *#tɾˈɪːʃ# | *#tɾˈiʃ# {GOLD: >*} | *#tɾˈiʃ# {GOLD: >*} | *#tɾˈiʃ# {GOLD: >*} | *#tɾˈiʃ# {GOLD: #tɾˈiʃ#}
866    | ... | ... | ... | ... | ... | ... | ... | *#tˈɪɾʃu# | *#tˈɪːɾʃ# | *#tˈɛɾʃ# {GOLD: >*} | *#tˈɛɾʃ# {GOLD: >*} | *#tˈɛɾʃ# {GOLD: >*} | *#tˈɛɾʃ# {GOLD: #tɾˈiʃ#}
867    | ... | ... | ... | ... | *#trˈistɛ# | *#trˈistɛ# | *#trˈistɪ# | *#tɾˈiʃtɪ# | *#tɾˈiːʃt# | *#tɾˈiːʃt# {GOLD: >*} | *#tɾˈiːʃt# {GOLD: >*} | *#tɾˈiʃt# {GOLD: >*} | *#tɾˈiʃt# {GOLD: #tɾˈiʃt#}
868    | ... | ... | ... | ... | *#trˈinɑ# | *#trˈinɑ# | *#trˈina# | *#tɾˈĩna# | *#tɾˈĩnə# | *#tɾˈĩnə# {GOLD: #tɾˈĩnə#} | *#tɾˈĩnə# {GOLD: >*} | *#tɾˈinə# {GOLD: >*} | *#tɾˈinə# {GOLD: #tɾˈinə#}
869    | ... | ... | ... | ... | *#trˈɑbɛzɑ# | *#trˈeβɛzɑ# | *#trˈewɪza# | *#tɾˈœːɪza# | *#tɾˈye̯zə# | *#tɾˈye̯zə# {GOLD: >*} | *#tɾˈye̯zə# {GOLD: >*} | *#tɾˈye̯zə# {GOLD: >*} | *#tɾˈye̯zə# {GOLD: #tɾˈye̯zə#}
870    | ... | ... | ... | ... | *#tˌɛrɛbˈɛllɑ# | *#tˌɛrˈɛβɛlːɑ# | *#tərˈɛwɪlːa# | *#təɾˈœːɪlːa# | *#təɾˈye̯lːə# | *#təɾˈye̯lːə# {GOLD: >*} | *#təɾˈye̯lːə# {GOLD: >*} | *#tɾˈye̯lə# {GOLD: >*} | *#tɾˈye̯lə# {GOLD: #tɾˈye̯lə#}
871    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#tɾˌɔntˈit# {GOLD: >*} | *#tɾˌɔntˈit# {GOLD: >*} | *#tɾˌɔndˈit# {GOLD: >*} | *#tɾɔndˈit# {GOLD: #tɾɔndˈit#}
872    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#tɾˈɔxa# {GOLD: >*} | *#tɾˈɔha# {GOLD: >*} | *#tɾˈɔhə# {GOLD: >*} | *#tɾˈɔhə# {GOLD: #tɾˈɔhə#}
873    | ... | ... | ... | ... | *#trˈʊktɑ# | *#trˈuçtɑ# | *#trˈujta# | *#tɾˈujta# | *#tɾˈujtə# | *#tɾˈujtə# {GOLD: >*} | *#tɾˈujtə# {GOLD: >*} | *#tɾˈujtə# {GOLD: >*} | *#tɾˈujtə# {GOLD: #tɾˈɔftə#}
874    | ... | ... | ... | ... | ... | *#trˌuskˈoe̯ɲø# | *#trˌuskˈoe̯ɲʏ# | *#tɾˌuʃkˈœ̃ːɲʏ# | *#tɾˌuʃkˈỹe̯ɲ# | *#tɾˌuʃkˈỹe̯ɲ# {GOLD: #tɾˌuʃkˈyø̯̃ɲ#} | *#tɾˌuʃkˈỹe̯ɲ# {GOLD: #tɾuʃkˈye̯ɲ#} | *#tɾˌuʃkˈye̯ɲ# {GOLD: >*} | *#tɾuʃcˈye̯j# {GOLD: #tɾuʃcˈye̯j#}
875    | ... | ... | ... | ... | *#tˌʊrbʊlˈɒːnjo# | *#tˌurbulˈoɲo# | *#tˌurbulˈoɲo# | *#tˌuɾbulˈɔ̃ɲɔ# | *#tˌuɾbulˠˈɔ̃ɲ# | *#tˌuɾbulˠˈɔ̃ɲ# {GOLD: >*} | *#tˌuɾbulˠˈɔ̃ɲ# {GOLD: >*} | *#tˌuɾbulˠˈɔɲ# {GOLD: >*} | *#tuɾbulˠˈɔj# {GOLD: #tɾubulˠˈɔj#}
876    | ... | ... | ... | ... | *#trˌɑːdˈɔnjo# | *#trˌɑdˈoɲo# | *#trˌaðˈoɲo# | *#tɾəˈɔ̃ːɲɔ# | *#tɾˈũːo̯ɲ# | *#tɾˈũːo̯ɲ# {GOLD: >*} | *#tɾˈũːa̯ɲ# {GOLD: >*} | *#tɾˈua̯ɲ# {GOLD: >*} | *#tɾˈua̯j# {GOLD: #tɾˈua̯j#}
877    | ... | ... | ... | ... | *#trˈibʊlʊ# | *#trˈiβulu# | *#trˈiwulu# | *#tɾˈuə̯lu# | *#tɾˈuo̯lˠ# | *#tɾˈuo̯lˠ# {GOLD: #tɾˈuo̯lˠ#} | *#tɾˈua̯lˠ# {GOLD: >*} | *#tɾˈua̯lˠ# {GOLD: >*} | *#tɾˈua̯lˠ# {GOLD: #tɾˈua̯lˠ#}
878    | ... | ... | ... | ... | *#trˈʊnkʊ# | *#trˈunku# | *#trˈunku# | *#tɾˈũnku# | *#tɾˈũnɡ# | *#tɾˈũŋɡ# {GOLD: >*} | *#tɾˈũŋɡ# {GOLD: >*} | *#tɾˈuŋɡ# {GOLD: >*} | *#tɾˈuŋɡ# {GOLD: #tɾˈuŋɡ#}
879    | ... | ... | ... | ... | *#tˈʊrbʊlʊ# | *#tˈurbulu# | *#tˈurbulu# | *#tˈuɾbulu# | *#tˈuːɾbulˠ# | *#tˈuːɾbulˠ# {GOLD: >*} | *#tˈuːɾbulˠ# {GOLD: >*} | *#tˈuɾbulˠ# {GOLD: >*} | *#tˈuɾbulˠ# {GOLD: #tɾˈubulˠ#}
880    | ... | ... | ... | *#tˈumbrɑ# | *#tˈʊmbrɑ# | *#tˈumbrɑ# | *#tˈumbra# | *#tˈũmbɾa# | *#tˈũmbɾə# | *#tˈũmbɾ̩# {GOLD: >*} | *#tˈũmbɾ̩# {GOLD: >*} | *#tˈumbɾ̩# {GOLD: >*} | *#tˈumbəɾ# {GOLD: #tɾˈumə#}
881    | ... | ... | ... | ... | *#trˈʊmbɑ# | *#trˈumbɑ# | *#trˈumba# | *#tɾˈũmba# | *#tɾˈũmbə# | *#tɾˈũmbə# {GOLD: >*} | *#tɾˈũmbə# {GOLD: >*} | *#tɾˈumbə# {GOLD: >*} | *#tɾˈumbə# {GOLD: #tɾˈumbə#}
882    | ... | ... | ... | ... | *#tˌɪmˈoːrɛ# | *#tˌemˈørɛ# | *#tˌemˈørɪ# | *#tɪ̃mˈœɾɪ# | *#tə̃mˈye̯ɾ# | *#tmˈye̯ɾ# {GOLD: >*} | *#tmˈye̯ɾ# {GOLD: >*} | *#tmˈye̯ɾ# {GOLD: >*} | *#tmˈye̯ɾ# {GOLD: #tmˈɛr#}
883    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#dˌaɾˈɔva# {GOLD: >*} | *#dˌaɾˈɔva# {GOLD: >*} | *#dˌaɾˈɔvə# {GOLD: >*} | *#daɾˈɔvə# {GOLD: #daɾˈɔvə#}
884    | ... | ... | ... | ... | ... | ... | ... | *#dˈɒlbtɑ# | *#dˈɒːlptɑ# | *#dˈɔːlta# {GOLD: >*} | *#dˈɔːlta# {GOLD: >*} | *#dˈɔltə# {GOLD: >*} | *#dˈɔltə# {GOLD: #dˈaltə#}
885    | ... | ... | ... | ... | *#ˌɪndˌɪkˈɔnjo# | *#ˌendˌekˈoɲo# | *#əndˌekˈoɲo# | *#ə̃ndɪkˈɔ̃ɲɔ# | *#ə̃ndəkˈɔ̃ɲ# | *#ə̃ndəkˈɔ̃ɲ# {GOLD: >*} | *#ə̃ndəkˈɔ̃ɲ# {GOLD: >*} | *#ndəkˈɔɲ# {GOLD: >*} | *#ndəkˈɔj# {GOLD: #dəkˈɔj#}
886    | ... | ... | ... | ... | *#dˌʊlˈɶːnjo# | *#dˌulˈeɲo# | *#dˌulˈeɲo# | *#dˌulˈẽɲɔ# | *#dˌəlˠˈɛ̃ɲ# | *#dˌəlˠˈɛ̃ɲ# {GOLD: >*} | *#dˌəlˠˈɛ̃ɲ# {GOLD: >*} | *#dəlˠˈɛɲ# {GOLD: >*} | *#dəlˠˈɛj# {GOLD: #dəlˠˈɛj#}
887    | ... | ... | ... | ... | *#dˌeːsˌidɛrˈɒːnjo# | *#dˌesˌidɛrˈoɲo# | *#dˌesˌiðɪrˈoɲo# | *#dɪʃˌiːɾˈɔ̃ɲɔ# | *#dəʃˌiːɾˈɔ̃ɲ# | *#dəʃˌiːɾˈɔ̃ɲ# {GOLD: >*} | *#dəʃˌiːɾˈɔ̃ɲ# {GOLD: >*} | *#dəʃˌiɾˈɔɲ# {GOLD: >*} | *#dəʃiɾˈɔj# {GOLD: #dəʃiɾˈɔj#}
888    | ... | ... | ... | ... | *#dˌeːsˌidˈɛrjɑ# | *#dˌesˌidˈɛrjɑ# | *#dˌesˌiðˈira# | *#dɪʃəˈiːɾa# | *#dəʃˈiːɾə# | *#dəʃˈiːɾə# {GOLD: >*} | *#dəʃˈiːɾə# {GOLD: >*} | *#dəʃˈiɾə# {GOLD: >*} | *#dəʃˈiɾə# {GOLD: #dəʃˈiɾə#}
889    | ... | ... | ... | ... | *#dˌeːpˌʊsɪtˈɒːnjo# | *#dˌepˌustˈoɲo# | *#dˌepˌustˈoɲo# | *#dɪpəʃtˈɔ̃ɲɔ# | *#dəpəʃtˈɔ̃ɲ# | *#dəʃtˈɔ̃ɲ# {GOLD: >*} | *#dəʃtˈɔ̃ɲ# {GOLD: >*} | *#dəʃtˈɔɲ# {GOLD: >*} | *#dəʃtˈɔj# {GOLD: #dəʃtˈɔj#}
890    | ... | ... | ... | ... | ... | ... | ... | *#dɪʃnˈit͡sɑ# | *#dəʃnˈiːt͡sɑ# | *#dəʃnˈiːt͡sa# {GOLD: #dˌɪʃnˈit͡sə#} | *#dəʃnˈiːt͡sa# {GOLD: >*} | *#dəʃnˈit͡sə# {GOLD: >*} | *#dəʃnˈit͡sə# {GOLD: #dəʃnˈit͡sə#}
891    | ... | ... | ... | ... | *#ˌɪntˌɛstɪmˈɒːnjo# | *#ˌentˌɛstemˈoɲo# | *#əntˌɛstmˈoɲo# | *#ə̃ntɪʃtmˈɔ̃ɲɔ# | *#ə̃ndəʃtmˈɔ̃ɲ# | *#ə̃ndəʃmˈɔ̃ɲ# {GOLD: >*} | *#ə̃ndəʃmˈɔ̃ɲ# {GOLD: >*} | *#ndəʃmˈɔɲ# {GOLD: >*} | *#ndəʃmˈɔj# {GOLD: #dəʃmˈɔj#}
892    | ... | ... | ... | ... | *#dˌeːbʊtˈɒːnjo# | *#dˌeβutˈoɲo# | *#dˌewutˈoɲo# | *#dˌeːətˈɔ̃ɲɔ# | *#dˌɛːtˈɔ̃ɲ# | *#dˌɛːtˈɔ̃ɲ# {GOLD: >*} | *#dˌɛːtˈɔ̃ɲ# {GOLD: #dɛtˈɔ̃ɲ#} | *#dˌɛtˈɔɲ# {GOLD: >*} | *#dɛtˈɔj# {GOLD: #dətˈɔj#}
893    | ... | ... | ... | ... | *#dˌeːbʊtˈorɪtjʊ# | *#dˌeβutˈoret͡ʃju# | *#dˌewutˈorɪt͡ʃu# | *#dˌeːətˈɔɾɪsu# | *#dˌɛːtˈɔːɾəs# | *#dˌɛːtˈɔːɾəs# {GOLD: >*} | *#dˌɛːtˈɔːɾəs# {GOLD: >*} | *#dˌɛtˈɔɾəs# {GOLD: #dətˈɔɾəs#} | *#dɛtˈɔɾəs# {GOLD: #dətˈɔɾəs#}
894    | ... | ... | ... | ... | *#dˌɑmnˈɒːnjo# | *#dˌɑmnˈoɲo# | *#dˌamnˈoɲo# | *#dˌãmnˈɔ̃ɲɔ# | *#dˌãnːˈɔ̃ɲ# | *#dˌãnːˈɔ̃ɲ# {GOLD: #dəmnˈɔ̃ɲ#} | *#dˌə̃nˈɔ̃ɲ# {GOLD: >*} | *#dənˈɔɲ# {GOLD: >*} | *#dənˈɔj# {GOLD: #dənˈɔj#}
895    | ... | ... | ... | ... | *#dˌeːlˌibɛrˈɒːnjo# | *#dˌelˌiβɛrˈoɲo# | *#dˌelˌiwɪrˈoɲo# | *#dɪlˌiːɾˈɔ̃ɲɔ# | *#dəlˌiːɾˈɔ̃ɲ# | *#dəlˌiːɾˈɔ̃ɲ# {GOLD: >*} | *#dəlˌiːɾˈɔ̃ɲ# {GOLD: >*} | *#dəlˌiɾˈɔɲ# {GOLD: >*} | *#dəliɾˈɔj# {GOLD: #dəliɾˈɔj#}
896    | ... | ... | ... | ... | *#dˌeːlˌeːɡˈɒːnjo# | *#dˌelˌeɡˈoɲo# | *#dˌelˌeɡˈoɲo# | *#dɪlɪɡˈɔ̃ɲɔ# | *#dəlɡˈɔ̃ɲ# | *#dl̩ɡˈɔ̃ɲ# {GOLD: >*} | *#dl̩ɡˈɔ̃ɲ# {GOLD: >*} | *#dl̩ɡˈɔɲ# {GOLD: >*} | *#dəlɡˈɔj# {GOLD: #dəɾɡˈɔj#}
897    | ... | ... | ... | ... | *#dˌirɪɡˈɒːnjo# | *#dˌirɡˈoɲo# | *#dˌirɡˈoɲo# | *#dəɾɡˈɔ̃ɲɔ# | *#dəɾɡˈɔ̃ɲ# | *#dɾ̩ɡˈɔ̃ɲ# {GOLD: >*} | *#dɾ̩ɡˈɔ̃ɲ# {GOLD: >*} | *#dɾ̩ɡˈɔɲ# {GOLD: >*} | *#dəɾɡˈɔj# {GOLD: #dəɾɡˈɔj#}
898    | ... | ... | ... | ... | *#dˌeːrˌɑːmˈɒːnjo# | *#dˌerˌɑmˈoɲo# | *#dˌerˌamˈoɲo# | *#dɪɾə̃mˈɔ̃ɲɔ# | *#dəɾə̃mˈɔ̃ɲ# | *#dɾ̩mˈɔ̃ɲ# {GOLD: >*} | *#dɾ̩mˈɔ̃ɲ# {GOLD: >*} | *#dɾ̩mˈɔɲ# {GOLD: >*} | *#dəɾmˈɔj# {GOLD: #dəɾmˈɔj#}
899    | ... | ... | ... | ... | *#dˌɪɡɪtˈɒːnjo# | *#dˌeɡtˈoɲo# | *#dˌeɡtˈoɲo# | *#dɪɡtˈɔ̃ɲɔ# | *#dəftˈɔ̃ɲ# | *#dəftˈɔ̃ɲ# {GOLD: #dˌɪftˈɔ̃ɲ#} | *#dəftˈɔ̃ɲ# {GOLD: >*} | *#dəftˈɔɲ# {GOLD: >*} | *#dəftˈɔj# {GOLD: #dəftˈɔj#}
900    | ... | ... | ... | ... | *#ˌɪndˌɪktˈɒːnjo# | *#ˌendˌektˈoɲo# | *#əndˌektˈoɲo# | *#ə̃ndɪktˈɔ̃ɲɔ# | *#ə̃ndəftˈɔ̃ɲ# | *#ə̃ndəftˈɔ̃ɲ# {GOLD: >*} | *#ə̃ndəftˈɔ̃ɲ# {GOLD: >*} | *#ndəftˈɔɲ# {GOLD: >*} | *#ndəftˈɔj# {GOLD: #dəftˈɔj#}
901    | ... | ... | ... | ... | *#dˈɑmnʊ# | *#dˈɑmnu# | *#dˈamnu# | *#dˈãmnu# | *#dˈãm# | *#dˈãm# {GOLD: #dˈɑ̃ːm#} | *#dˈə̃m# {GOLD: >*} | *#dˈəm# {GOLD: >*} | *#dˈəm# {GOLD: #dˈəm#}
902    | ... | ... | ... | ... | *#dˌeːbʊtˈuːrɑ# | *#dˌeβutˈyrɑ# | *#dˌewutˈyra# | *#dˌeːətˈyɾa# | *#dˌɛːtˈyːɾə# | *#dˌɛːtˈyːɾə# {GOLD: >*} | *#dˌɛːtˈyːɾə# {GOLD: >*} | *#dˌɛtˈyɾə# {GOLD: >*} | *#dɛtˈyɾə# {GOLD: #dɛtˈyɾə#}
903    | ... | ... | ... | ... | *#dˌeːbʊtˈoːrɛ# | *#dˌeβutˈorɛ# | *#dˌewutˈorɪ# | *#dˌeːətˈɔɾɪ# | *#dˌɛːtˈuo̯ɾ# | *#dˌɛːtˈuo̯ɾ# {GOLD: #dɛtˈuo̯ɾ#} | *#dˌɛːtˈua̯ɾ# {GOLD: >*} | *#dˌɛtˈua̯ɾ# {GOLD: #dɛtˈua̯ɾ#} | *#dɛtˈua̯ɾ# {GOLD: #dɛtˈua̯ɾ#}
904    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#dˌɛltˈina# {GOLD: >*} | *#dˌɛltˈina# {GOLD: >*} | *#dˌɛltˈinə# {GOLD: >*} | *#dɛltˈinə# {GOLD: #dɛltˈinə#}
905    | ... | ... | ... | ... | *#dˌeːpˌɛnɛtrˈɒːnjo# | *#dˌepˌɛnɛtrˈoɲo# | *#dˌepˌɑ̃ɾ̃ɪtrˈoɲo# | *#dɪpˌɑ̃ɾ̃ɪtɾˈɔ̃ɲɔ# | *#dəpˌɑ̃ɾtˈɔ̃ɲ# | *#dəpˌãɾtˈɔ̃ɲ# {GOLD: >*} | *#dəpˌə̃ɾtˈɔ̃ɲ# {GOLD: >*} | *#dəpəɾtˈɔɲ# {GOLD: >*} | *#dəpəɾtˈɔj# {GOLD: #dɛpəɾtˈɔj#}
906    | ... | ... | ... | ... | *#dˈɪŋnʊ# | *#dˈeŋnu# | *#dˈeŋnu# | *#dˈẽŋnu# | *#dˈɛ̃ŋ# | *#dˈɛ̃ŋ# {GOLD: >*} | *#dˈɛ̃ŋ# {GOLD: >*} | *#dˈɛŋ# {GOLD: >*} | *#dˈɛŋ# {GOLD: #dˈɛɲə#}
907    | ... | ... | ... | ... | ... | ... | *#dˌiˈawolu# | *#djˈaːɔlu# | *#djˈaːlˠ# | *#djˈaːlˠ# {GOLD: #djˈaːlˠ#} | *#djˈaːlˠ# {GOLD: #djˈaːlˠ#} | *#djˈalˠ# {GOLD: >*} | *#djˈalˠ# {GOLD: #djˈalˠ#}
908    | ... | ... | ... | *#dˈepon# | *#dˈɛpɔ# | *#dˈɛpo# | *#dˈɛpo# | *#dˈɛːpɔ# | *#dˈie̯p# | *#djˈɛp# {GOLD: >*} | *#djˈɛp# {GOLD: >*} | *#djˈɛp# {GOLD: >*} | *#djˈɛp# {GOLD: #djˈɛp#}
909    | ... | ... | ... | ... | *#dˈɛmɔnɛ# | *#dˈɛmonɛ# | *#dˈɛmɑ̃ɾ̃ɪ# | *#dˈɛ̃mɐɾ̃ɪ# | *#dˈɛ̃mɐɾ̃# | *#dˈɛ̃məɾ̃# {GOLD: #djˈɛ̃mə̃ɾ̃ə#} | *#dˈɛ̃məɾ̃# {GOLD: >*} | *#dˈɛməɾ# {GOLD: >*} | *#dˈɛməɾ# {GOLD: #djˈɛməɾ#}
910    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#dˌixˈat# {GOLD: >*} | *#dˌihˈat# {GOLD: >*} | *#dˌihˈat# {GOLD: >*} | *#dihˈat# {GOLD: #dihˈat#}
911    | ... | ... | ... | ... | *#dˌeːkˌɑptˈɒːnjo# | *#dˌekˌɑptˈoɲo# | *#dˌekˌaptˈoɲo# | *#dɪkˌaptˈɔ̃ɲɔ# | *#dəkˌatˈɔ̃ɲ# | *#dəkˌatˈɔ̃ɲ# {GOLD: >*} | *#dəkˌatˈɔ̃ɲ# {GOLD: >*} | *#dəkˌatˈɔɲ# {GOLD: #dikətˈɔɲ#} | *#dəkatˈɔj# {GOLD: #diktˈɔj#}
912    | ... | ... | ... | ... | *#dˈɪskʊ# | *#dˈesku# | *#dˈesku# | *#dˈeʃku# | *#dˈɛːʃk# | *#dˈɛːʃk# {GOLD: >*} | *#dˈɛːʃk# {GOLD: >*} | *#dˈɛʃk# {GOLD: >*} | *#dˈɛʃk# {GOLD: #dˈiʃkə#}
913    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#dˈiɾa# {GOLD: >*} | *#dˈiɾa# {GOLD: >*} | *#dˈiɾə# {GOLD: >*} | *#dˈiɾə# {GOLD: #dˈiɾə#}
914    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#dˈibɾ̩# {GOLD: >*} | *#dˈibɾ̩# {GOLD: >*} | *#dˈibɾ̩# {GOLD: >*} | *#dˈibəɾ# {GOLD: #dˈibəɾ#}
915    | ... | ... | ... | ... | ... | ... | ... | *#dˈɪbɾjə# | *#dˈɪbɾj# | *#dˈibr̩# {GOLD: #dˈibər#} | *#dˈibr̩# {GOLD: >*} | *#dˈibr̩# {GOLD: >*} | *#dˈibər# {GOLD: #dˈibər#}
916    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#dˌɔlˈina# {GOLD: >*} | *#dˌɔlˈina# {GOLD: >*} | *#dˌɔlˈinə# {GOLD: >*} | *#dɔlˈinə# {GOLD: #dɔlˈinə#}
917    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#dˌɔbˈit# {GOLD: >*} | *#dˌɔbˈit# {GOLD: >*} | *#dˌɔbˈit# {GOLD: >*} | *#dɔbˈit# {GOLD: #dɔbˈit#}
918    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#dˈɔjka# {GOLD: >*} | *#dˈɔjka# {GOLD: >*} | *#dˈɔjkə# {GOLD: >*} | *#dˈɔjkə# {GOLD: #dˈɔjkə#}
919    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#dˈɔb# {GOLD: >*} | *#dˈɔb# {GOLD: >*} | *#dˈɔb# {GOLD: >*} | *#dˈɔb# {GOLD: #dˈɔb#}
920    | ... | ... | ... | ... | *#dˌʊlˈoːrɛ# | *#dˌulˈørɛ# | *#dˌulˈørɪ# | *#dˌulˈœɾɪ# | *#dˌəlˠˈye̯ɾ# | *#dˌəlˠˈye̯ɾ# {GOLD: #dulˠˈyø̯#} | *#dˌəlˠˈye̯ɾ# {GOLD: >*} | *#dəlˠˈye̯ɾ# {GOLD: #dulˠˈye̯#} | *#dəlˠˈye̯ɾ# {GOLD: #dulˠˈye̯#}
921    | ... | ... | ... | ... | *#dˌʊplɪkˈɒːnjo# | *#dˌuplekˈoɲo# | *#dˌuplɪkˈoɲo# | *#dˌuplɪkˈɔ̃ɲɔ# | *#dˌulpəkˈɔ̃ɲ# | *#dˌulpəkˈɔ̃ɲ# {GOLD: #dˌulpəkˈɔ̃ɲ#} | *#dˌulpəkˈɔ̃ɲ# {GOLD: >*} | *#dˌulpəkˈɔɲ# {GOLD: >*} | *#dulpəkˈɔj# {GOLD: #dulpəkˈɔj#}
922    | ... | ... | ... | ... | ... | ... | *#dˌurˈɒɲɔ# | *#dˌuɾˈɒ̃ɲɔ# | *#dˌuɾˈɒ̃ɲ# | *#dˌuɾˈɔ̃ɲ# {GOLD: >*} | *#dˌuɾˈɔ̃ɲ# {GOLD: >*} | *#dˌuɾˈɔɲ# {GOLD: >*} | *#duɾˈɔj# {GOLD: #duɾˈɔj#}
923    | ... | ... | ... | ... | ... | ... | ... | ... | *#dˌɒ̃brˈɛː# | *#dˌũmbɾˈɛː# {GOLD: #dumbɾˈɛː#} | *#dˌũmbɾˈɛː# {GOLD: >*} | *#dˌumbɾˈɛ# {GOLD: >*} | *#dumbɾˈɛ# {GOLD: #dumbɾˈɛ#}
924    | ... | ... | ... | ... | *#dˈʊkɛ# | *#dˈukɛ# | *#dˈukɪ# | *#dˈucɪ# | *#dˈuc# | *#dˈuc# {GOLD: >*} | *#dˈuc# {GOLD: >*} | *#dˈuc# {GOLD: >*} | *#dˈuc# {GOLD: #dˈuc#}
925    | ... | ... | ... | *#dˌurrˈɑt͡ʃum# | *#dˈʊrrɑt͡ʃʊ# | *#dˈurrɑt͡ʃu# | *#dˈurrat͡ʃu# | *#dˈuɾɾɐsu# | *#dˈuːrːɐs# | *#dˈuːrəs# {GOLD: >*} | *#dˈuːrəs# {GOLD: >*} | *#dˈurəs# {GOLD: >*} | *#dˈurəs# {GOLD: #dˈurəs#}
926    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#dˈũmbɾ̩# {GOLD: >*} | *#dˈũmbɾ̩# {GOLD: >*} | *#dˈumbɾ̩# {GOLD: >*} | *#dˈumbəɾ# {GOLD: #dˈumbəɾ#}
927    | ... | ... | ... | ... | *#drˌɑnkˈoːnɛ# | *#drˌɑnkˈonɛ# | *#drˌankˈonɪ# | *#dɾə̃nkˈɔ̃ɾ̃ɪ# | *#dɾə̃nɡˈũo̯# | *#dɾə̃ŋɡˈũo̯# {GOLD: #dɾˌãnkˈuo̯#} | *#dɾə̃ŋɡˈũa̯# {GOLD: >*} | *#dɾəŋɡˈua̯# {GOLD: >*} | *#dɾəŋɡˈua̯# {GOLD: #dɾaɡˈua̯#}
928    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#dɾˈaɡa# {GOLD: >*} | *#dɾˈaɡa# {GOLD: >*} | *#dɾˈaɡə# {GOLD: >*} | *#dɾˈaɡə# {GOLD: #dɾˈaɡə#}
