etID  | Proto-Indo-European | Proto-Balkan-Indo-European | Archaic Proto-Albanian | Classical Proto-Albanian | Middle Proto-Albanian I | Middle Proto-Albanian II | Late Proto-Albanian I | Late Proto-Albanian II | Late Proto-Albanian III | Proto-Tosk-SGheg {GOLD} | Proto-Tosk | Old North Tosk | Standard Albanian | Output {GOLD}
20     | ... | ... | ... | ... | ... | ... | ... | *#ˌɒɡrˈɒ?1ɑ# | *#ˌɒɡrˈɒ?1ɑ# | *#hˌaɡrˈa?1ə# {GOLD: >*} | *#hˌaɡɾˈa?1ə# | *#həɡɾˈa?1ə# | *#həɡɾˈa?1ə# | *#həɡɾˈa?1ə# {GOLD: #ɔɡɾˈajə#}
21     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#hˌatˈaːvə# {GOLD: >*} | *#hˌatˈaːvə# | *#hətˈavə# | *#hətˈavə# | *#hətˈavə# {GOLD: #ɔtˈavə#}
22     | ... | ... | ... | ... | ... | ... | ... | *#ˌɒrɒ̃dˈɪjɛ# | *#ˌɒrɒ̃dˈɪjɛ# | *#hˌarãdˈɪj# {GOLD: >*} | *#hˌaɾə̃dˈɪj# | *#hˌaɾədˈɪj# | *#haɾədˈɪj# | *#haɾədˈɪj# {GOLD: #ɔɾəndˈi#}
23     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#hˌabrˈak# {GOLD: >*} | *#hˌabɾˈak# | *#həbɾˈak# | *#həbɾˈak# | *#həbɾˈak# {GOLD: #ɔɾˈɔk#}
24     | ... | ... | ... | ... | ... | ... | ... | *#ˌɒbʊpˈɪnʊkɑ# | *#ˌɒbʊpˈɪnʊkɑ# | *#hˌabpˈɪː̃nkə# {GOLD: #ˌɒpˈɑ̃nkə#} | *#hˌabpˈɪː̃nkə# | *#həbpˈɪnkə# | *#həbpˈɪnkə# | *#həbpˈɪnkə# {GOLD: #ɔpˈəŋɡə#}
25     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#hˌabvˈaːr# {GOLD: >*} | *#hˌabvˈaːɾ# | *#həbvˈaɾ# | *#həbvˈaɾ# | *#həbvˈaɾ# {GOLD: #ɔbˈɔr#}
26     | ... | ... | ... | ... | ... | ... | ... | *#ˌɒblˈɒ̃kʊ# | *#ˌɒblˈɒ̃kʊ# | *#hˌablˈãk# {GOLD: #ˌɒblˠˈɑ̃nk#} | *#hˌablˈə̃k# | *#həblˈək# | *#həblˈək# | *#həblˈək# {GOLD: #ɔblˠˈəŋɡ#}
27     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#hˈɔjiʃt# {GOLD: >*} | *#hˈɔjiʃt# | *#hˈɔjiʃt# | *#hˈɔjit͡ʃt# | *#hˈɔjit͡ʃt# {GOLD: #ˈɔʃtə#}
28     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#kˌat͡ʃurˈɛːl# {GOLD: >*} | *#kˌat͡ʃuɾˈɛːl# | *#kˌat͡ʃəɾˈɛl# | *#kat͡ʃəɾˈɛl# | *#kat͡ʃəɾˈɛl# {GOLD: #kat͡ʃurˈɛl#}
29     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#kˌat͡ʃˈuːl# {GOLD: >*} | *#kˌat͡ʃˈuːl# | *#kət͡ʃˈul# | *#kət͡ʃˈul# | *#kət͡ʃˈul# {GOLD: #kat͡ʃˈul#}
30     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#kˌat͡ʃˈubə# {GOLD: >*} | *#kˌat͡ʃˈubə# | *#kət͡ʃˈubə# | *#kət͡ʃˈubə# | *#kət͡ʃˈubə# {GOLD: #kat͡ʃˈubə#}
31     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#kˌat͡ʃˈubɛl# {GOLD: >*} | *#kˌat͡ʃˈubɛl# | *#kət͡ʃˈubɛl# | *#kət͡ʃˈubɛl# | *#kət͡ʃˈubɛl# {GOLD: #kat͡ʃˈubəl#}
32     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#kˌadˈit# {GOLD: >*} | *#kˌadˈit# | *#kədˈit# | *#kədˈit# | *#kədˈit# {GOLD: #kadˈit#}
33     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#kˌastravˈɪːt͡s# {GOLD: >*} | *#kˌastɾavˈɪːt͡s# | *#kˌastɾəvˈɪt͡s# | *#kastɾəvˈɪt͡s# | *#kastɾəvˈɪt͡s# {GOLD: #kastɾavˈɛt͡s#}
34     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#kˌasnˈɪːt͡s# {GOLD: >*} | *#kˌasnˈɪːt͡s# | *#kəsnˈɪt͡s# | *#kəsnˈɪt͡s# | *#kəsnˈɪt͡s# {GOLD: #kasnˈɛt͡s#}
35     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#kˌalibˈab# {GOLD: >*} | *#kˌalibˈab# | *#kˌaləbˈab# | *#kaləbˈab# | *#kaləbˈab# {GOLD: #kalibˈɔb#}
36     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#kˌalˈibə# {GOLD: >*} | *#kˌalˈibə# | *#kəlˈibə# | *#kəlˈibə# | *#kəlˈibə# {GOLD: #kalˈibə#}
37     | ... | ... | ... | ... | ... | ... | ... | *#kˌɒrwˈɑʎɑ# | *#kˌɒrwˈɑʎɑ# | *#kˌarvˈaːʎə# {GOLD: #kˌɒɾˌɒvˈɛlə#} | *#kˌaɾvˈaːʎə# | *#kəɾvˈajə# | *#kəɾvˈajə# | *#kəɾvˈajə# {GOLD: #kaɾavˈɛlə#}
38     | ... | ... | ... | ... | ... | ... | ... | *#kˌɒrˈɪt͡sɑ# | *#kˌɒrˈɪt͡sɑ# | *#kˌarˈɪːt͡sə# {GOLD: #kˌɒɾˈit͡sə#} | *#kˌaɾˈɪːt͡sə# | *#kəɾˈɪt͡sə# | *#kəɾˈɪt͡sə# | *#kəɾˈɪt͡sə# {GOLD: #kaɾˈit͡sə#}
39     | ... | ... | ... | ... | ... | ... | ... | *#kˌɒrˈɯtɒ# | *#kˌɒrˈɯtɒ# | *#kˌarˈutə# {GOLD: >*} | *#kˌaɾˈutə# | *#kəɾˈutə# | *#kəɾˈutə# | *#kəɾˈutə# {GOLD: #karˈutə#}
40     | ... | ... | ... | ... | ... | ... | ... | *#kˌɒrˈupʊ# | *#kˌɒrˈupʊ# | *#kˌarˈup# {GOLD: >*} | *#kˌaɾˈup# | *#kəɾˈup# | *#kəɾˈup# | *#kəɾˈup# {GOLD: #karˈup#}
41     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#kˌapˈit# {GOLD: >*} | *#kˌapˈit# | *#kəpˈit# | *#kəpˈit# | *#kəpˈit# {GOLD: #kapˈit#}
42     | ... | ... | ... | ... | ... | ... | ... | *#kˌɑmɛnˈit͡sɑ# | *#kˌɑmɛnˈit͡sɑ# | *#kˌãmɛ̃nˈiːt͡sə# {GOLD: >*} | *#kˌə̃mbɛ̃ɾˈiːt͡sə# | *#kˌəmbəɾˈit͡sə# | *#kəmbəɾˈit͡sə# | *#kəmbəɾˈit͡sə# {GOLD: #kamˈit͡sə#}
43     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#tkˈaːt͡ʃ# {GOLD: >*} | *#tkˈaːt͡ʃ# | *#tkˈat͡ʃ# | *#tkˈat͡ʃ# | *#tkˈat͡ʃ# {GOLD: #kˈat͡ʃ#}
44     | ... | ... | ... | ... | ... | ... | ... | *#krˌi?2ˈɑtɪ# | *#krˌi?2ˈɑtɪ# | *#krˌi?2ˈat# {GOLD: >*} | *#kɾˌi?2ˈat# | *#kɾə?2ˈat# | *#kɾə?2ˈat# | *#kɾə?2ˈat# {GOLD: #kəɾt͡sˈat#}
45     | ... | ... | ... | ... | ... | ... | ... | *#kˌɒr?2ˈunə# | *#kˌɒr?2ˈunə# | *#kˌar?2ˈũː# {GOLD: #kˌɾ̩t͡sˈũ#} | *#kˌaɾ?2ˈũː# | *#kəɾ?2ˈu# | *#kəɾ?2ˈu# | *#kəɾ?2ˈu# {GOLD: #kəɾt͡sˈu#}
46     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#kˌʊrbˈaːt͡ʃ# {GOLD: >*} | *#kˌʊɾbˈaːt͡ʃ# | *#kəɾbˈat͡ʃ# | *#kəɾbˈat͡ʃ# | *#kəɾbˈat͡ʃ# {GOLD: #kəɾbˈat͡ʃ#}
47     | ... | ... | ... | ... | ... | ... | ... | *#kˌɑpˈuʎɑ# | *#kˌɑpˈuʎɑ# | *#kˌapˈuːʎə# {GOLD: >*} | *#kˌapˈuːʎə# | *#kəpˈujə# | *#kəpˈujə# | *#kəpˈujə# {GOLD: #kəpˈujə#}
48     | ... | ... | ... | ... | ... | ... | ... | *#kˌɑmˈiʃtɪ# | *#kˌɑmˈiʃtɪ# | *#kˌãmˈiːʃt# {GOLD: >*} | *#kˌə̃mˈiːʃt# | *#kəmˈiʃt# | *#kəmˈit͡ʃt# | *#kəmˈit͡ʃt# {GOLD: #kəmˈiʃt#}
49     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#kˈɔːʷʎk# {GOLD: >*} | *#kˈɔːʷʎk# | *#kˈʊjk# | *#kˈʊjk# | *#kˈʊjk# {GOLD: #kˈəlˠk#}
50     | ... | ... | ... | ... | ... | ... | ... | *#kˈɒ̃tʊ# | *#kˈɒ̃tʊ# | *#kˈãt# {GOLD: #kˈɑ̃nt#} | *#kˈə̃t# | *#kˈət# | *#kˈət# | *#kˈət# {GOLD: #kˈənd#}
51     | ... | ... | ... | ... | ... | ... | ... | *#kˈʊr?2ɪ# | *#kˈʊr?2ɪ# | *#kˈɔːʷr?2# {GOLD: >*} | *#kˈɔːʷɾ?2# | *#kˈʊɾ?2# | *#kˈʊɾ?2# | *#kˈʊɾ?2# {GOLD: #kˈəɾt͡s#}
52     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#kˈɔːʷrpə# {GOLD: >*} | *#kˈɔːʷɾpə# | *#kˈʊɾpə# | *#kˈʊɾpə# | *#kˈʊɾpə# {GOLD: #kˈəɾpə#}
53     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#kˌasˈit# {GOLD: >*} | *#kˌasˈit# | *#kəsˈit# | *#kəsˈit# | *#kəsˈit# {GOLD: #kɔsˈit#}
54     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#kˌasˈaːr# {GOLD: >*} | *#kˌasˈaːɾ# | *#kəsˈaɾ# | *#kəsˈaɾ# | *#kəsˈaɾ# {GOLD: #kɔsˈɔɾɛ#}
55     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#kvˌaðrˈãːnt# {GOLD: >*} | *#kvˌaðɾˈəːnt# | *#kvəðɾˈənt# | *#kvəðɾˈənt# | *#kvəðɾˈənt# {GOLD: #kɔðɾˈand#}
56     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#kˌãkˈaːl# {GOLD: >*} | *#kˌə̃kˈaːl# | *#kəkˈal# | *#kəkˈal# | *#kəkˈal# {GOLD: #kɔnkˈɔl#}
57     | ... | ... | ... | ... | ... | ... | ... | *#kˌɒlˈɛʃʊkɑ# | *#kˌɒlˈɛʃʊkɑ# | *#kˌalˈɛːʃkə# {GOLD: >*} | *#kˌalˈɛːʃkə# | *#kəlˈɛʃkə# | *#kəlˈɛt͡ʃkə# | *#kəlˈɛt͡ʃkə# {GOLD: #kɔlˈɛʃkə#}
58     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#kˌalˈibə# {GOLD: >*} | *#kˌalˈibə# | *#kəlˈibə# | *#kəlˈibə# | *#kəlˈibə# {GOLD: #kɔlˈibɛ#}
59     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#kˌarˈit# {GOLD: >*} | *#kˌaɾˈit# | *#kəɾˈit# | *#kəɾˈit# | *#kəɾˈit# {GOLD: #kɔɾˈit#}
60     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#kˌarˈitə# {GOLD: >*} | *#kˌaɾˈitə# | *#kəɾˈitə# | *#kəɾˈitə# | *#kəɾˈitə# {GOLD: #kɔɾˈitə#}
61     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#kˌarˈubə# {GOLD: >*} | *#kˌaɾˈubə# | *#kəɾˈubə# | *#kəɾˈubə# | *#kəɾˈubə# {GOLD: #kɔɾˈubə#}
62     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#kˌapˈiːt͡sə# {GOLD: >*} | *#kˌapˈiːt͡sə# | *#kəpˈit͡sə# | *#kəpˈit͡sə# | *#kəpˈit͡sə# {GOLD: #kɔpˈit͡sə#}
63     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#kˌapˈiːl# {GOLD: >*} | *#kˌapˈiːl# | *#kəpˈil# | *#kəpˈil# | *#kəpˈil# {GOLD: #kɔpˈil#}
64     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#kˌavˈaːt͡ʃ# {GOLD: >*} | *#kˌavˈaːt͡ʃ# | *#kəvˈat͡ʃ# | *#kəvˈat͡ʃ# | *#kəvˈat͡ʃ# {GOLD: #kɔvˈat͡ʃ#}
65     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#kˈaːl# {GOLD: >*} | *#kˈaːl# | *#kˈal# | *#kˈal# | *#kˈal# {GOLD: #kˈɔlˠ#}
66     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#kˈaːʃ# {GOLD: >*} | *#kˈaːʃ# | *#kˈaʃ# | *#kˈaʃ# | *#kˈaʃ# {GOLD: #kˈɔʃ#}
67     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#kˈaːst# {GOLD: >*} | *#kˈaːst# | *#kˈast# | *#kˈast# | *#kˈast# {GOLD: #kˈɔt͡s#}
68     | ... | ... | ... | ... | ... | ... | ... | ... | *#kˈɒzilɪt͡sɑ# | *#kˈaːzilt͡sə# {GOLD: >*} | *#kˈaːzilt͡sə# | *#kˈazilt͡sə# | *#kˈazilt͡sə# | *#kˈazilt͡sə# {GOLD: #kˈɔt͡sə#}
69     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#kˈatt͡sə# {GOLD: >*} | *#kˈatt͡sə# | *#kˈatt͡sə# | *#kˈatt͡sə# | *#kˈatt͡sə# {GOLD: #kˈɔt͡sə#}
70     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#kvˈa# {GOLD: >*} | *#kvˈa# | *#kvˈa# | *#kvˈa# | *#kvˈa# {GOLD: #kˈɔs#}
71     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#kˈaːsə# {GOLD: >*} | *#kˈaːsə# | *#kˈasə# | *#kˈasə# | *#kˈasə# {GOLD: #kˈɔsə#}
72     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#kˈaːstrə# {GOLD: >*} | *#kˈaːstɾə# | *#kˈastɾə# | *#kˈastɾə# | *#kˈastɾə# {GOLD: #kˈɔstəɾ#}
73     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#kˈaːrə# {GOLD: >*} | *#kˈaːɾə# | *#kˈaɾə# | *#kˈaɾə# | *#kˈaɾə# {GOLD: #kˈɔɾə#}
74     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#kˈaːrt͡sɛ# {GOLD: >*} | *#kˈaːɾt͡sɛ# | *#kˈaɾt͡sɛ# | *#kˈaɾt͡sɛ# | *#kˈaɾt͡sɛ# {GOLD: #kˈɔɾt͡ʃə#}
75     | ... | ... | ... | ... | ... | ... | ... | *#kˈɒrʊdɑ# | *#kˈɒrʊdɑ# | *#kˈaːrdə# {GOLD: >*} | *#kˈaːɾdə# | *#kˈaɾdə# | *#kˈaɾdə# | *#kˈaɾdə# {GOLD: #kˈɔɾðə#}
76     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#kˈapr# {GOLD: >*} | *#kˈapɾ# | *#kˈapɾ# | *#kˈapɾ# | *#kˈapɾ# {GOLD: #kˈɔpəɾ#}
77     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#kˈab# {GOLD: >*} | *#kˈab# | *#kˈab# | *#kˈab# | *#kˈab# {GOLD: #kˈɔb#}
78     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#kˌalpˈit# {GOLD: >*} | *#kˌalpˈit# | *#kəlpˈit# | *#kəlpˈit# | *#kəlpˈit# {GOLD: #klˠapˈit#}
79     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#kˈaːlpə# {GOLD: >*} | *#kˈaːlpə# | *#kˈalpə# | *#kˈalpə# | *#kˈalpə# {GOLD: #klˠˈapə#}
80     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#kˌalt͡ʃˈit# {GOLD: >*} | *#kˌalt͡ʃˈit# | *#kəlt͡ʃˈit# | *#kəlt͡ʃˈit# | *#kəlt͡ʃˈit# {GOLD: #klˠɔt͡ʃˈit#}
81     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#kˌukˈat# {GOLD: >*} | *#kˌukˈat# | *#kəkˈat# | *#kəkˈat# | *#kəkˈat# {GOLD: #kukˈat#}
82     | ... | ... | ... | ... | ... | ... | ... | *#kˌɯʃˈɒwɑ# | *#kˌɯʃˈɒwɑ# | *#kˌuʃˈawə# {GOLD: #kˌuʃˈɔvə#} | *#kˌuʃˈawə# | *#kəʃˈawə# | *#kəʃˈawə# | *#kəʃˈawə# {GOLD: #kuʃˈɔvə#}
83     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#kˌalˈaːt͡ʃ# {GOLD: >*} | *#kˌalˈaːt͡ʃ# | *#kəlˈat͡ʃ# | *#kəlˈat͡ʃ# | *#kəlˈat͡ʃ# {GOLD: #kulˈat͡ʃ#}
84     | ... | ... | ... | ... | ... | ... | ... | *#kˌupælnˈikʊ# | *#kˌupælnˈikʊ# | *#kˌupɛlnˈik# {GOLD: #kˌupl̩nˈik#} | *#kˌupɛlnˈik# | *#kˌupəlnˈik# | *#kupəlnˈik# | *#kupəlnˈik# {GOLD: #kuplˈik#}
85     | ... | ... | ... | ... | ... | ... | ... | *#kˈɯkɑ# | *#kˈɯkɑ# | *#kˈukə# {GOLD: >*} | *#kˈukə# | *#kˈukə# | *#kˈukə# | *#kˈukə# {GOLD: #kˈukə#}
86     | ... | ... | ... | ... | ... | ... | ... | ... | *#kˈut͡ʃɛ̃# | *#kˈuːt͡ʃ# {GOLD: #kˈut͡ʃ#} | *#kˈuːt͡ʃ# | *#kˈut͡ʃ# | *#kˈut͡ʃ# | *#kˈut͡ʃ# {GOLD: #kˈut͡ʃ#}
87     | ... | ... | ... | ... | ... | ... | ... | ... | *#kˈutɛ̃# | *#kˈut# {GOLD: #kˈut#} | *#kˈut# | *#kˈut# | *#kˈut# | *#kˈut# {GOLD: #kˈut#}
88     | ... | ... | ... | ... | ... | ... | ... | *#kˈɯlɑ# | *#kˈɯlɑ# | *#kˈuːlə# {GOLD: >*} | *#kˈuːlə# | *#kˈulə# | *#kˈulə# | *#kˈulə# {GOLD: #kˈulə#}
89     | ... | ... | ... | ... | ... | ... | ... | *#kˈʊlbɑ# | *#kˈʊlbɑ# | *#kˈɔːʷlbə# {GOLD: >*} | *#kˈɔːʷlbə# | *#kˈʊlbə# | *#kˈʊlbə# | *#kˈʊlbə# {GOLD: #kˈulbə#}
90     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#kˈuːrvə# {GOLD: >*} | *#kˈuːɾvə# | *#kˈuɾvə# | *#kˈuɾvə# | *#kˈuɾvə# {GOLD: #kˈuɾvə#}
91     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#kˈu# {GOLD: >*} | *#kˈu# | *#kˈu# | *#kˈu# | *#kˈu# {GOLD: #kˈum#}
92     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#kˈũːmə# {GOLD: >*} | *#kˈũːmbə# | *#kˈumbə# | *#kˈumbə# | *#kˈumbə# {GOLD: #kˈumə#}
93     | ... | ... | ... | ... | ... | ... | ... | *#krˌɑxˈitɪ# | *#krˌɑxˈitɪ# | *#krˌaxˈit# {GOLD: >*} | *#kɾˌahˈit# | *#kɾəhˈit# | *#kɾəhˈit# | *#kɾəhˈit# {GOLD: #kɾahˈit#}
94     | ... | ... | ... | ... | ... | ... | ... | *#krˌɑxˈinɑ# | *#krˌɑxˈinɑ# | *#krˌaxˈĩːnə# {GOLD: >*} | *#kɾˌahˈĩːɾə# | *#kɾəhˈiɾə# | *#kɾəhˈiɾə# | *#kɾəhˈiɾə# {GOLD: #kɾahˈinə#}
95     | ... | ... | ... | ... | ... | ... | ... | *#ɡˌɒtˈɒwɒɲɔ# | *#ɡˌɒtˈɒwɒɲɔ# | *#ɡˌatˈawãɲ# {GOLD: #ɡˌatˈuo̯ɲ#} | *#ɡˌatˈawə̃ɲ# | *#ɡətˈawəɲ# | *#ɡətˈawəɲ# | *#ɡətˈawəɲ# {GOLD: #ɡatˈua̯j#}
96     | ... | ... | ... | ... | ... | ... | ... | *#ɡˌɒlˈinɑ# | *#ɡˌɒlˈinɑ# | *#ɡˌalˈĩːnə# {GOLD: >*} | *#ɡˌalˈĩːɾə# | *#ɡəlˈiɾə# | *#ɡəlˈiɾə# | *#ɡəlˈiɾə# {GOLD: #ɡalˈinə#}
97     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ɡˌãmˈit# {GOLD: >*} | *#ɡˌə̃mˈit# | *#ɡəmˈit# | *#ɡəmˈit# | *#ɡəmˈit# {GOLD: #ɡamˈit#}
98     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ɡˈaj# {GOLD: >*} | *#ɡˈaj# | *#ɡˈaj# | *#ɡˈaj# | *#ɡˈaj# {GOLD: #ɡˈaj#}
99     | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ɡˈaːʎkə# {GOLD: >*} | *#ɡˈaːʎkə# | *#ɡˈajkə# | *#ɡˈajkə# | *#ɡˈajkə# {GOLD: #ɡˈajɡə#}
100    | ... | ... | ... | ... | ... | ... | ... | *#ɡˈɒlwɑ# | *#ɡˈɒlwɑ# | *#ɡˈaːlvə# {GOLD: >*} | *#ɡˈaːlvə# | *#ɡˈalvə# | *#ɡˈalvə# | *#ɡˈalvə# {GOLD: #ɡˈalˠvə#}
101    | ... | ... | ... | ... | ... | ... | ... | ... | *#ɡˈɑʎɑ# | *#ɡˈaːʎə# {GOLD: >*} | *#ɡˈaːʎə# | *#ɡˈajə# | *#ɡˈajə# | *#ɡˈajə# {GOLD: #ɡˈalə#}
