etID  | Middle Proto-Albanian | Late Proto-Albanian |  Proto-Tosk |  Old Northern Tosk Albanian | Output [REFERENCE]
694    | #mˌulˠˈɑːre# | #məlˠˈie̯r# | #mbəlˠˈie̯ɾ# | #mbəlˠˈie̯ɾ# | #mbəlˠˈie̯ɾ# {GOLD: #mulˠˈaɾ#}
695    | #mˌulˠˈoɲoː# | #məlˠˈɔːɲ# | #mbəlˠˈɔ̃ːɲ# | #mbəlˠˈɔɲ# | #mbəlˠˈɔj# {GOLD: #blˈua̯j#}
696    | #mˌulˈiːnu# | #məlˈiːn# | #mbəlˈĩːn# | #mbəlˈin# | #mbəlˈin# {GOLD: #mulˠˈi#}
697    | #mˌoːmˈentu# | #məmˈɛːnd# | #mbə̃mˈɛ̃ːnd# | #mbəmˈɛnd# | #mbəmˈɛnd# {GOLD: #mˈənd#}
698    | #mˈunɑku# | #mˈuːnak# | #mˈũːɾak# | #mˈuɾak# | #mˈuɾak# {GOLD: #mˈuɾɡ#}
699    | #mˌunɑkˈissɑ# | #mənɟˈɛːʃʃə# | #mbə̃nɟˈɛːʃʃə# | #mbənɟˈɛʃʃə# | #mbənɟˈɛʃʃə# {GOLD: #muɾɡˈɛʃə#}
700    | #mˌuːstrˈɑːɲoː# | #məʃtrˈɔːɲ# | #mbəʃtɾˈɔ̃ːɲ# | #mbəʃtɾˈɔɲ# | #mbəʃtɾˈɔj# {GOLD: #mɔt͡ʃˈɔj#}
701    | #mˌurtˈɑːʎɑ# | #mərtˈaːʎə# | #mbəɾtˈaːʎə# | #mbəɾtˈajə# | #mbəɾtˈajə# {GOLD: #muɾtˈajə#}
702    | #mˈorte# | #mˈɔːrt# | #mˈɔːɾt# | #mˈɔɾt# | #mˈɔɾt# {GOLD: #mˈɔɾt#}
703    | #mˈuːku# | #mˈyk# | #mˈyk# | #mˈyk# | #mˈyk# {GOLD: #mˈyk#}
704    | #mˈulˠɑ# | #mˈuːlˠə# | #mˈuːlˠə# | #mˈulˠə# | #mˈulˠə# {GOLD: #mulˠə#}
705    | #mˌulkˈeːɲoː# | #məlcˈɛːɲ# | #mbəlcˈɛ̃ːɲ# | #mbəlcˈɛɲ# | #mbəlcˈɛj# {GOLD: #məlkˈɔj#}
706    | #mˈuːlˠu# | #mˈyːlˠ# | #mˈyːlˠ# | #mˈylˠ# | #mˈylˠ# {GOLD: #mˈylˠ#}
707    | #mˌurmurˈɑːɲoː# | #mərmərˈɔːɲ# | #mbəɾmbəɾˈɔ̃ːɲ# | #mbəɾmbəɾˈɔɲ# | #mbəɾmbəɾˈɔj# {GOLD: #muɾmuɾˈɔj#}
708    | #mˌuskelˈɑːrju# | #məʃkəlˈɛːrj# | #mbəʃkəlˈɛːɾj# | #mbəʃkəlˈɛɾj# | #mbəʃkəlˈɛɾj# {GOLD: #muʃkəlˠˈyɛɾ#}
709    | #mˌuskˈoɲɑ# | #məʃkˈɔːɲə# | #mbəʃkˈɔ̃ːɲə# | #mbəʃkˈɔɲə# | #mbəʃkˈɔɲə# {GOLD: #muʃkˈɔɲə#}
710    | #mˈuskəlˠu# | #mˈuːʃklˠ# | #mˈuːʃklˠ# | #mˈuʃklˠ# | #mˈuʃklˠ# {GOLD: #mˈuʃkulˠ#}
711    | #mˈuːsku# | #mˈyːʃk# | #mˈyːʃk# | #mˈyʃk# | #mˈyʃk# {GOLD: #mˈyʃk#}
712    | #mˈustu# | #mˈuːʃt# | #mˈuːʃt# | #mˈuʃt# | #mˈuʃt# {GOLD: #mˈuʃt#}
713    | #mˌiriːkˈiːɲɑ# | #mərcˈiːɲə# | #mbəɾcˈĩːɲə# | #mbəɾcˈiɲə# | #mbəɾcˈiɲə# {GOLD: #məɾcˈiɲə#}
714    | #mˌɑrːuːkinˈiːɑ# | #mərːəkənˈiə# | #mbərəkə̃ɾˈiː# | #mbərəkəɾˈi# | #mbərəkəɾˈi# {GOLD: #məɾcˈiɲə#}
715    | #mˈirːhɑ# | #mˈɛːrːə# | #mˈɛːrə# | #mˈɛrə# | #mˈɛrə# {GOLD: #mˈɛɾə#}
716    | #nˈɑppɑ# | #nˈappə# | #nˈappə# | #nˈappə# | #nˈappə# {GOLD: #nˈapə#}
717    | #nˌɑːtˈuːrɑ# | #ndˈyːrə# | #ndˈyːɾə# | #ndˈyɾə# | #ndˈyɾə# {GOLD: #natˈyɾə#}
718    | #nˈepoː# | #nˈɛp# | #nˈɛp# | #nˈɛp# | #nˈɛp# {GOLD: #nˈip#}
719    | #nˌepˈoːtjɑ# | #nbˈɛːt͡ʃə# | #nbˈɛːsə# | #nbˈɛsə# | #nbˈɛsə# {GOLD: #mbˈɛsə#}
720    | #nˈinːɑ# | #nˈɛːnːə# | #nˈɛ̃ːnə# | #nˈɛnə# | #nˈɛnə# {GOLD: #nˈinə#}
721    | #nkˌɑrdˌulˈikjɑ# | #ənɡərðəlˈice# | #ə̃nɡəɾðəlˈice# | #ənɡəɾðəlˈice# | #ənɡəɾðəlˈice# {GOLD: #ŋɡaɾðulˈicɛ#}
722    | #nodˈunkəlˠu# | #ndˈuːnɡlˠ# | #ndˈũːnɡlˠ# | #ndˈunɡlˠ# | #ndˈunɡlˠ# {GOLD: #nˈəɲɟ#}
723    | #nˈoːdu# | #nˈɛ# | #nˈɛ# | #nˈɛ# | #nˈɛ# {GOLD: #nˈyɛ#}
724    | #nˈoːdəlˠu# | #nˈɛdlˠ# | #nˈɛdlˠ# | #nˈɛdlˠ# | #nˈɛdlˠ# {GOLD: #nˈyɛlˠ#}
725    | #nˌumiɲˈɑːɲoː# | #nəməɲˈɔːɲ# | #nə̃mbə̃ɲˈɔ̃ːɲ# | #nəmbəɲˈɔɲ# | #nəmbəɲˈɔj# {GOLD: #numəɾˈɔj#}
726    | #nˈonːu# | #nˈɔːnː# | #nˈɔ̃ːn# | #nˈɔn# | #nˈɔn# {GOLD: #nˈun#}
727    | #nˌotˈɑːɲoː# | #ndˈɔːɲ# | #ndˈɔ̃ːɲ# | #ndˈɔɲ# | #ndˈɔj# {GOLD: #nɔtˈɔj#}
728    | #nˈoɑstər# | #nˈɔːʃtr# | #nˈɔːʃtɾ# | #nˈɔʃtɾ# | #nˈɔʃtɾ# {GOLD: #nˈɔʃtəɾ#}
729    | #nˌoˈerkɑ# | #nˈɛːrkə# | #nˈɛːɾkə# | #nˈɛɾkə# | #nˈɛɾkə# {GOLD: #ɲˈɛɾkə#}
730    | #nˌumerˈɑːɲoː# | #nəmərˈɔːɲ# | #nə̃mbəɾˈɔ̃ːɲ# | #nəmbəɾˈɔɲ# | #nəmbəɾˈɔj# {GOLD: #numəɾˈɔj#}
731    | #nˈuməru# | #nˈuːmr# | #nˈũːmɾ# | #nˈumɾ# | #nˈumɾ# {GOLD: #nˈuməɾ#}
732    | #nˈuːptjɑ# | #nˈyːft͡ʃə# | #nˈyːfsə# | #nˈyfsə# | #nˈyfsə# {GOLD: #nˈusɛ#}
733    | #βˌoblˈɑːtɑ# | #βəblˈatə# | #ublˈatə# | #ublˈatə# | #ublˈatə# {GOLD: #blˈatə#}
734    | #βˌofˈelɑ# | #βəfˈɛːlə# | #ufˈɛːlə# | #ufˈɛlə# | #ufˈɛlə# {GOLD: #fˈɛlə#}
735    | #βˌoffˈikju# | #βəffˈɛc# | #uffˈɛc# | #uffˈɛc# | #uffˈɛc# {GOLD: #ɔfˈic#}
736    | #βˌoʎˈɑstər# | #βəʎˈaːʃtr# | #uʎˈaːʃtɾ# | #ujˈaʃtɾ# | #ujˈaʃtɾ# {GOLD: #ulˠˈaʃtəɾ#}
737    | #βˈoʎɑstər# | #βˈɔːʎaʃtr# | #vˈɔːʎaʃtɾ# | #vˈɔjaʃtɾ# | #vˈɔjaʃtɾ# {GOLD: #vˈaʃtəɾ#}
738    | #βˈoʎu# | #βˈɔːʎ# | #vˈɔːʎ# | #vˈɔj# | #vˈɔj# {GOLD: #vˈaj#}
739    | #βˌolˈiːu# | #βəlˈi# | #ulˈi# | #ulˈi# | #ulˈi# {GOLD: #ulˠˈi#}
740    | #βˈopərɑ# | #βˈɔprə# | #vˈɔpɾə# | #vˈɔpɾə# | #vˈɔpɾə# {GOLD: #vˈapəɾ#}
741    | #βˌoːrˈɑːɲoː# | #βərˈɔːɲ# | #uɾˈɔ̃ːɲ# | #uɾˈɔɲ# | #uɾˈɔj# {GOLD: #uɾˈɔj#}
742    | #βˈorbɑnu# | #βˈɔːrban# | #vˈɔːɾbə̃n# | #vˈɔɾbən# | #vˈɔɾbən# {GOLD: #vˈɛɾbəɾ#}
743    | #βˈorbu# | #βˈɔːrb# | #vˈɔːɾb# | #vˈɔɾb# | #vˈɔɾb# {GOLD: #vˈɛɾb#}
744    | #βˌoːrdinˈɑːɲoː# | #βərðənˈɔːɲ# | #uɾðə̃ɾˈɔ̃ːɲ# | #uɾðəɾˈɔɲ# | #uɾðəɾˈɔj# {GOLD: #uɾðəɾˈɔj#}
745    | #βˈoːrdəne# | #βˈɛːrðn# | #vˈɛːɾðn# | #vˈɛɾðn# | #vˈɛɾðn# {GOLD: #ˈuɾðəɾ#}
746    | #βˈornu# | #βˈɔːrn# | #vˈɔːɾn# | #vˈɔɾn# | #vˈɔɾn# {GOLD: #var#}
747    | #βˈorfɑnu# | #βˈɔːrfan# | #vˈɔːɾfə̃n# | #vˈɔɾfən# | #vˈɔɾfən# {GOLD: #vˈaɾfəɾ#}
748    | #βˌoːskitˈɑːɲoː# | #βəʃətˈɔːɲ# | #uʃətˈɔ̃ːɲ# | #uʃətˈɔɲ# | #uʃətˈɔj# {GOLD: #uʃtˈɔj#}
749    | #βˈoːtu# | #βˈɛt# | #vˈɛt# | #vˈɛt# | #vˈɛt# {GOLD: #ˈut#}
750    | #βˈoːtu# | #βˈɛt# | #vˈɛt# | #vˈɛt# | #vˈɛt# {GOLD: #hˈut#}
751    | #βˌoːˈɑːtjɑ# | #βˈaːt͡ʃə# | #vˈaːsə# | #vˈasə# | #vˈasə# {GOLD: #vˈɛsə#}
752    | #βˈoːɑ# | #βˈye̯ə# | #vˈye̯ə# | #vˈye̯ə# | #vˈye̯ə# {GOLD: #vˈɛ#}
753    | #pˌɑːbulˠˈɑːɲoː# | #pəəlˠˈɔːɲ# | #pəəlˠˈɔ̃ːɲ# | #pəəlˠˈɔɲ# | #pəəlˠˈɔj# {GOLD: #palˠˈɔj#}
754    | #pˌɑdˈuːle# | #pəˈyːl# | #pəˈyːl# | #pəˈyl# | #pəˈyl# {GOLD: #pˈylˠ#}
755    | #pˌɛnitˈeːɲoː# | #pəndˈɛːɲ# | #pə̃ndˈɛ̃ːɲ# | #pəndˈɛɲ# | #pəndˈɛj# {GOLD: #pɛndˈɔj#}
756    | #pˌɛnitˈentjɑ# | #pəndˈiːnd͡ʒə# | #pə̃ndˈĩːnzə# | #pəndˈind͡zə# | #pəndˈind͡zə# {GOLD: #pɛndˈɛsə#}
757    | #pˌɑɡˈɑːnu# | #pəɡˈaːn# | #pəɡˈəːn# | #pəɡˈən# | #pəɡˈən# {GOLD: #pəɡəɾə#}
758    | #pˌɑɡɑːtˈuːrɑ# | #pəɡətˈyːrə# | #pəɡətˈyːɾə# | #pəɡətˈyɾə# | #pəɡətˈyɾə# {GOLD: #paɡətˈyɾə#}
759    | #pˈɑːlˠɑ# | #pˈaːlˠə# | #pˈaːlˠə# | #pˈalˠə# | #pˈalˠə# {GOLD: #pˈalˠə#}
760    | #fˌɑlˠˈɑnɡɑ# | #fəlˠˈaːnɡə# | #fəlˠˈəːnɡə# | #fəlˠˈənɡə# | #fəlˠˈənɡə# {GOLD: #plˈɛŋɡə#}
761    | #fˌɑlˠˈɑnɡu# | #fəlˠˈaːnɡ# | #fəlˠˈəːnɡ# | #fəlˠˈənɡ# | #fəlˠˈənɡ# {GOLD: #plˈɛŋɡ#}
762    | #pˈɑʎɑ# | #pˈaːʎə# | #pˈaːʎə# | #pˈajə# | #pˈajə# {GOLD: #pˈajə#}
763    | #pˌɑlˠˈumbu# | #pəlˠˈuːmb# | #pəlˠˈũːmb# | #pəlˠˈumb# | #pəlˠˈumb# {GOLD: #pəlˠˈumb#}
764    | #pˈɑːke# | #pˈac# | #pˈac# | #pˈac# | #pˈac# {GOLD: #pˈac#}
765    | #pˌɑːktˈɑːɲoː# | #pəftˈɔːɲ# | #pəftˈɔ̃ːɲ# | #pəftˈɔɲ# | #pəftˈɔj# {GOLD: #pajtˈɔj#}
766    | #pˌɑktoː# | #pˌaft# | #pˌaft# | #pˌaft# | #pˌaft# {GOLD: #pˈajt#}
767    | #pˌɑlˠˈɑːtju# | #pəlˠˈɛːt͡ʃ# | #pəlˠˈɛːs# | #pəlˠˈɛs# | #pəlˠˈɛs# {GOLD: #pəlˠas#}
768    | #pˈɑːnu# | #pˈaːn# | #pˈəːn# | #pˈən# | #pˈən# {GOLD: #pˈɛ#}
769    | #pˈɑːr# | #pˈaːr# | #pˈaːɾ# | #pˈaɾ# | #pˈaɾ# {GOLD: #pˈaɾ#}
770    | #pˌɑrˈɑbəlˠɑ# | #pərˈablˠə# | #pəɾˈablˠə# | #pəɾˈablˠə# | #pəɾˈablˠə# {GOLD: #pərˈalˠə#}
771    | #pˌɑrɑdˈiːsu# | #pərðˈiːʃ# | #pəɾðˈiːʃ# | #pəɾðˈiʃ# | #pəɾðˈiʃ# {GOLD: #parˈiz#}
772    | #pˌɑrˈɑːɲoː# | #pərˈɔːɲ# | #pəɾˈɔ̃ːɲ# | #pəɾˈɔɲ# | #pəɾˈɔj# {GOLD: #pɾˈɔj#}
773    | #pˌɑrˈɑːɲoː# | #pərˈɔːɲ# | #pəɾˈɔ̃ːɲ# | #pəɾˈɔɲ# | #pəɾˈɔj# {GOLD: #puɾˈɔj#}
774    | #pˌɑrentˈɑːɲoː# | #pərəndˈɔːɲ# | #pəɾə̃ndˈɔ̃ːɲ# | #pəɾəndˈɔɲ# | #pəɾəndˈɔj# {GOLD: #pɛɾəndˈɔj#}
775    | #pˌɑrˈente# | #pərˈiːnd# | #pəɾˈĩːnd# | #pəɾˈind# | #pəɾˈind# {GOLD: #pɾˈind#}
776    | #fɑsjˈolˠu# | #fəʃˈuo̯lˠ# | #fəʃˈua̯lˠ# | #fəʃˈua̯lˠ# | #fəʃˈua̯lˠ# {GOLD: #fraʃˈua̯lˠ#}
777    | #fɑsjˈolˠu# | #fəʃˈuo̯lˠ# | #fəʃˈua̯lˠ# | #fəʃˈua̯lˠ# | #fəʃˈua̯lˠ# {GOLD: #faʃˈua̯lˠ#}
778    | #pˈɑskɑ# | #pˈaːʃkə# | #pˈaːʃkə# | #pˈaʃkə# | #pˈaʃkə# {GOLD: #pˈaʃkə#}
779    | #pˈɑskɑ# | #pˈaːʃkə# | #pˈaːʃkə# | #pˈaʃkə# | #pˈaʃkə# {GOLD: #pˈaʃkə#}
780    | #pˈɑssu# | #pˈaːʃʃ# | #pˈaːʃʃ# | #pˈaʃʃ# | #pˈaʃʃ# {GOLD: #pˈaʃ#}
781    | #pˈɑstəkɑ# | #pˈaːʃtkə# | #pˈaːʃtkə# | #pˈaʃtkə# | #pˈaʃtkə# {GOLD: #bjˈɛʃkə#}
782    | #pˌɑstuːrˈɑːku# | #pəʃtərˈak# | #pəʃtəɾˈak# | #pəʃtəɾˈak# | #pəʃtəɾˈak# {GOLD: #paʃtɾˈak#}
783    | #pˌɑtjˈɑːɲoː# | #pət͡ʃˈɔːɲ# | #pəsˈɔ̃ːɲ# | #pəsˈɔɲ# | #pəsˈɔj# {GOLD: #pəsˈɔj#}
784    | #pˌɑˈiːkəlˠɑ# | #pˈiːklˠə# | #pˈiːklˠə# | #pˈiklˠə# | #pˈiklˠə# {GOLD: #pˈykə#}
785    | #pˈɑwku# | #pˈak# | #pˈak# | #pˈak# | #pˈak# {GOLD: #pˈak#}
786    | #pˈɑwlu# | #pˈaːl# | #pˈaːl# | #pˈal# | #pˈal# {GOLD: #pˈal#}
787    | #pˌɑwlˈoɲoː# | #pəlˈɔːɲ# | #pəlˈɔ̃ːɲ# | #pəlˈɔɲ# | #pəlˈɔj# {GOLD: #palˠˈɔj#}
788    | #pˌɑːˈoːne# | #pˈyːe̯n# | #pˈyːe̯n# | #pˈye̯n# | #pˈye̯n# {GOLD: #palˠˈua̯#}
789    | #pˌɑwsˈɑːɲoː# | #pəʃˈɔːɲ# | #pəʃˈɔ̃ːɲ# | #pəʃˈɔɲ# | #pəʃˈɔj# {GOLD: #puʃˈɔj#}
790    | #pˈedəkɑ# | #pˈɛtkə# | #pˈɛtkə# | #pˈɛtkə# | #pˈɛtkə# {GOLD: #pjˈɛkə#}
791    | #pˈendəkɑ# | #pˈɛːndkə# | #pˈɛ̃ːndkə# | #pˈɛndkə# | #pˈɛndkə# {GOLD: #pˈɛŋɡə#}
792    | #pˈekte# | #pˈɛjt# | #pˈɛjt# | #pˈɛjt# | #pˈɛjt# {GOLD: #pˈitɛ#}
793    | #pˌekˈulu# | #pəkˈuːl# | #pəkˈuːl# | #pəkˈul# | #pəkˈul# {GOLD: #pɛkˈul#}
794    | #pˈeːsɑ# | #pˈɛːʃə# | #pˈɛːʃə# | #pˈɛʃə# | #pˈɛʃə# {GOLD: #pˈɛʃə#}
795    | #pˌeːsˈɑːɲoː# | #pəʃˈɔːɲ# | #pəʃˈɔ̃ːɲ# | #pəʃˈɔɲ# | #pəʃˈɔj# {GOLD: #pɛʃˈɔj#}
796    | #pˈepəne# | #pˈɛpn# | #pˈɛpn# | #pˈɛpn# | #pˈɛpn# {GOLD: #pjˈɛpəɾ#}
797    | #pˌer# | #pˌɛr# | #pˌɛɾ# | #pˌɛɾ# | #pˌɛɾ# {GOLD: #pəɾ#}
798    | #pˈerɡəlˠɑ# | #pˈɛːrɡlˠə# | #pˈɛːɾɡlˠə# | #pˈɛɾɡlˠə# | #pˈɛɾɡlˠə# {GOLD: #pjˈɛɾɡulˠ#}
799    | #pˌerhˈoːrɑ# | #pərhˈɛːrə# | #pəɾhˈɛːɾə# | #pəɾhˈɛɾə# | #pəɾhˈɛɾə# {GOLD: #pəɾhˈɛɾə#}
800    | #pˌerindˈulɡˈeːɲoː# | #pərəndˈyːlɟˈɛːɲ# | #pəɾə̃ndˈyːlɟˈɛ̃ːɲ# | #pəɾəndˈylɟˈɛɲ# | #pəɾəndˈylɟˈɛj# {GOLD: #pəɾdəlˠˈɛj#}
801    | #pˌelˠɑˈɑnte# | #pəlˠˈɛːnd# | #pəlˠˈɛ̃ːnd# | #pəlˠˈɛnd# | #pəlˠˈɛnd# {GOLD: #pulˠˈənd#}
802    | #pˌerpɑrˈɑːɲoː# | #pərpərˈɔːɲ# | #pəɾpəɾˈɔ̃ːɲ# | #pəɾpəɾˈɔɲ# | #pəɾpəɾˈɔj# {GOLD: #puprˈɔj#}
803    | #pˌerbiɡilˠˈɑːɲoː# | #pərbəɡəlˠˈɔːɲ# | #pəɾbəɡəlˠˈɔ̃ːɲ# | #pəɾbəɡəlˠˈɔɲ# | #pəɾbəɡəlˠˈɔj# {GOLD: #pəɾɟˈɔj#}
804    | #pˌessikˈɑːɲoː# | #pəʃʃəkˈɔːɲ# | #pəʃʃəkˈɔ̃ːɲ# | #pəʃʃəkˈɔɲ# | #pəʃʃəkˈɔj# {GOLD: #pəʃkˈɔj#}
805    | #pˈessəkɑ# | #pˈɛːʃʃkə# | #pˈɛːʃʃkə# | #pˈɛʃʃkə# | #pˈɛʃʃkə# {GOLD: #pjˈɛʃkə#}
806    | #pˌetrˈeːse# | #pətrˈiːʃ# | #pətɾˈiːʃ# | #pətɾˈiʃ# | #pətɾˈiʃ# {GOLD: #pɛtɾˈɛʃ#}
807    | #pˈetru# | #pˈɛtr# | #pˈɛtɾ# | #pˈɛtɾ# | #pˈɛtɾ# {GOLD: #pjˈɛtəɾ#}
808    | #pˈettjɑ# | #pˈɛtt͡ʃə# | #pˈɛtsə# | #pˈɛtsə# | #pˈɛtsə# {GOLD: #pjˈɛsə#}
809    | #pˈiŋnu# | #pˈɛːŋ# | #pˈɛ̃ːŋ# | #pˈɛŋ# | #pˈɛŋ# {GOLD: #pˈɛŋɡ#}
810    | #pˌiɡritˈɑːɲoː# | #pəɡrtˈɔːɲ# | #pəɡɾtˈɔ̃ːɲ# | #pəɡɾtˈɔɲ# | #pəɡɾtˈɔj# {GOLD: #pəɾtˈɔj#}
811    | #pˈiktɑ# | #pˈɛjtə# | #pˈɛjtə# | #pˈɛjtə# | #pˈɛjtə# {GOLD: #pˈitə#}
812    | #pˈiːlˠɑ# | #pˈiːlˠə# | #pˈiːlˠə# | #pˈilˠə# | #pˈilˠə# {GOLD: #pˈilˠə#}
813    | #pˈiːlˠɑ# | #pˈiːlˠə# | #pˈiːlˠə# | #pˈilˠə# | #pˈilˠə# {GOLD: #pˈilˠə#}
814    | #pˈilˠɑ# | #pˈɛːlˠə# | #pˈɛːlˠə# | #pˈɛlˠə# | #pˈɛlˠə# {GOLD: #pˈilˠə#}
815    | #pˈilu# | #pˈɛːl# | #pˈɛːl# | #pˈɛl# | #pˈɛl# {GOLD: #pˈil#}
816    | #pˌinɡerˈɑːɲoː# | #pənɡərˈɔːɲ# | #pə̃nɡəɾˈɔ̃ːɲ# | #pənɡəɾˈɔɲ# | #pənɡəɾˈɔj# {GOLD: #piŋɡɾˈɔj#}
817    | #pˈinːɑ# | #pˈɛːnːə# | #pˈɛ̃ːnə# | #pˈɛnə# | #pˈɛnə# {GOLD: #pˈɛndə#}
818    | #pˈiːpɑ# | #pˈipə# | #pˈipə# | #pˈipə# | #pˈipə# {GOLD: #pˈipə#}
819    | #pˌiːpilˠˈɑːɲoː# | #pəpəlˠˈɔːɲ# | #pəpəlˠˈɔ̃ːɲ# | #pəpəlˠˈɔɲ# | #pəpəlˠˈɔj# {GOLD: #pipəlˠˈij#}
820    | #pˌiːpˈiːɲoː# | #pəpˈiːɲ# | #pəpˈĩːɲ# | #pəpˈiɲ# | #pəpˈij# {GOLD: #pipˈij#}
821    | #pˈiske# | #pˈɛːʃc# | #pˈɛːʃc# | #pˈɛʃc# | #pˈɛʃc# {GOLD: #pˈɛʃk#}
822    | #pˌiskɑtˈoːre# | #pəʃftˈye̯r# | #pəʃftˈye̯ɾ# | #pəʃftˈye̯ɾ# | #pəʃftˈye̯ɾ# {GOLD: #pɛʃkətˈaɾ#}
823    | #pˌistˈɑːʎɑ# | #pəʃtˈaːʎə# | #pəʃtˈaːʎə# | #pəʃtˈajə# | #pəʃtˈajə# {GOLD: #biʃtˈajə#}
824    | #pˌistˈoːrjɑ# | #pəʃtˈɛːre# | #pəʃtˈɛːɾe# | #pəʃtˈɛɾe# | #pəʃtˈɛɾe# {GOLD: #ʃtˈɛɾə#}
825    | #pˈittɑ# | #pˈɛttə# | #pˈɛttə# | #pˈɛttə# | #pˈɛttə# {GOLD: #pˈɛtə#}
826    | #pˈittəlˠɑ# | #pˈɛttlˠə# | #pˈɛttlˠə# | #pˈɛttlˠə# | #pˈɛttlˠə# {GOLD: #pˈɛtulˠ#}
827    | #plˈɑːɡɑ# | #plˈaɡə# | #plˈaɡə# | #plˈaɡə# | #plˈaɡə# {GOLD: #plˈaɡə#}
828    | #plˈɑɡjɑ# | #plˈɛɟe# | #plˈɛɟe# | #plˈɛɟe# | #plˈɛɟe# {GOLD: #plˠˈajə#}
829    | #plˌɑkˈeːɲoː# | #plcˈɛːɲ# | #plcˈɛ̃ːɲ# | #plcˈɛɲ# | #plcˈɛj# {GOLD: #pəlcˈɛj#}
830    | #plˈɑnku# | #plˈaːnɡ# | #plˈəːnɡ# | #plˈənɡ# | #plˈənɡ# {GOLD: #plˈaŋɡ#}
831    | #plˈɑntəku# | #plˈaːndk# | #plˈəːndk# | #plˈəndk# | #plˈəndk# {GOLD: #plˈaŋɡ#}
832    | #plˈɑːnu# | #plˈaːn# | #plˈəːn# | #plˈən# | #plˈən# {GOLD: #plˈand#}
833    | #plˈɑtɑɲɑ# | #plˈataɲə# | #plˈatə̃ɲə# | #plˈatəɲə# | #plˈatəɲə# {GOLD: #pˈalɲə#}
834    | #plˌikˈiːnu# | #plcˈiːn# | #plcˈĩːn# | #plcˈin# | #plcˈin# {GOLD: #pəcˈi#}
835    | #plˈiktu# | #plˈijt# | #plˈijt# | #plˈijt# | #plˈijt# {GOLD: #plˈic#}
836    | #plˈoːpu# | #plˈɛp# | #plˈɛp# | #plˈɛp# | #plˈɛp# {GOLD: #plˈɛp#}
837    | #plˈumbu# | #plˈuːmb# | #plˈũːmb# | #plˈumb# | #plˈumb# {GOLD: #plˈumb#}
838    | #pˌulˈentɑ# | #pəlˈɛːndə# | #pəlˈɛ̃ːndə# | #pəlˈɛndə# | #pəlˈɛndə# {GOLD: #pulˠˈəndə#}
839    | #pˌulikˈɑːri# | #pəlcˈie̯r# | #pəlcˈie̯ɾ# | #pəlcˈie̯ɾ# | #pəlcˈie̯ɾ# {GOLD: #pulcˈyɛɾ#}
840    | #pˌulikˈɑːri# | #pəlcˈie̯r# | #pəlcˈie̯ɾ# | #pəlcˈie̯ɾ# | #pəlcˈie̯ɾ# {GOLD: #pulcˈɛɾ#}
841    | #pˈoːmɑ# | #pˈye̯mə# | #pˈye̯mbə# | #pˈye̯mbə# | #pˈye̯mbə# {GOLD: #pˈɛmə#}
842    | #pˌoe̯nitˈeːɲoː# | #pəe̯ndˈɛːɲ# | #pəe̯ndˈɛ̃ːɲ# | #pəe̯ndˈɛɲ# | #pəe̯ndˈɛj# {GOLD: #pɛndˈɔj#}
843    | #pˌorːo# | #pˌɔrː# | #pˌɔr# | #pˌɔr# | #pˌɔr# {GOLD: #pˈɔɾ#}
844    | #pˈorːu# | #pˈɔːrː# | #pˈɔːr# | #pˈɔr# | #pˈɔr# {GOLD: #pˈɔr#}
845    | #pˈopəlˠu# | #pˈɔplˠ# | #pˈɔplˠ# | #pˈɔplˠ# | #pˈɔplˠ# {GOLD: #pˈɔpulˠ#}
846    | #pˌurːˈikju# | #pərːˈic# | #pərˈic# | #pərˈic# | #pərˈic# {GOLD: #pɔrˈic#}
847    | #pˌurːinˈiːɑ# | #pərːənˈiə# | #pərə̃ɾˈiː# | #pərəɾˈi# | #pərəɾˈi# {GOLD: #pɾˈijə#}
848    | #pˌurːˈiːnu# | #pərːˈiːn# | #pərˈĩːn# | #pərˈin# | #pərˈin# {GOLD: #purˈi#}
849    | #pˈortɑ# | #pˈɔːrtə# | #pˈɔːɾtə# | #pˈɔɾtə# | #pˈɔɾtə# {GOLD: #pˈɔɾtə#}
850    | #pˌosˈɑːɲoː# | #pəʃˈɔːɲ# | #pəʃˈɔ̃ːɲ# | #pəʃˈɔɲ# | #pəʃˈɔj# {GOLD: #puʃˈɔj#}
851    | #pˈoste# | #pˈɔːʃt# | #pˈɔːʃt# | #pˈɔʃt# | #pˈɔʃt# {GOLD: #pˈɔʃtə#}
852    | #pˌotestˈɑːɲoː# | #pətəʃtˈɔːɲ# | #pətəʃtˈɔ̃ːɲ# | #pətəʃtˈɔɲ# | #pətəʃtˈɔj# {GOLD: #puʃtˈɔj#}
853    | #pˌotestˈɑːte# | #pətəʃtˈɛt# | #pətəʃtˈɛt# | #pətəʃtˈɛt# | #pətəʃtˈɛt# {GOLD: #puʃtˈɛt#}
854    | #pˈottu# | #pˈɔtt# | #pˈɔtt# | #pˈɔtt# | #pˈɔtt# {GOLD: #pˈɔt#}
855    | #prˈɛdɑ# | #prˈɛə# | #pɾˈɛː# | #pɾˈɛ# | #pɾˈɛ# {GOLD: #prɛ#}
856    | #prˈɛdɑ# | #prˈɛə# | #pɾˈɛː# | #pɾˈɛ# | #pɾˈɛ# {GOLD: #pɾˈɛðə#}
