etID  | Classical Proto-Albanian | Middle Proto-Albanian | Middle Proto-Albanian II | Late Proto-Albanian | Proto-Tosk | Old Northern Tosk Albanian | Output {GOLD}
609    | #leˈoːnem# | *#ʎˈoːnɛ# | *#ʎˈonɛ# | *#ʎˈuõ̯# | *#ʎˈuã̯# | *#jˈua̯# | *#jˈua̯# {GOLD: #lˈua̯n#}
610    | #lˈeporem# | *#lˈɛpʊrɛ# | *#lˈɛpurɛ# | *#ljˈɛpur# | *#ljˈɛpuɾ# | *#ljˈɛpuɾ# | *#ljˈɛpuɾ# {GOLD: #lˈɛpuɾ#}
611    | #lˈeporis# | *#lˈɛpʊrɪ# | *#lˈɛpuri# | *#ljˈɛpur# | *#ljˈɛpuɾ# | *#ljˈɛpuɾ# | *#ljˈɛpuɾ# {GOLD: #lˈɛpuj#}
612    | #lˈeprɑ# | *#lˈɛprɑ# | *#lˈɛprɑ# | *#ljˈɛprə# | *#ljˈɛpɾə# | *#ljˈɛpɾə# | *#ljˈɛpɾə# {GOLD: #lˈɛpəɾ#}
613    | #lˈiːberum# | *#lˈiːbɛrʊ# | *#lˈibɛru# | *#lˈivɛr# | *#lˈivɛɾ# | *#lˈivɛɾ# | *#lˈivɛɾ# {GOLD: #lˈiɾə#}
614    | #lˈiːberum# | *#lˈiːbɛrʊ# | *#lˈibɛru# | *#lˈivɛr# | *#lˈivɛɾ# | *#lˈivɛɾ# | *#lˈivɛɾ# {GOLD: #lˈibəɾ#}
615    | #lˌiːberˈɑːnioː# | *#lˌiːbɛrˈɒːɲoː# | *#lˌibɛrˈoɲø# | *#ləvərˈɔ̃ːɲ# | *#ləvəɾˈɔ̃ːɲ# | *#ləvəɾˈɔɲ# | *#ləvəɾˈɔj# {GOLD: #liɾˈɔj#}
616    | #lˌiɡɑːtˈuːrɑ# | *#lˌɪɡɑːtˈuːrɑ# | *#lˌiɡɑtˈyrɑ# | *#lɡətˈyːrə# | *#lɡətˈyːɾə# | *#lɡətˈyɾə# | *#lɡətˈyɾə# {GOLD: #liktˈyɾə#}
617    | #lˈiːlium# | *#lˈiːʎʊ# | *#lˈilu# | *#lˈiːl# | *#lˈiːl# | *#lˈil# | *#lˈil# {GOLD: #lˈil#}
618    | #lˈiːkium# | *#lˈiːkjʊ# | *#lˈikju# | *#lˈic# | *#lˈic# | *#lˈic# | *#lˈic# {GOLD: #lˈic#}
619    | #lˈiːmɑ# | *#lˈiːmɑ# | *#lˈimɑ# | *#lˈĩːmə# | *#lˈĩːmə# | *#lˈimə# | *#lˈimə# {GOLD: #lˈimə#}
620    | #lˌiːmˈɑːnioː# | *#lˌiːmˈɒːɲoː# | *#lˌimˈoɲø# | *#lə̃mˈɔ̃ːɲ# | *#lə̃mˈɔ̃ːɲ# | *#ləmˈɔɲ# | *#ləmˈɔj# {GOLD: #ləmˈɔj#}
621    | #lˈiːnum# | *#lˈiːnʊ# | *#lˈinu# | *#lˈĩː# | *#lˈĩː# | *#lˈi# | *#lˈi# {GOLD: #lˈi#}
622    | #lˈiːneɑ# | *#lˈiːɲɑ# | *#lˈiɲɑ# | *#lˈĩːɲə# | *#lˈĩːɲə# | *#lˈiɲə# | *#lˈiɲə# {GOLD: #lˈiɲə#}
623    | #lˌippitˈuːrɑ# | *#lˌɪppɪtˈuːrɑ# | *#lˌippitˈyrɑ# | *#lpətˈyːrə# | *#lpətˈyːɾə# | *#lpətˈyɾə# | *#lpətˈyɾə# {GOLD: #lɛptˈyɾə#}
624    | #lˈissum# | *#lˈɪssʊ# | *#lˈessu# | *#lˈɛːʃ# | *#lˈɛːʃ# | *#lˈɛʃ# | *#lˈɛʃ# {GOLD: #lˈɛʃ#}
625    | #lˈitterɑm# | *#lˈɪttɛrɑ# | *#lˈettɛrɑ# | *#lˈitɛrə# | *#lˈitɛɾə# | *#lˈitɛɾə# | *#lˈitɛɾə# {GOLD: #lˈɛtəɾ#}
626    | #lˌuːdˈonioː# | *#lˌuːdˈɔɲoː# | *#lˌydˈoɲø# | *#ləðˈɔ̃ːɲ# | *#ləðˈɔ̃ːɲ# | *#ləðˈɔɲ# | *#ləðˈɔj# {GOLD: #lˈua̯j#}
627    | #lˌukˈernɑm# | *#lˌʊkˈɛrnɑ# | *#lˌukˈɛrnɑ# | *#lˌucˈɛːrnə# | *#lˌucˈɛːrə# | *#lˌucˈɛrə# | *#lucˈɛrə# {GOLD: #lucˈɛrə#}
628    | #lˈukrum# | *#lˈʊkrʊ# | *#lˈukru# | *#lˈukr# | *#lˈukɾ# | *#lˈukɾ# | *#lˈukɾ# {GOLD: #lˈukəɾ#}
629    | #lˈuktɑm# | *#lˈʊktɑ# | *#lˈuktɑ# | *#lˈuːftə# | *#lˈuːftə# | *#lˈuftə# | *#lˈuftə# {GOLD: #lˈuftə#}
630    | #lˌuktˈɑːnioː# | *#lˌʊktˈɒːɲoː# | *#lˌuktˈoɲø# | *#lˌuftˈɔ̃ːɲ# | *#lˌuftˈɔ̃ːɲ# | *#lˌuftˈɔɲ# | *#luftˈɔj# {GOLD: #ləftˈɔj#}
631    | #lˌuktɑtˈoːrem# | *#lˌʊktɑtˈoːrɛ# | *#lˌuktɑtˈorɛ# | *#lˌuftətˈuo̯r# | *#lˌuftətˈua̯ɾ# | *#lˌuftətˈua̯ɾ# | *#luftətˈua̯ɾ# {GOLD: #luftətˈaɾ#}
632    | #lˈuntrem# | *#lˈʊntrɛ# | *#lˈuntrɛ# | *#lˈũːndr# | *#lˈũːndɾ# | *#lˈundɾ# | *#lˈundɾ# {GOLD: #lˈundəɾ#}
633    | #lˌupekkˈɑːtum# | *#lˌʊpɛkkˈɑːtʊ# | *#lˌupkˈɑtu# | *#lˌupkˈat# | *#lˌupkˈat# | *#lˌupkˈat# | *#lupkˈat# {GOLD: #lˈuɡat#}
634    | #lˌupukˈerwulum# | *#lˌʊpʊkˈɛrβʊlˠʊ# | *#lˌupkˈɛrβulˠu# | *#lˌupcˈɛːrbulˠ# | *#lˌupcˈɛːɾbulˠ# | *#lˌupcˈɛɾbulˠ# | *#lupcˈɛɾbulˠ# {GOLD: #lucˈɛɾbulˠ#}
635    | #lˈuːstrum# | *#lˈuːstrʊ# | *#lˈystru# | *#lˈyːʃtr# | *#lˈyːʃtɾ# | *#lˈyʃtɾ# | *#lˈyʃtɾ# {GOLD: #lˈyʃtəɾ#}
636    | #lˈuteɑ# | *#lˈʊtjɑ# | *#lˈut͡ʃjɑ# | *#lˈuːsə# | *#lˈuːsə# | *#lˈusə# | *#lˈusə# {GOLD: #lˈut͡sə#}
637    | #mˈae̯strum# | *#mˈɛstrʊ# | *#mˈɛstru# | *#mjˈɛːʃtr# | *#mjˈɛːʃtɾ# | *#mjˈɛʃtɾ# | *#mjˈɛʃtɾ# {GOLD: #mjˈɛʃtəɾ#}
638    | #mˈɑɡister# | *#mˈɑɡɪstɛr# | *#mˈɑstɛr# | *#mˈaːʃtɛr# | *#mˈaːʃtɛɾ# | *#mˈaʃtɛɾ# | *#mˈaʃtɛɾ# {GOLD: #mjˈɛʃtəɾ#}
639    | #mˌɑɡˈiːɑ# | *#mˌɑɡˈiːɑ# | *#mˌɑɡˈiɑ# | *#mˌaɟˈiː# | *#mˌaɟˈiː# | *#mˌaɟˈi# | *#maɟˈi# {GOLD: #məɲɟˈi#}
640    | #mˌɑɡˈiːɑ# | *#mˌɑɡˈiːɑ# | *#mˌɑɡˈiɑ# | *#mˌaɟˈiː# | *#mˌaɟˈiː# | *#mˌaɟˈi# | *#maɟˈi# {GOLD: #maɟˈi#}
641    | #mˌɑɡistˈerikum# | *#mˌɑɡɪstˈɛrɪkʊ# | *#mˌɑstˈɛrku# | *#mˌaʃtjˈɛːrk# | *#mˌaʃtjˈɛːɾk# | *#mˌaʃtjˈɛɾk# | *#maʃtjˈɛɾk# {GOLD: #maʃtˈɛɾk#}
642    | #mˌɑiˈɑːriɑ# | *#mˌɑjˈɑːrjɑ# | *#mˌɑjˈɑrjɑ# | *#mˌajˈie̯r# | *#mˌajˈie̯ɾ# | *#mˌajˈie̯ɾ# | *#majˈie̯ɾ# {GOLD: #majˈɛɾɛ#}
643    | #mˈɑːium# | *#mˈɑːjʊ# | *#mˈɑju# | *#mˈaj# | *#mˈaj# | *#mˈaj# | *#mˈaj# {GOLD: #mˈaj#}
644    | #mˌɑlediːkˈonioː# | *#mˌɑlɛdiːkˈɔɲoː# | *#mˌɑlɛdikˈoɲø# | *#mˌaləðəkˈɔ̃ːɲ# | *#mˌaləðəkˈɔ̃ːɲ# | *#mˌaləðəkˈɔɲ# | *#maləðəkˈɔj# {GOLD: #malˠkˈɔj#}
645    | #mˌɑllˈeolum# | *#mˌɑʎˈɔlˠʊ# | *#mˌɑʎˈolˠu# | *#mˌaʎˈuo̯lˠ# | *#mˌaʎˈua̯lˠ# | *#mˌajˈua̯lˠ# | *#majˈua̯lˠ# {GOLD: #mat͡sˈɔlˠə#}
646    | #mˌɑlleˈolum# | *#mˌɑʎˈɔlˠʊ# | *#mˌɑʎˈolˠu# | *#mˌaʎˈuo̯lˠ# | *#mˌaʎˈua̯lˠ# | *#mˌajˈua̯lˠ# | *#majˈua̯lˠ# {GOLD: #məɲˈɔlˠə#}
647    | #mˌɑllˈeːtum# | *#mˌɑlˈeːtʊ# | *#mˌɑlˈetu# | *#mˌalˈɛt# | *#mˌalˈɛt# | *#mˌalˈɛt# | *#malˈɛt# {GOLD: #məlˠˈɛt#}
648    | #mˈɑlleum# | *#mˈɑʎʊ# | *#mˈɑʎu# | *#mˈaːʎ# | *#mˈaːʎ# | *#mˈaj# | *#mˈaj# {GOLD: #mˈaj#}
649    | #mˌɑlitiˈɑːnioː# | *#mˌɑlɪtjˈɒːɲoː# | *#mˌɑlit͡ʃjˈoɲø# | *#mˌalsˈɛ̃ːɲ# | *#mˌalsˈɛ̃ːɲ# | *#mˌalsˈɛɲ# | *#malsˈɛj# {GOLD: #malt͡sˈɔj#}
650    | #mˌɑluˌɑnɡˈonioː# | *#mˌɑlβˌɑnɡˈɔɲoː# | *#mˌɑlβˌɑnɡˈoɲø# | *#mˌalbˌãnɡˈɔ̃ːɲ# | *#mˌalbˌə̃nɡˈɔ̃ːɲ# | *#mˌalbənɡˈɔɲ# | *#malbənɡˈɔj# {GOLD: #malˠəɲɟˈɛj#}
651    | #mˈɑlum# | *#mˈɑlˠʊ# | *#mˈɑlˠu# | *#mˈaːlˠ# | *#mˈaːlˠ# | *#mˈalˠ# | *#mˈalˠ# {GOLD: #mˈalˠ#}
652    | #mˈɑndium# | *#mˈɑndjʊ# | *#mˈɑd͡ʒju# | *#mˈaːz# | *#mˈaːz# | *#mˈaz# | *#mˈaz# {GOLD: #mˈəz#}
653    | #mˌɑnˈeːnioː# | *#mˌɑnˈɶːɲoː# | *#mˌɑnˈeɲø# | *#mˌãnˈɛ̃ːɲ# | *#mˌə̃ɾˈɛ̃ːɲ# | *#məɾˈɛɲ# | *#məɾˈɛj# {GOLD: #mənˈɔj#}
654    | #mˌɑnˈiɑ# | *#mˌɑnˈɪɑ# | *#mˌɑnˈeɑ# | *#mˌãnˈɛː# | *#mˌə̃ɾˈɛː# | *#məɾˈɛ# | *#məɾˈɛ# {GOLD: #məɾˈi#}
655    | #mˈɑnikɑm# | *#mˈɑnɪkɑ# | *#mˈɑnkɑ# | *#mˈãːnɡə# | *#mˈəːnɡə# | *#mˈənɡə# | *#mˈənɡə# {GOLD: #mˈəŋɡə#}
656    | #mˌɑnikˈɑːnioː# | *#mˌɑnɪkˈɒːɲoː# | *#mˌɑnkˈoɲø# | *#mˌãnɡˈɔ̃ːɲ# | *#mˌə̃nɡˈɔ̃ːɲ# | *#mənɡˈɔɲ# | *#mənɡˈɔj# {GOLD: #məŋɡˈɔj#}
657    | #mˌɑnipulˈɑːnioː# | *#mˌɑnɪpʊlˠˈɒːɲoː# | *#mˌɑnpulˠˈoɲø# | *#mˌãnbəlˠˈɔ̃ːɲ# | *#mˌə̃nbəlˠˈɔ̃ːɲ# | *#mənbəlˠˈɔɲ# | *#mənbəlˠˈɔj# {GOLD: #mbulˈɔj#}
658    | #mˈɑnniɑ# | *#mˈɑnɲɑ# | *#mˈɑnɲɑ# | *#mˈãːɲːə# | *#mˈəːɲə# | *#mˈəɲə# | *#mˈəɲə# {GOLD: #mˈəɲə#}
659    | #mˈɑnkum# | *#mˈɑnkʊ# | *#mˈɑnku# | *#mˈãːnɡ# | *#mˈəːnɡ# | *#mˈənɡ# | *#mˈənɡ# {GOLD: #mˈəŋk#}
660    | #mˈɑnkum# | *#mˈɑnkʊ# | *#mˈɑnku# | *#mˈãːnɡ# | *#mˈəːnɡ# | *#mˈənɡ# | *#mˈənɡ# {GOLD: #mˈaŋɡ#}
661    | #mˌɑnkˈɑːnioː# | *#mˌɑnkˈɒːɲoː# | *#mˌɑnkˈoɲø# | *#mˌãnɡˈɔ̃ːɲ# | *#mˌə̃nɡˈɔ̃ːɲ# | *#mənɡˈɔɲ# | *#mənɡˈɔj# {GOLD: #muŋɡˈɔj#}
662    | #mˈɑnkinum# | *#mˈɑnkɪnʊ# | *#mˈɑnkinu# | *#mˈãːnɟĩ# | *#mˈəːnɟĩ# | *#mˈənɟi# | *#mˈənɟi# {GOLD: #mˈəɲɟəɾ#}
663    | #mˈɑnktum# | *#mˈɑnktʊ# | *#mˈɑɲtu# | *#mˈãːɲt# | *#mˈəːɲt# | *#mˈəɲt# | *#mˈəɲt# {GOLD: #mˈajtə#}
664    | #mˌɑntˈiːle# | *#mˌɑntˈiːlɛ# | *#mˌɑntˈilɛ# | *#mˌãndˈiːl# | *#mˌə̃ndˈiːl# | *#məndˈil# | *#məndˈil# {GOLD: #mandˈilɛ#}
665    | #mˌɑnˈubrium# | *#mˌɑnˈʊbrjʊ# | *#mˌɑnˈubrju# | *#mˌãnˈuvr# | *#mˌə̃ɾˈuvɾ# | *#məɾˈuvɾ# | *#məɾˈuvɾ# {GOLD: #məɾˈu#}
666    | #mˌɑrɡˈellɑ# | *#mˌɑrɡˈɛlɑ# | *#mˌɑrɡˈɛlɑ# | *#mˌarɟˈɛːlə# | *#mˌaɾɟˈɛːlə# | *#mˌaɾɟˈɛlə# | *#maɾɟˈɛlə# {GOLD: #maɾt͡sˈɛl#}
667    | #mˈɑrɡinem# | *#mˈɑrɡɪnɛ# | *#mˈɑrɡinɛ# | *#mˈaːrɟĩ# | *#mˈaːɾɟĩ# | *#mˈaɾɟi# | *#mˈaɾɟi# {GOLD: #mˈaɾɟəɾ#}
668    | #mˌɑrˈiːɑ# | *#mˌɑrˈiːɑ# | *#mˌɑrˈiɑ# | *#mˌarˈiː# | *#mˌaɾˈiː# | *#mˌaɾˈi# | *#maɾˈi# {GOLD: #məɾˈi#}
669    | #mˌɑːrikˈoːsum# | *#mˌɑːrɪkˈoːsʊ# | *#mˌɑrkˈøsu# | *#mˌarcˈɛːʃ# | *#mˌaɾcˈɛːʃ# | *#mˌaɾkˈɛʃ# | *#maɾcˈɛʃ# {GOLD: #məɾkˈɔʃ#}
670    | #mˌɑrislˈuːkium# | *#mˌɑrɪlˠˈuːkjʊ# | *#mˌɑrilˠˈykju# | *#mˌarəlˠˈyc# | *#mˌaɾəlˠˈyc# | *#mˌaɾəlˠˈyc# | *#maɾəlˠˈyc# {GOLD: #mlˈyʃ#}
671    | #mˌɑːriːtˈɑːnioː# | *#mˌɑːriːtˈɒːɲoː# | *#mˌɑrtˈoɲø# | *#mˌartˈɔ̃ːɲ# | *#mˌaɾtˈɔ̃ːɲ# | *#mˌaɾtˈɔɲ# | *#maɾtˈɔj# {GOLD: #maɾtˈɔj#}
672    | #mˌɑːriːtˈɑːnioː# | *#mˌɑːriːtˈɒːɲoː# | *#mˌɑrtˈoɲø# | *#mˌartˈɔ̃ːɲ# | *#mˌaɾtˈɔ̃ːɲ# | *#mˌaɾtˈɔɲ# | *#maɾtˈɔj# {GOLD: #məltˈɔj#}
673    | #mˌɑːriːtˈɑːtioː# | *#mˌɑːriːtˈɑːtjoː# | *#mˌɑrtˈɑt͡ʃjø# | *#mˌartˈɛːs# | *#mˌaɾtˈɛːs# | *#mˌaɾtˈɛs# | *#maɾtˈɛs# {GOLD: #maɾtˈɛsə#}
674    | #mˈɑrkum# | *#mˈɑrkʊ# | *#mˈɑrku# | *#mˈaːrk# | *#mˈaːɾk# | *#mˈaɾk# | *#mˈaɾk# {GOLD: #mˈaɾk#}
675    | #mˈɑrmurem# | *#mˈɑrmʊrɛ# | *#mˈɑrmurɛ# | *#mˈaːrmur# | *#mˈaːɾmuɾ# | *#mˈaɾmuɾ# | *#mˈaɾmuɾ# {GOLD: #mˈaɾmuɾ#}
676    | #mˌɑrruːkˌiːnˈeːtum# | *#mˌɑrːuːkˌiːnˈeːtʊ# | *#mˌɑrːykˌinˈetu# | *#mˌarːəkə̃nˈɛt# | *#mˌarəkə̃ɾˈɛt# | *#mˌarəkəɾˈɛt# | *#marəkəɾˈɛt# {GOLD: #maɾcinˈɛt#}
677    | #mˈɑːrtem# | *#mˈɑːrtɛ# | *#mˈɑrtɛ# | *#mˈaːrt# | *#mˈaːɾt# | *#mˈaɾt# | *#mˈaɾt# {GOLD: #mˈaɾtə#}
678    | #mˌɑːrtˈiːnum# | *#mˌɑːrtˈiːnʊ# | *#mˌɑrtˈinu# | *#mˌartˈĩː# | *#mˌaɾtˈĩː# | *#mˌaɾtˈi# | *#maɾtˈi# {GOLD: #məɾtˈi#}
679    | #mˈɑːrtius# | *#mˈɑːrtjʊ# | *#mˈɑrt͡ʃju# | *#mˈaːrs# | *#mˈaːɾs# | *#mˈaɾs# | *#mˈaɾs# {GOLD: #mˈaɾs#}
680    | #mˈɑrum# | *#mˈɑrʊ# | *#mˈɑru# | *#mˈaːr# | *#mˈaːɾ# | *#mˈaɾ# | *#mˈaɾ# {GOLD: #mˈaɾ#}
681    | #mˈɑrunum# | *#mˈɑrʊnʊ# | *#mˈɑrunu# | *#mˈaːrũ# | *#mˈaːɾũ# | *#mˈaɾu# | *#mˈaɾu# {GOLD: #mˈəɾu#}
682    | #mˈɑskulum# | *#mˈɑskʊlˠʊ# | *#mˈɑskulˠu# | *#mˈaːʃkulˠ# | *#mˈaːʃkulˠ# | *#mˈaʃkulˠ# | *#mˈaʃkulˠ# {GOLD: #mˈaʃkulˠ#}
683    | #mˈɑssɑ# | *#mˈɑssɑ# | *#mˈɑssɑ# | *#mˈaːʃə# | *#mˈaːʃə# | *#mˈaʃə# | *#mˈaʃə# {GOLD: #mˈaʃə#}
684    | #mˌɑstikˈɑːnioː# | *#mˌɑstɪkˈɒːɲoː# | *#mˌɑstikˈoɲø# | *#mˌaʃtəkˈɔ̃ːɲ# | *#mˌaʃtəkˈɔ̃ːɲ# | *#mˌaʃtəkˈɔɲ# | *#maʃtəkˈɔj# {GOLD: #məʃtɛkˈɔj#}
685    | #mˌɑstˈikʰinum# | *#mˌɑstˈɪkɪnʊ# | *#mˌɑstˈekinu# | *#mˌaʃtˈicĩ# | *#mˌaʃtˈicĩ# | *#mˌaʃtˈici# | *#maʃtˈici# {GOLD: #məʃtˈɛkəɾ#}
686    | #mˌɑtˈɑksum# | *#mˌɑtˈɑksʊ# | *#mˌɑtˈɑksu# | *#mˌatˈaːfʃ# | *#mˌatˈaːfʃ# | *#mˌatˈafʃ# | *#matˈafʃ# {GOLD: #məndˈafʃ#}
687    | #mˌɑːtrˈiːkum# | *#mˌɑːtrˈiːkʊ# | *#mˌɑtrˈiku# | *#mˌatrˈik# | *#mˌatɾˈik# | *#mˌatɾˈik# | *#matɾˈik# {GOLD: #mətɾˈik#}
688    | #mˌɑːtrˈiːkulɑm# | *#mˌɑːtrˈiːkʊlˠɑ# | *#mˌɑtrˈikulˠɑ# | *#mˌatrˈikulˠ# | *#mˌatɾˈikulˠ# | *#mˌatɾˈikulˠ# | *#matɾˈikulˠ# {GOLD: #ndɾˈikulˠ#}
689    | #mˌɑtteˈukkɑm# | *#mˌɑttjˈʊkkɑ# | *#mˌɑtt͡ʃjˈukkɑ# | *#mˌasˈukə# | *#mˌasˈukə# | *#mˌasˈukə# | *#masˈukə# {GOLD: #məsˈuk#}
690    | #mˌedikˈɑːnioː# | *#mˌɛdɪkˈɒːɲoː# | *#mˌɛdikˈoɲø# | *#məðəkˈɔ̃ːɲ# | *#məðəkˈɔ̃ːɲ# | *#məðəkˈɔɲ# | *#məðəkˈɔj# {GOLD: #məkˈɔj#}
691    | #mˌedikˈɑstrum# | *#mˌɛdɪkˈɑstrʊ# | *#mˌɛdikˈɑstru# | *#məðəkˈaːʃtr# | *#məðəkˈaːʃtɾ# | *#məðəkˈaʃtɾ# | *#məðəkˈaʃtɾ# {GOLD: #məɡˈaʃtəɾ#}
692    | #mˈedikum# | *#mˈɛdɪkʊ# | *#mˈɛdiku# | *#mjˈɛðik# | *#mjˈɛðik# | *#mjˈɛðik# | *#mjˈɛðik# {GOLD: #mjˈɛk#}
693    | #mˌeditˈɑːnioː# | *#mˌɛdɪtˈɒːɲoː# | *#mˌɛditˈoɲø# | *#məðətˈɔ̃ːɲ# | *#məðətˈɔ̃ːɲ# | *#məðətˈɔɲ# | *#məðətˈɔj# {GOLD: #mɛjtˈɔj#}
694    | #mˈedium# | *#mˈɛdjʊ# | *#mˈɛd͡ʒju# | *#mjˈɛːz# | *#mjˈɛːz# | *#mjˈɛz# | *#mjˈɛz# {GOLD: #mˈɛs#}
695    | #mˈedium# | *#mˈɛdjʊ# | *#mˈɛd͡ʒju# | *#mjˈɛːz# | *#mjˈɛːz# | *#mjˈɛz# | *#mjˈɛz# {GOLD: #mjˈɛz#}
696    | #mˌedˈullɑ# | *#mˌɛdˈʊlɑ# | *#mˌɛdˈulɑ# | *#məðˈuːlə# | *#məðˈuːlə# | *#məðˈulə# | *#məðˈulə# {GOLD: #mˈyjə#}
697    | #mˌelˈettɑm# | *#mˌɛlˈɛttɑ# | *#mˌɛlˈɛttɑ# | *#məljˈɛtə# | *#məljˈɛtə# | *#məljˈɛtə# | *#məljˈɛtə# {GOLD: #blˈɛtə#}
698    | #mˌensˈoːrɑ# | *#mˌɛnsˈoːrɑ# | *#mˌɛsˈørɑ# | *#məʃˈɛːrə# | *#məʃˈɛːɾə# | *#məʃˈɛɾə# | *#məʃˈɛɾə# {GOLD: #məʃˈɛɾə#}
699    | #mˈentɑ# | *#mˈɛntɑ# | *#mˈɛntɑ# | *#mjˈɛ̃ːndə# | *#mjˈɛ̃ːndə# | *#mjˈɛndə# | *#mjˈɛndə# {GOLD: #mˈɛndə#}
700    | #mˈentem# | *#mˈɛntɛ# | *#mˈɛntɛ# | *#mjˈɛ̃ːnd# | *#mjˈɛ̃ːnd# | *#mjˈɛnd# | *#mjˈɛnd# {GOLD: #mˈɛnd#}
701    | #mˌeriːdiˈɑːnioː# | *#mˌɛriːdjˈɒːɲoː# | *#mˌɛrd͡ʒjˈoɲø# | *#mərzˈɛ̃ːɲ# | *#məɾzˈɛ̃ːɲ# | *#məɾzˈɛɲ# | *#məɾzˈɛj# {GOLD: #məɾzˈɛj#}
702    | #mˌerˈiːdiem# | *#mˌɛrˈiːdjɛ# | *#mˌɛrˈid͡ʒjɛ# | *#mərˈiːz# | *#məɾˈiːz# | *#məɾˈiz# | *#məɾˈiz# {GOLD: #məɾˈiz#}
703    | #mˌerɡˈonioː# | *#mˌɛrɡˈɔɲoː# | *#mˌɛrɡˈoɲø# | *#mərɡˈɔ̃ːɲ# | *#məɾɡˈɔ̃ːɲ# | *#məɾɡˈɔɲ# | *#məɾɡˈɔj# {GOLD: #məɾɡˈɔj#}
704    | #mˌerkˈɑːrium# | *#mˌɛrkˈɒːrʊ# | *#mˌɛrkˈoru# | *#mərkˈuo̯r# | *#məɾkˈua̯ɾ# | *#məɾkˈua̯ɾ# | *#məɾkˈua̯ɾ# {GOLD: #mɛɾcˈɛɾ#}
705    | #mˌerkˈurɑ# | *#mˌɛrkˈʊrɑ# | *#mˌɛrkˈurɑ# | *#mərkˈuːrə# | *#məɾkˈuːɾə# | *#məɾkˈuɾə# | *#məɾkˈuɾə# {GOLD: #məɾkˈuɾə#}
706    | #mˌerulˈɑːneɑ# | *#mˌɛrʊlˠˈɑːɲɑ# | *#mˌɛrulˠˈɑɲɑ# | *#mərəlˠˈãːɲə# | *#məɾəlˠˈəːɲə# | *#məɾəlˠˈəɲə# | *#məɾəlˠˈəɲə# {GOLD: #məlˠˈɛɲə#}
707    | #mˈetulɑ# | *#mˈɛtʊlˠɑ# | *#mˈɛtulˠɑ# | *#mjˈɛtulˠ# | *#mjˈɛtulˠ# | *#mjˈɛtulˠ# | *#mjˈɛtulˠ# {GOLD: #nˈɛtulˠ#}
708    | #mˌiɡrˈɑːnioː# | *#mˌɪɡrˈɒːɲoː# | *#mˌiɡrˈoɲø# | *#mɡrˈɔ̃ːɲ# | *#mɡɾˈɔ̃ːɲ# | *#mɡɾˈɔɲ# | *#mɡɾˈɔj# {GOLD: #məɾɡˈɔj#}
709    | #mˈiːliɑm# | *#mˈiːʎɑ# | *#mˈiʎɑ# | *#mˈiːʎə# | *#mˈiːʎə# | *#mˈijə# | *#mˈijə# {GOLD: #mˈijə#}
710    | #mˈilium# | *#mˈɪʎʊ# | *#mˈelu# | *#mˈɛːl# | *#mˈɛːl# | *#mˈɛl# | *#mˈɛl# {GOLD: #mˈɛl#}
711    | #mˌinistrˈɑːnioː# | *#mˌɪnɪstrˈɒːɲoː# | *#mˌinistrˈoɲø# | *#mə̃nəʃtrˈɔ̃ːɲ# | *#mə̃ɾəʃtɾˈɔ̃ːɲ# | *#məɾəʃtɾˈɔɲ# | *#məɾəʃtɾˈɔj# {GOLD: #maɾʃtɾˈɔj#}
712    | #mˌiːrˈɑːkulum# | *#mˌiːrˈɑːkʊlˠʊ# | *#mˌirˈɑkulˠu# | *#mərˈakulˠ# | *#məɾˈakulˠ# | *#məɾˈakulˠ# | *#məɾˈakulˠ# {GOLD: #mɾˈɛkulˠ#}
713    | #mˌiːrˈɑːnioː# | *#mˌiːrˈɒːɲoː# | *#mˌirˈoɲø# | *#mərˈɔ̃ːɲ# | *#məɾˈɔ̃ːɲ# | *#məɾˈɔɲ# | *#məɾˈɔj# {GOLD: #məɾˈɛj#}
714    | #mˈissɑ# | *#mˈɪssɑ# | *#mˈessɑ# | *#mˈɛːʃə# | *#mˈɛːʃə# | *#mˈɛʃə# | *#mˈɛʃə# {GOLD: #mˈɛʃə#}
715    | #mˈiserem# | *#mˈɪsɛrɛ# | *#mˈesɛrɛ# | *#mˈɛːʃɛr# | *#mˈɛːʃɛɾ# | *#mˈɛʃɛɾ# | *#mˈɛʃɛɾ# {GOLD: #mjˈɛɾə#}
716    | #mˌiserˈɑːnioː# | *#mˌɪsɛrˈɒːɲoː# | *#mˌisɛrˈoɲø# | *#məʃərˈɔ̃ːɲ# | *#məʃəɾˈɔ̃ːɲ# | *#məʃəɾˈɔɲ# | *#məʃəɾˈɔj# {GOLD: #məʃiɾˈɔj#}
717    | #mˌiserˈɑːriː# | *#mˌɪsɛrˈɑːriː# | *#mˌisɛrˈɑri# | *#məʃərˈie̯r# | *#məʃəɾˈie̯ɾ# | *#məʃəɾˈie̯ɾ# | *#məʃəɾˈie̯ɾ# {GOLD: #məʃəɾˈie̯ɾ#}
718    | #mˌisˈeriɑ# | *#mˌɪsˈɛrjɑ# | *#mˌisˈɛrjɑ# | *#məʃˈiːrə# | *#məʃˈiːɾə# | *#məʃˈiɾə# | *#məʃˈiɾə# {GOLD: #məʃˈiɾə#}
719    | #mˈodium# | *#mˈɔdjʊ# | *#mˈod͡ʒju# | *#mˈɔːz# | *#mˈɔːz# | *#mˈɔz# | *#mˈɔz# {GOLD: #mˈuz#}
