etID  | Classical Proto-Albanian | Middle Proto-Albanian I | Middle Proto-Albanian II | Late Proto-Albanian I | Late Proto-Albanian II | Late Proto-Albanian III | Proto-Tosk-SGheg {GOLD} | Proto-Tosk {GOLD} | Old North Tosk {GOLD} | Output {GOLD}
508    | #kˈulkitrɑ# | *#kˈʊlkɪtrɑ# | *#kˈulktrɑ# | *#kˈultra# | *#kˈultɾa# | *#kˈuːltɾə# | *#kˈuːltɾ̩# {GOLD: >*} | *#kˈuːltɾ̩# {GOLD: >*} | *#kˈultɾ̩# {GOLD: >*} | *#kˈultəɾ# {GOLD: #kˈultəɾ#}
509    | #kˈulmen# | *#kˈʊlmɛ# | *#kˈulmɛ# | *#kˈulmɪ# | *#kˈulmɪ# | *#kˈuːlm# | *#kˈuːlm# {GOLD: >*} | *#kˈuːlm# {GOLD: >*} | *#kˈulm# {GOLD: >*} | *#kˈulm# {GOLD: #kˈulm#}
510    | #kˈumulum# | *#kˈʊmʊlʊ# | *#kˈumulu# | *#kˈumulu# | *#kˈũmulu# | *#kˈũmulˠ# | *#kˈũmulˠ# {GOLD: >*} | *#kˈũmulˠ# {GOLD: >*} | *#kˈumulˠ# {GOLD: >*} | *#kˈumulˠ# {GOLD: #kˈumulˠ#}
511    | #kˈulumum# | *#kˈʊlʊmʊ# | *#kˈulumu# | *#kˈulumu# | *#kˈulmu# | *#kˈuːlˠm# | *#kˈuːlˠm# {GOLD: >*} | *#kˈuːlˠm# {GOLD: >*} | *#kˈulˠm# {GOLD: >*} | *#kˈulˠm# {GOLD: #kˈulˠm#}
512    | #kˈuneum# | *#kˈʊnjʊ# | *#kˈuɲu# | *#kˈuɲu# | *#kˈũɲu# | *#kˈũɲ# | *#kˈũɲ# {GOLD: >*} | *#kˈũɲ# {GOLD: >*} | *#kˈuɲ# {GOLD: >*} | *#kˈuɲ# {GOLD: #kˈuɲ#}
513    | #kˌuneˈɑːnioː# | *#kˌʊnjˈɒːnju# | *#kˌuɲˈoɲu# | *#kˌuɲˈoɲu# | *#kˌũːɲˈɔ̃ɲu# | *#kˌũːɲˈɔ̃ɲ# | *#kˌũːɲˈɔ̃ɲ# {GOLD: >*} | *#kˌuːɲˈɔ̃ɲ# {GOLD: >*} | *#kˌuɲˈɔɲ# {GOLD: >*} | *#kuɲˈɔj# {GOLD: #kuɲˈɔj#}
514    | #kˌunktˈɑːnioː# | *#kˌʊnktˈɒːnju# | *#kˌunktˈoɲu# | *#kˌuntˈoɲu# | *#kˌũːntˈɔ̃ɲu# | *#kˌũːndˈɔ̃ɲ# | *#kˌũːndˈɔ̃ɲ# {GOLD: >*} | *#kˌuːndˈɔ̃ɲ# {GOLD: >*} | *#kˌundˈɔɲ# {GOLD: >*} | *#kundˈɔj# {GOLD: #kundˈɔj#}
515    | #kˈuppum# | *#kˈʊppʊ# | *#kˈuppu# | *#kˈuppu# | *#kˈupu# | *#kˈup# | *#kˈup# {GOLD: >*} | *#kˈup# {GOLD: >*} | *#kˈup# {GOLD: >*} | *#kˈup# {GOLD: #kˈup#}
516    | #kˈuppɑm# | *#kˈʊppɑ# | *#kˈuppɑ# | *#kˈuppa# | *#kˈupa# | *#kˈupə# | *#kˈupə# {GOLD: >*} | *#kˈupə# {GOLD: >*} | *#kˈupə# {GOLD: >*} | *#kˈupə# {GOLD: #kˈupə#}
517    | #kˌuːrˈɑːnioː# | *#kˌuːrˈɒːnju# | *#kˌyrˈoɲu# | *#kˌyrˈoɲu# | *#cˌyːɾˈɔ̃ɲu# | *#cˌyːɾˈɔ̃ɲ# | *#cˌyːɾˈɔ̃ɲ# {GOLD: #ciɾˈɔ̃ɲ#} | *#cˌyːɾˈɔ̃ɲ# {GOLD: >*} | *#cˌyɾˈɔɲ# {GOLD: >*} | *#cyɾˈɔj# {GOLD: #cəɾˈɔj#}
518    | #kˌurtiˈɑːnioː# | *#kˌʊrt͡ʃjˈɒːnju# | *#kˌurt͡ʃjˈoɲu# | *#kˌurt͡ʃˈøɲu# | *#kˌuːɾsˈœ̃ɲu# | *#kˌuːɾsˈɛ̃ɲ# | *#kˌuːɾsˈɛ̃ɲ# {GOLD: >*} | *#kˌuːɾsˈɛ̃ɲ# {GOLD: >*} | *#kˌuɾsˈɛɲ# {GOLD: >*} | *#kuɾsˈɛj# {GOLD: #kuɾsˈɛj#}
519    | #kwˌɑdrˈiːɡɑ# | *#kwˌɑdrˈiɡɑ# | *#kˌɑdrˈiɡɑ# | *#kˌarːˈiɡa# | *#kərːˈiɡa# | *#kərːˈiɡə# | *#kɾˈiɡə# {GOLD: >*} | *#kɾˈiɡə# {GOLD: >*} | *#kɾˈiɡə# {GOLD: >*} | *#kɾˈiɡə# {GOLD: #karˈiɡə#}
520    | ... | ... | *#kˌɑdrˈesimɑ# | *#kˌarːˈesɪma# | *#kərːˈeʃma# | *#kərːˈɛːʃmə# | *#kərˈɛːʒm̩# {GOLD: #kərˈɛʃəmə#} | *#kərˈɛːʒm̩# {GOLD: >*} | *#kərˈɛʒm̩# {GOLD: >*} | *#kərˈɛʒəm# {GOLD: #kɾˈɛʒəm#}
521    | #kwˈɑdrum# | *#kwˈɑdrʊ# | *#kˈodru# | *#kˈodru# | *#kˈɔdɾu# | *#kˈɔdɾ# | *#kˈɔdɾ̩# {GOLD: #kˈɔdɾ̩#} | *#kˈɔdɾ̩# {GOLD: >*} | *#kˈɔdɾ̩# {GOLD: >*} | *#kˈɔdəɾ# {GOLD: #kˈɔdəɾ#}
522    | #kwˌae̯rˈonioː# | *#kwˌɛrˈɒnju# | *#kwˌɛrˈoɲu# | *#kˌɛrˈoɲu# | *#cəɾˈɔ̃ɲu# | *#cəɾˈɔ̃ɲ# | *#cəɾˈɔ̃ɲ# {GOLD: >*} | *#cəɾˈɔ̃ɲ# {GOLD: >*} | *#cəɾˈɔɲ# {GOLD: >*} | *#cəɾˈɔj# {GOLD: #cəɾˈɔj#}
523    | #kwˈɑːrtɑ# | *#kwˈɑːrtɑ# | *#kwˈɑrtɑ# | *#kˈarta# | *#kˈaɾta# | *#kˈaːɾtə# | *#kˈaːɾtə# {GOLD: >*} | *#kˈaːɾtə# {GOLD: >*} | *#kˈaɾtə# {GOLD: >*} | *#kˈaɾtə# {GOLD: #kˈaɾtə#}
524    | #kwˈɑrtɑ# | *#kwˈɑrtɑ# | *#kˈortɑ# | *#kˈorta# | *#kˈɔɾta# | *#kˈɔːɾtə# | *#kˈɔːɾtə# {GOLD: >*} | *#kˈɔːɾtə# {GOLD: >*} | *#kˈɔɾtə# {GOLD: >*} | *#kˈɔɾtə# {GOLD: #kˈɔɾtə#}
525    | #kwˈɑrtum# | *#kwˈɑrtʊ# | *#kˈortu# | *#kˈortu# | *#kˈɔɾtu# | *#kˈɔːɾt# | *#kˈɔːɾt# {GOLD: >*} | *#kˈɔːɾt# {GOLD: >*} | *#kˈɔɾt# {GOLD: >*} | *#kˈɔɾt# {GOLD: #kˈɔɾt#}
526    | #kwˌɑsˈillum# | *#kwˌɑsˈɪllʊ# | *#kˌɑsˈilːu# | *#kˌasˈilːu# | *#kˌaʃˈilːu# | *#kˌaʃˈiːlː# | *#kˌaʃˈiːlː# {GOLD: >*} | *#kˌaʃˈiːlː# {GOLD: >*} | *#kˌaʃˈil# {GOLD: >*} | *#kaʃˈil# {GOLD: #kaʃˈil#}
527    | #kwˌiː# | *#kwˌi# | *#kˌy# | *#kˌy# | *#cˌy# | *#cˌy# | *#cˌy# {GOLD: #ci#} | *#cˌy# {GOLD: >*} | *#cˌy# {GOLD: >*} | *#cy# {GOLD: #cə#}
528    | #kwiˈeːtum# | *#kwjˈeːtʊ# | *#kwjˈetu# | *#kˈetu# | *#cˈetu# | *#cˈɛt# | *#cˈɛt# {GOLD: >*} | *#cˈɛt# {GOLD: >*} | *#cˈɛt# {GOLD: >*} | *#cˈɛt# {GOLD: #cˈɛt#}
529    | #kwˈiːs# | *#kwˈis# | *#kˈys# | *#kˈys# | *#cˈyʃ# | *#cˈyːʃ# | *#cˈyːʃ# {GOLD: >*} | *#cˈyːʃ# {GOLD: >*} | *#kˈyʃ# {GOLD: >*} | *#cˈyʃ# {GOLD: #cˈyʃ#}
530    | #kˈyːmɑ# | *#kˈimɑ# | *#kˈimɑ# | *#kˈima# | *#cˈĩma# | *#cˈĩmə# | *#cˈĩmə# {GOLD: >*} | *#cˈĩmə# {GOLD: >*} | *#cˈimə# {GOLD: >*} | *#cˈimə# {GOLD: #cˈimə#}
531    | #kˈypreum# | *#kˈɪprjʊ# | *#kˈeprju# | *#kˈipru# | *#cˈipɾu# | *#cˈipɾ# | *#cˈipɾ̩# {GOLD: >*} | *#cˈipɾ̩# {GOLD: >*} | *#cˈipɾ̩# {GOLD: #cˈipəɾ#} | *#cˈipəɾ# {GOLD: #cˈipəɾ#}
532    | #lˌɑboːrˈɑːnioː# | *#lˌɑburˈɒːnju# | *#lˌɑβurˈoɲu# | *#lˌawurˈoɲu# | *#ləˌuːɾˈɔ̃ɲu# | *#lˌuɾˈɔ̃ɲ# | *#lˌuɾˈɔ̃ɲ# {GOLD: >*} | *#lˌuɾˈɔ̃ɲ# {GOLD: >*} | *#lˌuɾˈɔɲ# {GOLD: >*} | *#luɾˈɔj# {GOLD: #ləɾˈɔj#}
533    | #lˌɑːbrˈuskɑ# | *#lˌɑːbrˈʊskɑ# | *#lˌɑβrˈuskɑ# | *#lˌaːrˈuska# | *#lˌaːɾˈuʃka# | *#lˌaːɾˈuːʃkə# | *#lˌaːɾˈuːʃkə# {GOLD: >*} | *#lˌaːɾˈuːʃkə# {GOLD: >*} | *#lˌaɾˈuʃkə# {GOLD: >*} | *#laɾˈuʃkə# {GOLD: #laɾˈuʃkə#}
534    | #lˌɑkˈoːnem# | *#lˌɑkˈɒːnɛ# | *#lˌɑkˈonɛ# | *#lˌakˈonɪ# | *#ləkˈɔ̃ɾ̃ɪ# | *#ləkˈũo̯# | *#ləkˈũo̯# {GOLD: #ləkˈuo̯#} | *#ləkˈũa̯# {GOLD: >*} | *#ləkˈua̯# {GOLD: >*} | *#ləkˈua̯# {GOLD: #ləkˈua̯#}
535    | #lˈɑksɑm# | *#lˈɑksɑ# | *#lˈɑksɑ# | *#lˈaksa# | *#lˈakʃa# | *#lˈaːfʃə# | *#lˈaːfʃə# {GOLD: >*} | *#lˈaːfʃə# {GOLD: >*} | *#lˈafʃə# {GOLD: >*} | *#lˈafʃə# {GOLD: #lˈafʃə#}
536    | #lˌɑksˈɑːnioː# | *#lˌɑsˈɒːnju# | *#lˌɑsˈoɲu# | *#lɪsˈoɲu# | *#lɪʃˈɔ̃ɲu# | *#ləʃˈɔ̃ɲ# | *#ləʃˈɔ̃ɲ# {GOLD: >*} | *#ləʃˈɔ̃ɲ# {GOLD: >*} | *#ləʃˈɔɲ# {GOLD: >*} | *#ləʃˈɔj# {GOLD: #ləʃˈɔj#}
537    | #lˈɑkweum# | *#lˈɑkwjʊ# | *#lˈɑkwju# | *#lˈaku# | *#lˈaku# | *#lˈak# | *#lˈak# {GOLD: >*} | *#lˈak# {GOLD: >*} | *#lˈak# {GOLD: >*} | *#lˈak# {GOLD: #lˈak#}
538    | #lˌɑnɡwˈeːnioː# | *#lˌɑnɡwˈɒːnju# | *#lˌɑnɡwˈoɲu# | *#lˌanɡˈoɲu# | *#lə̃nɡˈɔ̃ɲu# | *#lə̃nɡˈɔ̃ɲ# | *#lə̃ŋɡˈɔ̃ɲ# {GOLD: >*} | *#ləŋɡˈɔ̃ɲ# {GOLD: >*} | *#ləŋɡˈɔɲ# {GOLD: >*} | *#ləŋɡˈɔj# {GOLD: #ləŋɡˈɔj#}
539    | #lˌɑnɡwˈoːriɑ# | *#lˌɑnɡwˈoːrjɑ# | *#lˌɑnɡwˈørjɑ# | *#lˌanɡˈyra# | *#lə̃nɟˈyɾa# | *#lə̃nɟˈyːɾə# | *#lə̃ɲɟˈyːɾə# {GOLD: >*} | *#ləɲɟˈyːɾə# {GOLD: >*} | *#ləɲɟˈyɾə# {GOLD: >*} | *#ləɲɟˈyɾə# {GOLD: #ləɲɟˈyɾə#}
540    | #lˌɑnɡwˈoːrem# | *#lˌɑnɡwˈoːrɛ# | *#lˌɑnɡwˈørɛ# | *#lˌanɡˈørɪ# | *#lə̃nɟˈœɾɪ# | *#lə̃nɟˈye̯ɾ# | *#lə̃ɲɟˈye̯ɾ# {GOLD: >*} | *#ləɲɟˈye̯ɾ# {GOLD: >*} | *#ləɲɟˈye̯ɾ# {GOLD: >*} | *#ləɲɟˈye̯ɾ# {GOLD: #ləɲɟˈye̯ɾ#}
541    | #lˌɑnkiˈɑːriɑm# | *#lˌɑnkjˈɑːrjɑ# | *#lˌɑnkjˈɑrjɑ# | *#lˌancjˈerja# | *#lə̃ncjˈeɾja# | *#lə̃ncjˈɛːɾɛ# | *#lə̃ɲɟˈɛːɾɛ# {GOLD: >*} | *#ləɲɟˈɛːɾɛ# {GOLD: >*} | *#ləɲɟˈɛɾɛ# {GOLD: >*} | *#ləɲɟˈɛɾɛ# {GOLD: #ləɲɟˈɛɾɛ#}
542    | #lˌɑpˈɑtʰiɑ# | *#lˌɑpˈɑtʰjɑ# | *#lˌɑpˈɑtjɑ# | *#lˌapˈatja# | *#ləpˈatja# | *#ləpˈatɛ# | *#ləpˈatɛ# {GOLD: >*} | *#ləpˈatɛ# {GOLD: >*} | *#ləpˈatɛ# {GOLD: >*} | *#ləpˈatɛ# {GOLD: #ləpjˈɛtə#}
543    | #lˈɑːrɡum# | *#lˈɑːrɡʊ# | *#lˈɑrɡu# | *#lˈarɡu# | *#lˈaɾɡu# | *#lˈaːɾɡ# | *#lˈaːɾɡ# {GOLD: >*} | *#lˈaːɾɡ# {GOLD: >*} | *#lˈaɾɡ# {GOLD: >*} | *#lˈaɾɡ# {GOLD: #lˈaɾɡ#}
544    | #lˈɑːridum# | *#lˈɑːrɪdʊ# | *#lˈɑrdu# | *#lˈarðu# | *#lˈaɾðu# | *#lˈaːɾð# | *#lˈaːɾð# {GOLD: >*} | *#lˈaːɾð# {GOLD: >*} | *#lˈaɾð# {GOLD: >*} | *#lˈaɾð# {GOLD: #lˈaɾð#}
545    | #lˈɑssum# | *#lˈɑssʊ# | *#lˈɑssu# | *#lˈassu# | *#lˈaʃu# | *#lˈaːʃ# | *#lˈaːʃ# {GOLD: >*} | *#lˈaːʃ# {GOLD: >*} | *#lˈaʃ# {GOLD: >*} | *#lˈaʃ# {GOLD: #lˈaʃ#}
546    | #lˌɑtˈiːnum# | *#lˌɑtˈinʊ# | *#lˌɑtˈinu# | *#lˌatˈinu# | *#lətˈĩnu# | *#lətˈĩː# | *#lətˈĩː# {GOLD: #lətˈĩː#} | *#lətˈĩː# {GOLD: >*} | *#lətˈi# {GOLD: >*} | *#lətˈi# {GOLD: #lətˈi#}
547    | #lˌɑwˈɑːnioː# | *#lˈɑwɒːnju# | *#lˈɑwoɲu# | *#lˈawoɲu# | *#lˈãːɲu# | *#lˈãːɲ# | *#lˈãːɲ# {GOLD: >*} | *#lˈãːɲ# {GOLD: >*} | *#lˈaɲ# {GOLD: >*} | *#lˈaj# {GOLD: #lˈaj#}
548    | #lˌɑwɑːtˈuːrɑ# | *#lˌɑwɑːtˈuːrɑ# | *#lˌɑwɑtˈyrɑ# | *#lˌawatˈyra# | *#ləˌaːtˈyɾa# | *#lˌatˈyːɾə# | *#lˌatˈyːɾə# {GOLD: >*} | *#lˌatˈyːɾə# {GOLD: >*} | *#lˌatˈyɾə# {GOLD: >*} | *#latˈyɾə# {GOLD: #latˈyɾə#}
549    | ... | ... | ... | ... | *#lˌaβdˈɔ̃ɲɔ# | *#lɐvdˈɔ̃ɲ# | *#ləvdˈɔ̃ɲ# {GOLD: #ləβdˈɔ̃ɲ#} | *#ləvdˈɔ̃ɲ# {GOLD: >*} | *#ləvdˈɔɲ# {GOLD: >*} | *#ləvdˈɔj# {GOLD: #ləvdˈɔj#}
550    | ... | ... | ... | ... | *#lˈaβdɛ# | *#lˈavd# | *#lˈavd# {GOLD: >*} | *#lˈavd# {GOLD: >*} | *#lˈavd# {GOLD: >*} | *#lˈavd# {GOLD: #lˈavd#}
551    | #lˌɑwikˈɑːrum# | *#lˌɑwɪkˈɑːrʊ# | *#lˌɑwekˈɑjru# | *#lˌawekˈeːru# | *#ləˌeːcˈeːɾu# | *#lˌɛcˈɛːɾ# | *#lˌɛcˈɛːɾ# {GOLD: >*} | *#lˌɛcˈɛːɾ# {GOLD: >*} | *#lˌɛcˈɛɾ# {GOLD: >*} | *#lɛcˈɛɾ# {GOLD: #lifcˈɛɾ#}
552    | #lˈɑwrum# | *#lˈɑwrʊ# | *#lˈɑwru# | *#lˈaːru# | *#lˈaːɾu# | *#lˈaːɾ# | *#lˈaːɾ# {GOLD: >*} | *#lˈaːɾ# {GOLD: >*} | *#lˈaɾ# {GOLD: >*} | *#lˈaɾ# {GOLD: #lˈaɾ#}
553    | #lˈeːɡem# | *#lˈeːɡɛ# | *#lˈeɡɛ# | *#lˈiɟɪ# | *#lˈiɟɪ# | *#lˈiɟ# | *#lˈiɟ# {GOLD: >*} | *#lˈiɟ# {GOLD: >*} | *#lˈiɟ# {GOLD: >*} | *#lˈiɟ# {GOLD: #lˈiɟ#}
554    | #lˌentˈɑːnioː# | *#lˌɛntˈɒːnju# | *#lˌɛntˈoɲu# | *#lˌɛntˈoɲu# | *#lə̃ntˈɔ̃ɲu# | *#lə̃ndˈɔ̃ɲ# | *#lə̃ndˈɔ̃ɲ# {GOLD: >*} | *#ləndˈɔ̃ɲ# {GOLD: >*} | *#ləndˈɔɲ# {GOLD: >*} | *#ləndˈɔj# {GOLD: #ləndˈɔj#}
555    | #leˈoːnem# | *#ʎˈɒːnɛ# | *#ʎˈonɛ# | *#ʎˈonɪ# | *#ʎˈɔ̃ɾ̃ɪ# | *#ʎˈũo̯# | *#lˈũo̯# {GOLD: #lˈũã̯ɾ̃#} | *#lˈũa̯# {GOLD: >*} | *#lˈua̯# {GOLD: >*} | *#lˈua̯# {GOLD: #lˈua̯n#}
556    | #lˈeporem# | *#lˈɛpʊrɛ# | *#lˈɛpurɛ# | *#lˈɛpurɪ# | *#lˈɛpuɾɪ# | *#lˈɛpuɾ# | *#lˈɛpuɾ# {GOLD: >*} | *#lˈɛpuɾ# {GOLD: >*} | *#lˈɛpuɾ# {GOLD: >*} | *#lˈɛpuɾ# {GOLD: #lˈɛpuɾ#}
557    | #lˈeporjeːs# | *#lˈɛpʊʎeː# | *#lˈɛpuʎe# | *#lˈɛpuʎɪ# | *#lˈɛpuʎɪ# | *#lˈɛpuʎ# | *#lˈɛpuʎ# {GOLD: >*} | *#lˈɛpuʎ# {GOLD: >*} | *#lˈɛpuj# {GOLD: >*} | *#lˈɛpuj# {GOLD: #lˈɛpuj#}
558    | #lˈeprɑ# | *#lˈɛprɑ# | *#lˈɛprɑ# | *#lˈɛpra# | *#lˈɛpɾa# | *#lˈɛpɾə# | *#lˈɛpɾ̩# {GOLD: >*} | *#lˈɛpɾ̩# {GOLD: >*} | *#lˈɛpɾ̩# {GOLD: >*} | *#lˈɛpəɾ# {GOLD: #lˈɛpəɾ#}
559    | #lˈiːberum# | *#lˈibɛrʊ# | *#lˈiβɛru# | *#lˈiwɪru# | *#lˈiːɾu# | *#lˈiːɾ# | *#lˈiːɾ# {GOLD: >*} | *#lˈiːɾ# {GOLD: #lˈiːɾ#} | *#lˈiɾ# {GOLD: >*} | *#lˈiɾ# {GOLD: #lˈiɾ#}
560    | ... | ... | ... | ... | *#lˈibɛɾu# | *#lˈibəɾ# | *#lˈibɾ̩# {GOLD: >*} | *#lˈibɾ̩# {GOLD: >*} | *#lˈibɾ̩# {GOLD: >*} | *#lˈibəɾ# {GOLD: #lˈibəɾ#}
561    | #lˌiːberˈɑːnioː# | *#lˌibɛrˈɒːnju# | *#lˌiβɛrˈoɲu# | *#lˌiwɪrˈoɲu# | *#lˌiːɾˈɔ̃ɲu# | *#lˌiːɾˈɔ̃ɲ# | *#lˌiːɾˈɔ̃ɲ# {GOLD: >*} | *#lˌiːɾˈɔ̃ɲ# {GOLD: >*} | *#lˌiɾˈɔɲ# {GOLD: >*} | *#liɾˈɔj# {GOLD: #liɾˈɔj#}
562    | #lˌiɡɑːtˈuːrɑ# | *#lˌɪɡɑːtˈuːrɑ# | *#lˌiɡɑtˈyrɑ# | *#lˌiɡatˈyra# | *#lˌiɡətˈyɾa# | *#lˌiɡətˈyːɾə# | *#lˌiɡətˈyːɾə# {GOLD: >*} | *#lˌiɡətˈyːɾə# {GOLD: >*} | *#lˌiɡətˈyɾə# {GOLD: >*} | *#liktˈyɾə# {GOLD: #liktˈyɾə#}
563    | #lˈiːlium# | *#lˈiʎʊ# | *#lˈilːu# | *#lˈilːu# | *#lˈilːu# | *#lˈiːlː# | *#lˈiːlː# {GOLD: >*} | *#lˈiːlː# {GOLD: >*} | *#lˈil# {GOLD: >*} | *#lˈil# {GOLD: #lˈil#}
564    | #lˈiːkium# | *#lˈikjʊ# | *#lˈikju# | *#lˈicju# | *#lˈicju# | *#lˈicj# | *#lˈic# {GOLD: >*} | *#lˈic# {GOLD: >*} | *#lˈic# {GOLD: >*} | *#lˈic# {GOLD: #lˈic#}
565    | #lˈiːmɑ# | *#lˈimɑ# | *#lˈimɑ# | *#lˈima# | *#lˈĩma# | *#lˈĩmə# | *#lˈĩmə# {GOLD: >*} | *#lˈĩmə# {GOLD: >*} | *#lˈimə# {GOLD: >*} | *#lˈimə# {GOLD: #lˈimə#}
566    | #lˌiːmˈɑːnioː# | *#lˌimˈɒːnju# | *#lˌimˈoɲu# | *#lˌimˈoɲu# | *#lə̃mˈɔ̃ɲu# | *#lə̃mˈɔ̃ɲ# | *#lə̃mˈɔ̃ɲ# {GOLD: >*} | *#ləmˈɔ̃ɲ# {GOLD: >*} | *#ləmˈɔɲ# {GOLD: >*} | *#ləmˈɔj# {GOLD: #ləmˈɔj#}
567    | #lˈiːnum# | *#lˈinʊ# | *#lˈinu# | *#lˈinu# | *#lˈĩnu# | *#lˈĩː# | *#lˈĩː# {GOLD: #lˈĩː#} | *#lˈĩː# {GOLD: >*} | *#lˈi# {GOLD: >*} | *#lˈi# {GOLD: #lˈi#}
568    | #lˈiːneɑ# | *#lˈinjɑ# | *#lˈiɲɑ# | *#lˈiɲa# | *#lˈĩɲa# | *#lˈĩɲə# | *#lˈĩɲə# {GOLD: >*} | *#lˈĩɲə# {GOLD: >*} | *#lˈiɲə# {GOLD: >*} | *#lˈiɲə# {GOLD: #lˈiɲə#}
569    | #lˌippitˈuːrɑ# | *#lˌɪppɪtˈuːrɑ# | *#lˌeppetˈyrɑ# | *#lˌeppɪtˈyra# | *#lˌepɪtˈyɾa# | *#lˌɛpətˈyːɾə# | *#lˌɛpətˈyːɾə# {GOLD: >*} | *#lˌɛpətˈyːɾə# {GOLD: >*} | *#lˌɛpətˈyɾə# {GOLD: >*} | *#lɛptˈyɾə# {GOLD: #lɛptˈyɾə#}
570    | #lˈissum# | *#lˈɪssʊ# | *#lˈessu# | *#lˈessu# | *#lˈeʃu# | *#lˈɛːʃ# | *#lˈɛːʃ# {GOLD: >*} | *#lˈɛːʃ# {GOLD: >*} | *#lˈɛʃ# {GOLD: >*} | *#lˈɛʃ# {GOLD: #lˈɛʃ#}
571    | #lˈitterɑm# | *#lˈɪttɛrɑ# | *#lˈettɛrɑ# | *#lˈettɪra# | *#lˈetɪɾa# | *#lˈɛtəɾə# | *#lˈɛtəɾə# {GOLD: >*} | *#lˈɛtəɾ# {GOLD: >*} | *#lˈɛtəɾ# {GOLD: >*} | *#lˈɛtəɾ# {GOLD: #lˈɛtəɾ#}
572    | #lˌuːdˈonioː# | *#lˌuːdˈɒnju# | *#lˌydˈoɲu# | *#lˌyðˈoɲu# | *#ləˈɔ̃ːɲu# | *#lˈũːo̯ɲ# | *#lˈũːo̯ɲ# {GOLD: #lˈuo̯j#} | *#lˈũːa̯ɲ# {GOLD: >*} | *#lˈua̯ɲ# {GOLD: >*} | *#lˈua̯j# {GOLD: #lˈua̯j#}
573    | #lˌukˈernɑm# | *#lˌʊkˈɛrnɑ# | *#lˌukˈɛrnɑ# | *#lˌucˈɛrna# | *#lˌucˈɛɾna# | *#lˌucˈɛːrːə# | *#lˌucˈɛːrə# {GOLD: >*} | *#lˌucˈɛːrə# {GOLD: >*} | *#lˌucˈɛrə# {GOLD: >*} | *#lucˈɛrə# {GOLD: #lucˈɛrə#}
574    | #lˈukrum# | *#lˈʊkrʊ# | *#lˈukru# | *#lˈukru# | *#lˈukɾu# | *#lˈukɾ# | *#lˈukɾ̩# {GOLD: >*} | *#lˈukɾ̩# {GOLD: >*} | *#lˈukɾ̩# {GOLD: >*} | *#lˈukəɾ# {GOLD: #lˈukəɾ#}
575    | #lˈuktɑm# | *#lˈʊktɑ# | *#lˈuktɑ# | *#lˈukta# | *#lˈukta# | *#lˈuːftə# | *#lˈuːftə# {GOLD: >*} | *#lˈuːftə# {GOLD: >*} | *#lˈuftə# {GOLD: >*} | *#lˈuftə# {GOLD: #lˈuftə#}
576    | #lˌuktˈɑːnioː# | *#lˌʊktˈɒːnju# | *#lˌuktˈoɲu# | *#lˌuktˈoɲu# | *#lˌuktˈɔ̃ɲu# | *#lˌuftˈɔ̃ɲ# | *#lˌuftˈɔ̃ɲ# {GOLD: >*} | *#lˌuftˈɔ̃ɲ# {GOLD: >*} | *#lˌuftˈɔɲ# {GOLD: >*} | *#luftˈɔj# {GOLD: #ləftˈɔj#}
577    | #lˌuktɑtˈoːrem# | *#lˌʊktɑtˈɒrɛ# | *#lˌuktɑtˈorɛ# | *#lˌuktatˈorɪ# | *#lˌuktətˈɔɾɪ# | *#lˌuftətˈaɾ# | *#lˌuftətˈaɾ# {GOLD: >*} | *#lˌuftˈaɾ# {GOLD: #lˌuftˈaɾ#} | *#lˌuftˈaɾ# {GOLD: >*} | *#luftˈaɾ# {GOLD: #luftˈaɾ#}
578    | #lˈuntrem# | *#lˈʊntrɛ# | *#lˈuntrɛ# | *#lˈuntrɪ# | *#lˈũntɾɪ# | *#lˈũndɾ# | *#lˈũndɾ̩# {GOLD: >*} | *#lˈũndɾ̩# {GOLD: >*} | *#lˈundɾ̩# {GOLD: >*} | *#lˈundəɾ# {GOLD: #lˈundəɾ#}
579    | #lˌupekkˈɑːtum# | *#lˌʊpɛkkˈɑːtʊ# | *#lˌupkkˈɑtu# | *#lˌupkˈatu# | *#lˌuðkˈatu# | *#lˌuɡˈat# | *#lˌuɡˈat# {GOLD: >*} | *#lˌuɡˈat# {GOLD: >*} | *#lˌuɡˈat# {GOLD: #luvɡˈat#} | *#luɡˈat# {GOLD: #luɡˈat#}
580    | #lˌupukˈerwulum# | *#lˌʊpʊkˈɛrwʊlʊ# | *#lˌupkˈɛrwulu# | *#lˌupcˈɛrbulu# | *#lˌuðcˈɛːɾbulu# | *#lˌucjˈɛɾbulˠ# | *#lˌucˈɛɾbulˠ# {GOLD: >*} | *#lˌucˈɛɾbulˠ# {GOLD: >*} | *#lˌucˈɛɾbulˠ# {GOLD: >*} | *#lucˈɛɾbulˠ# {GOLD: #lucˈɛɾbulˠ#}
581    | #lˈuːstrum# | *#lˈuːstrʊ# | *#lˈystru# | *#lˈystru# | *#lˈyʃtɾu# | *#lˈyːʃtɾ# | *#lˈyːʃtɾ̩# {GOLD: >*} | *#lˈyːʃtɾ̩# {GOLD: >*} | *#lˈyʃtɾ̩# {GOLD: >*} | *#lˈyʃtəɾ# {GOLD: #lˈyʃtəɾ#}
