etID  | Classical Proto-Albanian | Middle Proto-Albanian I | Middle Proto-Albanian II | Late Proto-Albanian I | Late Proto-Albanian II | Late Proto-Albanian III | Proto-Tosk-SGheg {GOLD} | Proto-Tosk {GOLD} | Old North Tosk {GOLD} | Output {GOLD}
582    | #mˈae̯strum# | *#mˈɛstrʊ# | *#mˈɛstru# | *#mˈɛstru# | *#mˈɛːʃtɾu# | *#mˈie̯ʃtɾ# | *#mjˈɛʃtɾ̩# {GOLD: >*} | *#mjˈɛʃtɾ̩# {GOLD: >*} | *#mjˈɛʃtɾ̩# {GOLD: >*} | *#mjˈɛʃtəɾ# {GOLD: #mjˈɛʃtəɾ#}
583    | #mˌɑɡˈiːɑ# | *#mˌɑɡˈiɑ# | *#mˌɑɡˈijɑ# | *#mˌẽɟˈija# | *#mə̃nɟˈija# | *#mə̃nɟˈiː# | *#mə̃ɲɟˈiː# {GOLD: #mˌãɲɟˈiː#} | *#məɲɟˈiː# {GOLD: >*} | *#məɲɟˈi# {GOLD: >*} | *#məɲɟˈi# {GOLD: #məɲɟˈi#}
584    | #mˌɑɡisterˈɑːnioː# | *#mˌɑɡɪstɛrˈɒːnju# | *#mˌɑːstɛrˈoɲu# | *#mˌaːstɪrˈoɲu# | *#mˌaːʃtɪɾˈɔ̃ɲu# | *#mˌaːʃtəɾˈɔ̃ɲ# | *#mˌaːʃtəɾˈɔ̃ɲ# {GOLD: >*} | *#mˌaːʃtəɾˈɔ̃ɲ# {GOLD: >*} | *#mˌaʃtɾˈɔɲ# {GOLD: >*} | *#maʃtɾˈɔj# {GOLD: #maʃtɾˈɔj#}
585    | #mˌɑɡistˈerikum# | *#mˌɑɡɪstˈɛrɪkʊ# | *#mˌɑːstˈɛrku# | *#mˌaːstˈɛrku# | *#mˌaːʃtˈɛɾku# | *#mˌaːʃtˈɛːɾk# | *#mˌaːʃtˈɛːɾk# {GOLD: >*} | *#mˌaːʃtˈɛːɾk# {GOLD: >*} | *#mˌaʃtˈɛɾk# {GOLD: >*} | *#maʃtˈɛɾk# {GOLD: #maʃtˈɛɾk#}
586    | #mˌɑiˈɑːriɑ# | *#mˌɑjˈɑːrjɑ# | *#mˌɑjˈɑrjɑ# | *#mˌajˈerja# | *#mˌajˈeɾja# | *#mˌajˈɛːɾɛ# | *#mˌajˈɛːɾɛ# {GOLD: >*} | *#mˌajˈɛːɾɛ# {GOLD: >*} | *#mˌajˈɛɾɛ# {GOLD: >*} | *#majˈɛɾɛ# {GOLD: #majˈɛɾɛ#}
587    | #mˈɑːium# | *#mˈɑːjʊ# | *#mˈɑju# | *#mˈaju# | *#mˈaju# | *#mˈaj# | *#mˈaj# {GOLD: >*} | *#mˈaj# {GOLD: >*} | *#mˈaj# {GOLD: >*} | *#mˈaj# {GOLD: #mˈaj#}
588    | #mˌɑludiːkˈonioː# | *#mˌɑlʊdikˈɒnju# | *#mˌɑludikˈoɲu# | *#mˌaluðɪkˈoɲu# | *#mˌaːləðɪkˈɔ̃ɲu# | *#mˌaːlˠəkˈɔ̃ɲ# | *#mˌaːlˠəkˈɔ̃ɲ# {GOLD: >*} | *#mˌaːlˠkˈɔ̃ɲ# {GOLD: >*} | *#mˌalˠkˈɔɲ# {GOLD: #malˠəkˈɔɲ#} | *#malˠkˈɔj# {GOLD: #malˠkˈɔj#}
589    | #mˌɑlletiˈolɑ# | *#mˌɑllɛt͡ʃjˈɒlɑ# | *#mˌɑlːɛt͡ʃjˈolɑ# | *#mˌalːɪt͡ʃˈola# | *#mˌaːlːɪsˈɔla# | *#mˌaːlːəsˈɔːlˠə# | *#mˌaːlːsˈɔːlˠə# {GOLD: >*} | *#mˌaːlːt͡sˈɔːlˠə# {GOLD: >*} | *#mˌalt͡sˈɔlˠə# {GOLD: >*} | *#malt͡sˈɔlˠə# {GOLD: #mat͡sˈɔlˠə#}
590    | #mˌɑlleˈolɑ# | *#mˌɑʎˈɒlɑ# | *#mˌɑʎˈolɑ# | *#mˌẽðjˈola# | *#mə̃nʎˈɔla# | *#mə̃ɲˈɔːlˠə# | *#mə̃ɲˈɔːlˠə# {GOLD: >*} | *#məɲˈɔːlˠə# {GOLD: >*} | *#məɲˈɔlˠə# {GOLD: >*} | *#məɲˈɔlˠə# {GOLD: #məɲˈɔlˠə#}
591    | #mˌɑlˈeːtum# | *#mˌɑlˈeːtʊ# | *#mˌɑlˈetu# | *#mˌalˈetu# | *#mˌɐlˈetu# | *#mˌɐlˈɛt# | *#mˌəlˈɛt# {GOLD: >*} | *#mˌəlˈɛt# {GOLD: >*} | *#mlˈɛt# {GOLD: >*} | *#mlˈɛt# {GOLD: #məlˠˈɛt#}
592    | #mˈɑlleum# | *#mˈɑʎʊ# | *#mˈɑʎu# | *#mˈaʎu# | *#mˈaʎu# | *#mˈaːʎ# | *#mˈaːʎ# {GOLD: >*} | *#mˈaːʎ# {GOLD: >*} | *#mˈaj# {GOLD: >*} | *#mˈaj# {GOLD: #mˈaj#}
593    | #mˌɑlitiˈɑːnioː# | *#mˌɑlɪt͡ʃjˈɒːnju# | *#mˌɑlet͡ʃjˈoɲu# | *#mˌalɪt͡ʃˈoɲu# | *#mˌaːlɪsˈɔ̃ɲu# | *#mˌaːləsˈɔ̃ɲ# | *#mˌaːlsˈɔ̃ɲ# {GOLD: >*} | *#mˌaːlt͡sˈɔ̃ɲ# {GOLD: >*} | *#mˌalt͡sˈɔɲ# {GOLD: >*} | *#malt͡sˈɔj# {GOLD: #malt͡sˈɔj#}
594    | #mˌɑlˌɑnɡˈenioː# | *#mˌɑlˌɑnɡˈɛnju# | *#mˌɑlˌɑnɡˈɛɲu# | *#mˌalˌanɟˈɛɲu# | *#mˌaːlə̃nɟˈɛ̃ɲu# | *#mˌaːlˠə̃nɟˈɛ̃ɲ# | *#mˌaːlˠə̃ɲɟˈɛ̃ɲ# {GOLD: >*} | *#mˌaːlˠəɲɟˈɛ̃ɲ# {GOLD: >*} | *#mˌalˠəɲɟˈɛɲ# {GOLD: >*} | *#malˠəɲɟˈɛj# {GOLD: #malˠəɲɟˈɛj#}
595    | #mˈɑlum# | *#mˈɑlʊ# | *#mˈɑlu# | *#mˈalu# | *#mˈalu# | *#mˈaːlˠ# | *#mˈaːlˠ# {GOLD: >*} | *#mˈaːlˠ# {GOLD: >*} | *#mˈalˠ# {GOLD: >*} | *#mˈalˠ# {GOLD: #mˈalˠ#}
596    | ... | ... | ... | *#mˌɨnˈɔɲɔ# | *#mˌɨ̃nˈɔ̃ɲɔ# | *#mˌɨ̃nˈɔ̃ɲ# | *#mˌĩnˈɔ̃ɲ# {GOLD: >*} | *#mˌinˈɔ̃ɲ# {GOLD: >*} | *#mˌinˈɔɲ# {GOLD: >*} | *#minˈɔj# {GOLD: #mənˈɔj#}
597    | #mˈɑnikɑm# | *#mˈɑnɪkɑ# | *#mˈɑnkɑ# | *#mˈanka# | *#mˈãnka# | *#mˈãnɡə# | *#mˈãŋɡə# {GOLD: >*} | *#mˈə̃ŋɡə# {GOLD: >*} | *#mˈəŋɡə# {GOLD: >*} | *#mˈəŋɡə# {GOLD: #mˈəŋɡə#}
598    | #mˌɑnikˈɑːnioː# | *#mˌɑnɪkˈɒːnju# | *#mˌɑnkˈoɲu# | *#mˌankˈoɲu# | *#mə̃nkˈɔ̃ɲu# | *#mə̃nɡˈɔ̃ɲ# | *#mə̃ŋɡˈɔ̃ɲ# {GOLD: >*} | *#məŋɡˈɔ̃ɲ# {GOLD: >*} | *#məŋɡˈɔɲ# {GOLD: >*} | *#məŋɡˈɔj# {GOLD: #məŋɡˈɔj#}
599    | #mˌɑnipulˈɑːnioː# | *#mˌɑnɪpʊlˈɒːnju# | *#mˌɑnpulˈoɲu# | *#mˌanpulˈoɲu# | *#mə̃npulˈɔ̃ɲu# | *#mə̃npulˠˈɔ̃ɲ# | *#mə̃mbulˠˈɔ̃ɲ# {GOLD: >*} | *#mbulˠˈɔ̃ɲ# {GOLD: >*} | *#mbulˠˈɔɲ# {GOLD: >*} | *#mbulˠˈɔj# {GOLD: #mbulˈɔj#}
600    | #mˈɑnniɑ# | *#mˈɑnːjɑ# | *#mˈɑɲɑ# | *#mˈaɲa# | *#mˈãɲa# | *#mˈãɲə# | *#mˈãɲə# {GOLD: >*} | *#mˈə̃ɲə# {GOLD: >*} | *#mˈəɲə# {GOLD: >*} | *#mˈəɲə# {GOLD: #mˈəɲə#}
601    | #mˈɑnkum# | *#mˈɑnkʊ# | *#mˈɑnku# | *#mˈanku# | *#mˈãnku# | *#mˈãnɡ# | *#mˈãŋɡ# {GOLD: >*} | *#mˈə̃ŋɡ# {GOLD: #mˈənk#} | *#mˈəŋɡ# {GOLD: ...} | ... {GOLD: ...}
602    | #mˈɑnkum# | *#mˈɑnkʊ# | *#mˈɑnku# | *#mˈanku# | *#mˈãnku# | *#mˈãnɡ# | *#mˈãŋɡ# {GOLD: >*} | *#mˈə̃ŋɡ# {GOLD: >*} | *#mˈəŋɡ# {GOLD: >*} | *#mˈəŋɡ# {GOLD: #mˈaŋɡ#}
603    | #mˌɑnkˈɑːnioː# | *#mˌɑnkˈɒːnju# | *#mˌɑnkˈoɲu# | *#mˌankˈoɲu# | *#mə̃nkˈɔ̃ɲu# | *#mə̃nɡˈɔ̃ɲ# | *#mə̃ŋɡˈɔ̃ɲ# {GOLD: #mn̩ɡˈɔ̃ɲ#} | *#məŋɡˈɔ̃ɲ# {GOLD: >*} | *#məŋɡˈɔɲ# {GOLD: >*} | *#məŋɡˈɔj# {GOLD: #muŋɡˈɔj#}
604    | #mˈɑnkinum# | *#mˈɑnkɪnʊ# | *#mˈɑnkenu# | *#mˈancɑ̃ɾ̃u# | *#mˈãncɐɾ̃u# | *#mˈãncɐɾ̃# | *#mˈãɲɟəɾ̃# {GOLD: >*} | *#mˈə̃ɲɟəɾ̃# {GOLD: >*} | *#mˈəɲɟəɾ# {GOLD: >*} | *#mˈəɲɟəɾ# {GOLD: #mˈəɲɟəɾ#}
605    | #mˈɑnktum# | *#mˈɑnktʊ# | *#mˈɑɲtu# | *#mˈaɲtu# | *#mˈãɲtu# | *#mˈãɲt# | *#mˈãɲt# {GOLD: #mˈɑ̃ːjtə#} | *#mˈə̃ɲt# {GOLD: >*} | *#mˈəɲt# {GOLD: >*} | *#mˈəɲt# {GOLD: #mˈajt#}
606    | #mˈɑrɡinem# | *#mˈɑrɡɪnɛ# | *#mˈɑrɡenɛ# | *#mˈarɟɑ̃ɾ̃ɪ# | *#mˈaɾɟɐɾ̃ɪ# | *#mˈaːɾɟɐɾ̃# | *#mˈaːɾɟəɾ̃# {GOLD: #mˈaɾɟəɾ̃ə#} | *#mˈaːɾɟəɾ̃# {GOLD: ...} | ... {GOLD: ...} | ... {GOLD: ...}
607    | ... | ... | *#mˌɑrˈijɑ# | *#mˌarˈija# | *#məɾˈija# | *#məɾˈiː# | *#məɾˈiː# {GOLD: >*} | *#məɾˈiː# {GOLD: #məɾˈiː#} | *#məɾˈi# {GOLD: >*} | *#məɾˈi# {GOLD: #məɾˈi#}
608    | ... | ... | ... | *#mˌarɪkˈɔsu# | *#məɾɪkˈɔʃu# | *#məɾkˈɔːʃ# | *#mɾ̩kˈɔːʃ# {GOLD: >*} | *#mɾ̩kˈɔːʃ# {GOLD: >*} | *#mɾ̩kˈɔʃ# {GOLD: >*} | *#məɾkˈɔʃ# {GOLD: #məɾkˈɔʃ#}
609    | #mˌɑrelˈuːkium# | *#mˌɑrɛlˈuːkjʊ# | *#mˌɑrɛlˈykju# | *#mˌarɪlˈycju# | *#məɾəlˈycju# | *#məɾəlˈycj# | *#məlˈyc# {GOLD: >*} | *#məlˈyc# {GOLD: >*} | *#mlˈyc# {GOLD: #məlˈyʃ#} | *#mlˈyc# {GOLD: #mlˈyʃ#}
610    | #mˌɑːriːtˈɑːnioː# | *#mˌɑːritˈɒːnju# | *#mˌɑrtˈoɲu# | *#mˌartˈoɲu# | *#məɾtˈɔ̃ɲu# | *#məɾtˈɔ̃ɲ# | *#mɾ̩tˈɔ̃ɲ# {GOLD: >*} | *#mɾ̩tˈɔ̃ɲ# {GOLD: >*} | *#mɾ̩tˈɔɲ# {GOLD: >*} | *#məɾtˈɔj# {GOLD: #maɾtˈɔj#}
611    | #mˌɑːriːtˈɑːnioː# | *#mˌɑːritˈɒːnju# | *#mˌɑrtˈoɲu# | *#mˌartˈoɲu# | *#məɾtˈɔ̃ɲu# | *#məɾtˈɔ̃ɲ# | *#mɾ̩tˈɔ̃ɲ# {GOLD: >*} | *#mɾ̩tˈɔ̃ɲ# {GOLD: >*} | *#mɾ̩tˈɔɲ# {GOLD: >*} | *#məɾtˈɔj# {GOLD: #məltˈɔj#}
612    | #mˌɑːriːtˈɑːtiɑ# | *#mˌɑːritˈɑːt͡ʃjɑ# | *#mˌɑrtˈɑt͡ʃjɑ# | *#mˌartˈet͡ʃa# | *#məɾtˈesa# | *#məɾtˈɛːsə# | *#mɾ̩tˈɛːsə# {GOLD: >*} | *#mɾ̩tˈɛːsə# {GOLD: >*} | *#mɾ̩tˈɛsə# {GOLD: >*} | *#məɾtˈɛsə# {GOLD: #maɾtˈɛsə#}
613    | #mˈɑrkum# | *#mˈɑrkʊ# | *#mˈɑrku# | *#mˈarku# | *#mˈaɾku# | *#mˈaːɾk# | *#mˈaːɾk# {GOLD: >*} | *#mˈaːɾk# {GOLD: >*} | *#mˈaɾk# {GOLD: >*} | *#mˈaɾk# {GOLD: #mˈaɾk#}
614    | #mˈɑrmurem# | *#mˈɑrmʊrɛ# | *#mˈɑrmurɛ# | *#mˈarmurɪ# | *#mˈaɾmuɾɪ# | *#mˈaːɾmuɾ# | *#mˈaːɾmuɾ# {GOLD: >*} | *#mˈaːɾmuɾ# {GOLD: >*} | *#mˈaɾmuɾ# {GOLD: >*} | *#mˈaɾmuɾ# {GOLD: #mˈaɾmuɾ#}
615    | #mˌɑrruːkˌiːnˈeːtum# | *#mˌɑrruːkˌinˈeːtʊ# | *#mˌɑrrkˌinˈetu# | *#mˌarcˌinˈetu# | *#məɾcˌĩːnˈetu# | *#məɾcˌĩːnˈɛt# | *#mɾ̩cˌĩːnˈɛt# {GOLD: #mˌaɾciɾ̃ˈɛt#} | *#mɾ̩cˌiːnˈɛt# {GOLD: ...} | ... {GOLD: ...} | ... {GOLD: ...}
616    | #mˈɑːrtem# | *#mˈɑːrtɛ# | *#mˈɑrtɛ# | *#mˈartɪ# | *#mˈaɾtɪ# | *#mˈaːɾt# | *#mˈaːɾt# {GOLD: >*} | *#mˈaːɾt# {GOLD: >*} | *#mˈaɾt# {GOLD: >*} | *#mˈaɾt# {GOLD: #mˈaɾt#}
617    | #mˌɑːrtˈiːnum# | *#mˌɑːrtˈinʊ# | *#mˌɑrtˈinu# | *#mˌartˈinu# | *#məɾtˈĩnu# | *#məɾtˈĩː# | *#mɾ̩tˈĩː# {GOLD: #məɾtˈĩː#} | *#mɾ̩tˈĩː# {GOLD: >*} | *#mɾ̩tˈi# {GOLD: >*} | *#məɾtˈi# {GOLD: #məɾtˈi#}
618    | #mˈɑːrtius# | *#mˈɑːrt͡ʃjʊ# | *#mˈɑrt͡ʃju# | *#mˈart͡ʃu# | *#mˈaɾsu# | *#mˈaːɾs# | *#mˈaːɾs# {GOLD: >*} | *#mˈaːɾs# {GOLD: >*} | *#mˈaɾs# {GOLD: >*} | *#mˈaɾs# {GOLD: #mˈaɾs#}
619    | #mˈɑrum# | *#mˈɑrʊ# | *#mˈɑru# | *#mˈaru# | *#mˈaɾu# | *#mˈaːɾ# | *#mˈaːɾ# {GOLD: >*} | *#mˈaːɾ# {GOLD: >*} | *#mˈaɾ# {GOLD: >*} | *#mˈaɾ# {GOLD: #mˈaɾ#}
620    | #mˌɑrˈuːnum# | *#mˌɑrˈuːnʊ# | *#mˌɑrˈynu# | *#mˌarˈunu# | *#məɾˈũnu# | *#məɾˈũː# | *#məɾˈũː# {GOLD: #məɾˈũː#} | *#məɾˈũː# {GOLD: >*} | *#məɾˈu# {GOLD: >*} | *#məɾˈu# {GOLD: #məɾˈu#}
621    | #mˈɑskulum# | *#mˈɑskʊlʊ# | *#mˈɑskulu# | *#mˈaskulu# | *#mˈaʃkulu# | *#mˈaːʃkulˠ# | *#mˈaːʃkulˠ# {GOLD: >*} | *#mˈaːʃkulˠ# {GOLD: >*} | *#mˈaʃkulˠ# {GOLD: >*} | *#mˈaʃkulˠ# {GOLD: #mˈaʃkulˠ#}
622    | #mˈɑssɑ# | *#mˈɑssɑ# | *#mˈɑssɑ# | *#mˈassa# | *#mˈaʃa# | *#mˈaːʃə# | *#mˈaːʃə# {GOLD: >*} | *#mˈaːʃə# {GOLD: >*} | *#mˈaʃə# {GOLD: >*} | *#mˈaʃə# {GOLD: #mˈaʃə#}
623    | #mˌɑstikˈɑːnioː# | *#mˌɑstɪkˈɒːnju# | *#mˌɑstekˈoɲu# | *#mɪstɪkˈoɲu# | *#mɪʃtɪkˈɔ̃ɲu# | *#məʃtəkˈɔ̃ɲ# | *#məʃtəkˈɔ̃ɲ# {GOLD: >*} | *#məʃtəkˈɔ̃ɲ# {GOLD: >*} | *#məʃtəkˈɔɲ# {GOLD: >*} | *#məʃtəkˈɔj# {GOLD: #məʃtɛkˈɔj#}
624    | #mˌɑtˈɑksum# | *#mˌɑtˈɑksʊ# | *#mˌɑtˈɑksu# | *#mˌẽtˈaksu# | *#mə̃ntˈakʃu# | *#mə̃ndˈaːfʃ# | *#mə̃ndˈaːfʃ# {GOLD: >*} | *#məndˈaːfʃ# {GOLD: >*} | *#məndˈafʃ# {GOLD: >*} | *#məndˈafʃ# {GOLD: #məndˈafʃ#}
625    | ... | ... | ... | ... | *#mˌɑːtɾˈikə# | *#mˌɑːtɾˈik# | *#mˌaːtɾˈik# {GOLD: >*} | *#mˌaːtɾˈik# {GOLD: >*} | *#mˌatɾˈik# {GOLD: >*} | *#matɾˈik# {GOLD: #mətɾˈik#}
626    | #mˌɑːtrˈiːkulɑm# | *#mˌɑːtrˈikʊlɑ# | *#mˌɑtrˈikulɑ# | *#mˌẽtrˈikula# | *#mə̃ntɾˈikula# | *#mə̃ndɾˈikulˠ# | *#mə̃ndɾˈikulˠ# {GOLD: #ˌn̩tɾˈikulˠ#} | *#məndɾˈikulˠ# {GOLD: >*} | *#məndɾˈikulˠ# {GOLD: >*} | *#məndɾˈikulˠ# {GOLD: #ndɾˈikulˠ#}
627    | #mˌɑtteˈukkum# | *#mˌɑtt͡ʃjˈʊkkʊ# | *#mˌɑtt͡ʃjˈukku# | *#mˌẽtt͡ʃˈukku# | *#mə̃nsˈuku# | *#mə̃sˈuk# | *#mə̃sˈuk# {GOLD: >*} | *#məsˈuk# {GOLD: #mˌəsˈuk#} | *#məsˈuk# {GOLD: >*} | *#məsˈuk# {GOLD: #məsˈuk#}
628    | #mˌedikˈɑːnioː# | *#mˌɛdɪkˈɒːnju# | *#mˌɛdekˈoɲu# | *#mɪðɪkˈoɲu# | *#mɪðɪkˈɔ̃ɲu# | *#məkˈɔ̃ɲ# | *#məkˈɔ̃ɲ# {GOLD: >*} | *#məkˈɔ̃ɲ# {GOLD: >*} | *#məkˈɔɲ# {GOLD: >*} | *#məkˈɔj# {GOLD: #məkˈɔj#}
629    | #mˌedikˈɑstrum# | *#mˌɛdɪkˈɑstrʊ# | *#mˌɛdekˈɑstru# | *#mɪðɪkˈastru# | *#mɪðɪkˈaʃtɾu# | *#məɡˈaːʃtɾ# | *#məɡˈaːʃtɾ̩# {GOLD: >*} | *#məɡˈaːʃtɾ̩# {GOLD: >*} | *#məɡˈaʃtɾ̩# {GOLD: >*} | *#məɡˈaʃtəɾ# {GOLD: #məɡˈaʃtəɾ#}
630    | #mˈedikum# | *#mˈɛdɪkʊ# | *#mˈɛdeku# | *#mˈɛðɪku# | *#mˈɛːðɪku# | *#mjˈɛːk# | *#mjˈɛːk# {GOLD: #mjˈɛːk#} | *#mjˈɛːk# {GOLD: #mjˈɛːk#} | *#mjˈɛk# {GOLD: >*} | *#mjˈɛk# {GOLD: #mjˈɛk#}
631    | #mˌeditˈɑːnioː# | *#mˌɛdɪtˈɒːnju# | *#mˌɛdetˈoɲu# | *#mɪðɪtˈoɲu# | *#mɪðɪtˈɔ̃ɲu# | *#mətˈɔ̃ɲ# | *#mətˈɔ̃ɲ# {GOLD: >*} | *#mətˈɔ̃ɲ# {GOLD: >*} | *#mtˈɔɲ# {GOLD: >*} | *#mtˈɔj# {GOLD: #mɛjtˈɔj#}
632    | #mˈedium# | *#mˈɛd͡ʒjʊ# | *#mˈɛd͡ʒju# | *#mˈɛd͡ʒu# | *#mˈɛːzu# | *#mˈie̯z# | *#mjˈɛz# {GOLD: >*} | *#mjˈɛz# {GOLD: >*} | *#mjˈɛz# {GOLD: >*} | *#mjˈɛz# {GOLD: #mjˈɛz#}
633    | #mˌensˈoːrɑ# | *#mˌɛnsˈoːrɑ# | *#mˌɛsˈørɑ# | *#mɪsˈøra# | *#mɪʃˈœɾa# | *#məʃˈɛːɾə# | *#məʃˈɛːɾə# {GOLD: >*} | *#məʃˈɛːɾə# {GOLD: >*} | *#məʃˈɛɾə# {GOLD: >*} | *#məʃˈɛɾə# {GOLD: #məʃˈɛɾə#}
634    | #mˈentɑ# | *#mˈɛntɑ# | *#mˈɛntɑ# | *#mˈɛnta# | *#mˈɛ̃nta# | *#mˈɛ̃ndə# | *#mˈɛ̃ndə# {GOLD: >*} | *#mˈɛ̃ndə# {GOLD: >*} | *#mˈɛndə# {GOLD: >*} | *#mˈɛndə# {GOLD: #mˈɛndə#}
635    | #mˈentem# | *#mˈɛntɛ# | *#mˈɛntɛ# | *#mˈɛntɪ# | *#mˈɛ̃ntɪ# | *#mˈɛ̃nd# | *#mˈɛ̃nd# {GOLD: >*} | *#mˈɛ̃nd# {GOLD: >*} | *#mˈɛnd# {GOLD: >*} | *#mˈɛnd# {GOLD: #mˈɛnd#}
636    | #mˌeriːdiˈɑːnioː# | *#mˌɛrid͡ʒjˈɒːnju# | *#mˌɛrid͡ʒjˈoɲu# | *#mˌɛrɪd͡ʒˈøɲu# | *#məɾɪzˈœ̃ɲu# | *#məɾəzˈɛ̃ɲ# | *#mɾ̩zˈɛ̃ɲ# {GOLD: >*} | *#mɾ̩zˈɛ̃ɲ# {GOLD: >*} | *#mɾ̩zˈɛɲ# {GOLD: >*} | *#məɾzˈɛj# {GOLD: #məɾzˈɛj#}
637    | #mˌerˈiːdiem# | *#mˌɛrˈid͡ʒjɛ# | *#mˌɛrˈid͡ʒjɛ# | *#mˌɛrˈid͡ʒɛ# | *#məɾˈizɛ# | *#məɾˈiːz# | *#məɾˈiːz# {GOLD: >*} | *#məɾˈiːz# {GOLD: >*} | *#məɾˈiz# {GOLD: >*} | *#məɾˈiz# {GOLD: #məɾˈiz#}
638    | #mˌerɡˈonioː# | *#mˌɛrɡˈɒnju# | *#mˌɛrɡˈoɲu# | *#mˌɛrɡˈoɲu# | *#məɾɡˈɔ̃ɲu# | *#məɾɡˈɔ̃ɲ# | *#mɾ̩ɡˈɔ̃ɲ# {GOLD: >*} | *#mɾ̩ɡˈɔ̃ɲ# {GOLD: >*} | *#mɾ̩ɡˈɔɲ# {GOLD: >*} | *#məɾɡˈɔj# {GOLD: #məɾɡˈɔj#}
639    | ... | ... | *#mˌɛrkˈɑrju# | *#mˌɛrcˈeru# | *#məɾcˈeɾu# | *#məɾcˈɛːɾ# | *#mɾ̩cˈɛːɾ# {GOLD: >*} | *#mɾ̩cˈɛːɾ# {GOLD: >*} | *#mɾ̩cˈɛɾ# {GOLD: >*} | *#məɾcˈɛɾ# {GOLD: #məɾcˈɛɾ#}
640    | #mˌerkˈurɑ# | *#mˌɛrkˈʊrɑ# | *#mˌɛrkˈurɑ# | *#mˌɛrkˈura# | *#məɾkˈuɾa# | *#məɾkˈuːɾə# | *#mɾ̩kˈuːɾə# {GOLD: >*} | *#mɾ̩kˈuːɾə# {GOLD: >*} | *#mɾ̩kˈuɾə# {GOLD: >*} | *#məɾkˈuɾə# {GOLD: #məɾkˈuɾə#}
641    | #mˌerulˈɑːneɑ# | *#mˌɛrʊlˈɑːnjɑ# | *#mˌɛrulˈɑɲɑ# | *#mˌɛrulˈaɲa# | *#məɾəlˈãɲa# | *#məɾəlˠˈãɲə# | *#məlˠˈãɲə# {GOLD: >*} | *#məlˠˈɛ̃ɲə# {GOLD: >*} | *#məlˠˈɛɲə# {GOLD: >*} | *#məlˠˈɛɲə# {GOLD: #məlˠˈɛɲə#}
642    | #mˈetulɑ# | *#mˈɛtʊlɑ# | *#mˈɛtulɑ# | *#mˈɛtula# | *#mˈɛːtula# | *#mˈie̯tulˠ# | *#mjˈɛtulˠ# {GOLD: >*} | *#mjˈɛtulˠ# {GOLD: >*} | *#mjˈɛtulˠ# {GOLD: >*} | *#mjˈɛtulˠ# {GOLD: #nˈɛtulˠ#}
643    | #mˌiɡrˈɑːnioː# | *#mˌɪɡrˈɒːnju# | *#mˌeɡrˈoɲu# | *#mˌerɡˈoɲu# | *#məɾɡˈɔ̃ɲu# | *#məɾɡˈɔ̃ɲ# | *#mɾ̩ɡˈɔ̃ɲ# {GOLD: >*} | *#mɾ̩ɡˈɔ̃ɲ# {GOLD: >*} | *#mɾ̩ɡˈɔɲ# {GOLD: >*} | *#məɾɡˈɔj# {GOLD: #məɾɡˈɔj#}
644    | #mˈiːliɑm# | *#mˈiʎɑ# | *#mˈiʎɑ# | *#mˈiʎa# | *#mˈiʎa# | *#mˈiːʎə# | *#mˈiːʎə# {GOLD: >*} | *#mˈiːʎə# {GOLD: >*} | *#mˈijə# {GOLD: >*} | *#mˈijə# {GOLD: #mˈijə#}
645    | #mˌinistrˈɑːnioː# | *#mˌɪnɪstrˈɒːnju# | *#mˌenestrˈoɲu# | *#mˌɑ̃ɾ̃ɪstrˈoɲu# | *#mˌɑ̃ːɾ̃ɪʃtɾˈɔ̃ɲu# | *#mˌɑ̃ːɾəʃtˈɔ̃ɲ# | *#mˌãːɾʃtˈɔ̃ɲ# {GOLD: >*} | *#mˌaːɾʃtˈɔ̃ɲ# {GOLD: >*} | *#mˌaɾʃtˈɔɲ# {GOLD: #maɾʃtɾˈɔj#} | *#maɾʃtˈɔj# {GOLD: #maɾʃtˈɔj#}
646    | ... | ... | *#mˌirˈɑjkulu# | *#mˌirˈeːkulu# | *#məɾˈeːkulu# | *#məɾˈɛːkulˠ# | *#məɾˈɛːkulˠ# {GOLD: #məɾˈɛkulˠ#} | *#məɾˈɛːkulˠ# {GOLD: >*} | *#mɾˈɛkulˠ# {GOLD: >*} | *#mɾˈɛkulˠ# {GOLD: #mɾˈɛkulˠ#}
647    | ... | ... | *#mˌirˌɑkulˈoɲø# | *#mˌirˌakulˈoɲʏ# | *#məɾˌækulˈɔ̃ɲʏ# | *#məɾˌækəlˠˈɔ̃ɲ# | *#məɾˌɛkəlˠˈɔ̃ɲ# {GOLD: #məɾakulˠˈi#} | *#məɾˌɛkəlˠˈɔ̃ɲ# {GOLD: >*} | *#mɾˌɛklˠˈɔɲ# {GOLD: #mɾˈakulˠ#} | *#mɾɛklˠˈɔj# {GOLD: ...}
648    | #mˌiːrˈɑːnioː# | *#mˌirˈɒːnju# | *#mˌirˈojɲu# | *#mˌirˈojɲu# | *#məɾˈɔj̃ɲu# | *#məɾˈɛ̃ɲ# | *#məɾˈɛ̃ɲ# {GOLD: >*} | *#məɾˈɛ̃ɲ# {GOLD: >*} | *#mɾˈɛɲ# {GOLD: >*} | *#mɾˈɛj# {GOLD: #məɾˈɛj#}
