etID  | Proto-Indo-European | Proto-Balkan-Indo-European | Archaic Proto-Albanian | Classical Proto-Albanian | Middle Proto-Albanian I | Middle Proto-Albanian II | Late Proto-Albanian I | Late Proto-Albanian II | Late Proto-Albanian III | Proto-Tosk-SGheg {GOLD} | Proto-Tosk | Old North Tosk | Output {GOLD}
348    | ... | ... | ... | ... | ... | ... | ... | *#ɾˈẽndə# | *#ɾˈɛ̃nd# | *#ɾˈɛ̃nd# {GOLD: >*} | *#ɾˈɛ̃nd# | *#ɾˈɛnd# | *#ɾˈɛnd# {GOLD: #ɾˈɛnd#}
349    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ɾˌɔˈit# {GOLD: >*} | *#ɾˌɔˈit# | *#ɾˌɔˈit# | *#ɾɔˈit# {GOLD: #ɾɔˈit#}
350    | ... | ... | ... | ... | ... | ... | ... | *#rːˌɑɡɒːwˈɪsɪkɑ# | *#rːˌɑɡɒːwˈɛːskɑ# | *#rəɡɔːwˈɛːska# {GOLD: >*} | *#rəɡɔːvˈɛːskə# | *#rəɡɔvˈɛskə# | *#rəɡɔvˈɛskə# {GOLD: #ɾɔɡɔvˈɛt͡skə#}
351    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ɾˌɔtˈaɾ# {GOLD: >*} | *#ɾˌɔtˈaɾ# | *#ɾˌɔtˈaɾ# | *#ɾɔtˈaɾ# {GOLD: #ɾɔtˈaɾ#}
352    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ɾˌɔbɔtˈit# {GOLD: >*} | *#ɾˌɔbɔtˈit# | *#ɾˌɔbɔtˈit# | *#ɾɔbɔtˈit# {GOLD: #ɾɔbtˈit#}
353    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ɾˈɔj# {GOLD: >*} | *#ɾˈɔj# | *#ɾˈɔj# | *#ɾˈɔj# {GOLD: #ɾˈɔj#}
354    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ɾˈɔjka# {GOLD: >*} | *#ɾˈɔjkə# | *#ɾˈɔjkə# | *#ɾˈɔjkə# {GOLD: #ɾˈɔjkə#}
355    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ɾˈɔɡa# {GOLD: >*} | *#ɾˈɔɡə# | *#ɾˈɔɡə# | *#ɾˈɔɡə# {GOLD: #ɾˈɔɡə#}
356    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ɾˈɔb# {GOLD: >*} | *#ɾˈɔb# | *#ɾˈɔb# | *#ɾˈɔb# {GOLD: #ɾˈɔb#}
357    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#ɾˈunˌɛt͡s# {GOLD: >*} | *#ɾˈunˌɛt͡s# | *#ɾˈunˌɛt͡s# | *#ɾˈunɛt͡s# {GOLD: #ɾˈuns#}
358    | ... | ... | ... | ... | ... | ... | ... | *#ɾˌɑ̃nɡˈɑtɪ# | *#ɾˌɑ̃nɡˈɑt# | *#ɾˌãŋɡˈat# {GOLD: >*} | *#ɾˌəŋɡˈat# | *#ɾəŋɡˈat# | *#ɾəŋɡˈat# {GOLD: #raɡˈat#}
359    | ... | ... | ... | ... | ... | ... | ... | *#rːˌɑɡɒːzˈĩnɑ# | *#rːˌɑɡɒːzˈĩnɑ# | *#rəɡɔːzˈĩna# {GOLD: #rˌɒɡˌɒzˈĩnə#} | *#rəɡɔːzˈĩnə# | *#rəɡɔzˈinə# | *#rəɡɔzˈinə# {GOLD: #raɡɔzˈinə#}
360    | ... | ... | ... | ... | ... | ... | ... | *#ɾˌaʃˈɔlə# | *#ɾˌaʃˈuo̯lˠ# | *#ɾˌaʃˈuo̯lˠ# {GOLD: >*} | *#ɾˌaʃˈua̯lˠ# | *#ɾˌaʃˈua̯lˠ# | *#ɾaʃˈua̯lˠ# {GOLD: #rasˈɔlˠ#}
361    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#rˌanˈit͡sa# {GOLD: >*} | *#rˌanˈit͡sə# | *#rˌanˈit͡sə# | *#ranˈit͡sə# {GOLD: #ranˈit͡sə#}
362    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#rˌapˈat# {GOLD: >*} | *#rˌapˈat# | *#rˌapˈat# | *#rapˈat# {GOLD: #rapˈat#}
363    | ... | ... | ... | ... | ... | ... | ... | *#rːˈɑklɑ# | *#rːˈɑklɑ# | *#rˈakʎɛ# {GOLD: >*} | *#rˈakʎɛ# | *#rˈacɛ# | *#rˈacɛ# {GOLD: #rˈacɛ#}
364    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#rˈap# {GOLD: >*} | *#rˈap# | *#rˈap# | *#rˈap# {GOLD: #rˈap#}
365    | ... | ... | ... | ... | ... | ... | ... | *#rːˈaβɛʃə# | *#rːˈaːfʃ# | *#rˈaːfʃ# {GOLD: >*} | *#rˈaːfʃ# | *#rˈafʃ# | *#rˈafʃ# {GOLD: #rˈafʃ#}
366    | ... | ... | ... | ... | ... | ... | ... | *#rːəkˈɒjɑ̃n# | *#rːəkˈɒjɑ̃# | *#rəkˈɔjã# {GOLD: >*} | *#rəkˈɔjə# | *#rəkˈɔjə# | *#rəkˈɔjə# {GOLD: #rəkˈajə#}
367    | ... | ... | ... | ... | ... | ... | ... | *#rːˌɑɡˈɑlɑ# | *#rːˌɑɡˈɑːlˠɑ# | *#rəɡˈaːlˠa# {GOLD: >*} | *#rəɡˈaːlˠə# | *#rəɡˈalˠə# | *#rəɡˈalˠə# {GOLD: #rəɡˈalˠə#}
368    | ... | ... | ... | ... | ... | ... | ... | ... | *#rˈɛ̃ːskɑ# | *#ɾˈɛ̃ːska# {GOLD: >*} | *#ɾˈɛ̃ːt͡skə# | *#ɾˈɛt͡skə# | *#ɾˈɛt͡skə# {GOLD: #rˈɛt͡skə#}
369    | ... | ... | ... | ... | ... | ... | ... | *#rːˌɑɡˈɔzə# | *#rːˌɑɡˈɔːz# | *#rəɡˈɔːz# {GOLD: >*} | *#rəɡˈɔːz# | *#rəɡˈɔz# | *#rəɡˈɔz# {GOLD: #rɔɡˈɔz#}
370    | ... | ... | ... | ... | ... | ... | ... | *#rːəpˈɑkə# | *#rːəpˈɑk# | *#rəpˈak# {GOLD: >*} | *#rəpˈak# | *#rəpˈak# | *#rəpˈak# {GOLD: #rɔpˈak#}
371    | ... | ... | ... | ... | ... | ... | ... | *#rːˈɒɡɑ# | *#rːˈɒɡɑ# | *#rˈɔɡa# {GOLD: >*} | *#rˈɔɡə# | *#rˈɔɡə# | *#rˈɔɡə# {GOLD: #rˈɔɡə#}
372    | ... | ... | ... | ... | ... | ... | ... | *#rːˈɔzɪkə# | *#rːˈɔːsk# | *#rˈɔːsk# {GOLD: >*} | *#rˈɔːsk# | *#rˈɔsk# | *#rˈɔsk# {GOLD: #rˈɔzɡ#}
373    | ... | ... | ... | ... | ... | ... | ... | *#rːˈũnɒ# | *#rːˈũnɒ# | *#rˈũna# {GOLD: >*} | *#rˈũnə# | *#rˈunə# | *#rˈunə# {GOLD: #rˈunə#}
374    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#pˌaʃnˈik# {GOLD: >*} | *#pˌaʃnˈik# | *#pˌaʃnˈik# | *#paʃnˈik# {GOLD: #paʃnˈik#}
375    | ... | ... | ... | ... | ... | ... | ... | *#pˌɑdkˈɔə̯# | *#pˌɑtkˈuo̯# | *#pˌatkˈuo̯# {GOLD: #pˌɒtkˈuo̯#} | *#pˌatkˈua̯# | *#pˌatkˈua̯# | *#patkˈua̯# {GOLD: #patkˈua̯#}
376    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#pˌadˈit# {GOLD: >*} | *#pˌadˈit# | *#pˌadˈit# | *#padˈit# {GOLD: #padˈit#}
377    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#pˈata# {GOLD: >*} | *#pˈatə# | *#pˈatə# | *#pˈatə# {GOLD: #pˈatə#}
378    | ... | ... | ... | ... | ... | ... | ... | *#pˌɐɡˈɑ̃ɲə# | *#pˌɐɡˈɑ̃ɲ# | *#pˌəɡˈãɲ# {GOLD: #pˌɒɡˈɑ̃ɲ#} | *#pˌəɡˈə̃ɲ# | *#pəɡˈəɲ# | *#pəɡˈəj# {GOLD: #pəɡˈəj#}
379    | ... | ... | ... | ... | ... | ... | ... | *#pˌɐɡˈɑ̃ɾ̃ɑ# | *#pˌɐɡˈɑ̃ɾ̃ɑ# | *#pˌəɡˈãɾ̃a# {GOLD: #pˌɒɡˈɑ̃ɾ̃ə#} | *#pˌəɡˈə̃ɾ̃ə# | *#pəɡˈəɾə# | *#pəɡˈəɾə# {GOLD: #pəɡˈəɾə#}
380    | ... | ... | ... | ... | ... | ... | ... | *#pˌɑ̃ndˈɑɾɪ# | *#pˌɑ̃ndˈɑːɾ# | *#pˌãndˈaːɾ# {GOLD: >*} | *#pˌəndˈaːɾ# | *#pəndˈaɾ# | *#pəndˈaɾ# {GOLD: #pəndˈaɾ#}
381    | ... | ... | ... | ... | ... | ... | ... | *#pˌɒkɾˈɒvɑ# | *#pˌɒkɾˈɒːvɑ# | *#pˌɔkɾˈɔːva# {GOLD: >*} | *#pˌɔkɾˈɔːvə# | *#pˌɔkɾˈɔvə# | *#pɔkɾˈɔvə# {GOLD: #pəɾkˈavə#}
382    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#pˌɛlˈɛna# {GOLD: >*} | *#pˌɛlˈɛnə# | *#pˌɛlˈɛnə# | *#pɛlˈɛnə# {GOLD: #pɛlˈɛnə#}
383    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#pˌɛlˈin# {GOLD: >*} | *#pˌɛlˈin# | *#pˌɛlˈin# | *#pɛlˈin# {GOLD: #pɛlˈin#}
384    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#pˈɛk# {GOLD: >*} | *#pˈɛk# | *#pˈɛk# | *#pˈɛk# {GOLD: #pˈɛk#}
385    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#pˌijavˈit͡sa# {GOLD: >*} | *#pˌijavˈit͡sə# | *#pˌijavˈit͡sə# | *#pijavˈit͡sə# {GOLD: #pjavˈit͡sə#}
386    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#pˌixˈat# {GOLD: >*} | *#pˌihˈat# | *#pˌihˈat# | *#pihˈat# {GOLD: #pihˈat#}
387    | ... | ... | ... | ... | ... | ... | ... | *#pˈiʃkɑ# | *#pˈiːʃkɑ# | *#pˈiːʃka# {GOLD: >*} | *#pˈiːʃkə# | *#pˈiʃkə# | *#pˈiʃkə# {GOLD: #pˈizɡə#}
388    | ... | ... | ... | ... | ... | ... | ... | ... | *#pˈɨːrjɐ# | *#pˈiːrə# {GOLD: >*} | *#pˈiːrə# | *#pˈirə# | *#pˈirə# {GOLD: #pˈirə#}
389    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#pˌɔʎˈak# {GOLD: >*} | *#pˌɔʎˈak# | *#pˌɔjˈak# | *#pɔjˈak# {GOLD: #pɔjˈak#}
390    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#pˌɔʎˈata# {GOLD: >*} | *#pˌɔʎˈatə# | *#pˌɔjˈatə# | *#pɔjˈatə# {GOLD: #pɔjˈatə#}
391    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#pˌɔʎˈan# {GOLD: >*} | *#pˌɔʎˈa# | *#pˌɔjˈa# | *#pɔjˈa# {GOLD: #pɔjˈan#}
392    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#pˌɔtˈɛra# {GOLD: >*} | *#pˌɔtˈɛrə# | *#pˌɔtˈɛrə# | *#pɔtˈɛrə# {GOLD: #pɔtˈɛɾɛ#}
393    | ... | ... | ... | ... | ... | ... | ... | *#pˌɑdkˈɔə̯# | *#pˌɑtkˈuo̯# | *#pˌatkˈuo̯# {GOLD: #pˌɒtkˈuo̯#} | *#pˌatkˈua̯# | *#pˌatkˈua̯# | *#patkˈua̯# {GOLD: #pɔtkˈua̯#}
394    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#pˌɔstˈaja# {GOLD: >*} | *#pˌɔstˈajə# | *#pˌɔstˈajə# | *#pɔstˈajə# {GOLD: #pɔstˈahɛ#}
395    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#pˌɔstˈat# {GOLD: >*} | *#pˌɔstˈat# | *#pˌɔstˈat# | *#pɔstˈat# {GOLD: #pɔstˈat#}
396    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#pˌɔstɾˈɛxa# {GOLD: >*} | *#pˌɔstɾˈɛhə# | *#pˌɔstɾˈɛhə# | *#pɔstɾˈɛhə# {GOLD: #pɔstɾˈɛ#}
397    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#pˌɔnːˈit# {GOLD: >*} | *#pˌɔnˈit# | *#pˌɔnˈit# | *#pɔnˈit# {GOLD: #pɔnˈit#}
398    | ... | ... | ... | ... | ... | ... | ... | *#pˌɒɾˈẽndə# | *#pˌɒɾˈɛ̃nd# | *#pˌɔɾˈɛ̃nd# {GOLD: >*} | *#pˌɔɾˈɛ̃nd# | *#pˌɔɾˈɛnd# | *#pɔɾˈɛnd# {GOLD: #pɔɾˈɛnd#}
399    | ... | ... | ... | ... | ... | ... | ... | *#pˌɒɾˌɑ̃nsˈitɪ# | *#pˌɒɾˌɔ̃sˈit# | *#pˌɔɾˌɔ̃sˈit# {GOLD: >*} | *#pˌɔɾˌɔsˈit# | *#pˌɔɾˌɔsˈit# | *#pɔɾɔsˈit# {GOLD: #pɔɾɔsˈit#}
400    | ... | ... | ... | ... | ... | ... | ... | *#pˌɒðɾˈitɪ# | *#pˌɒɾˈit# | *#pˌɔɾˈit# {GOLD: >*} | *#pˌɔɾˈit# | *#pˌɔɾˈit# | *#pɔɾˈit# {GOLD: #pɔrˈit#}
401    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#pˈɔtka# {GOLD: >*} | *#pˈɔtkə# | *#pˈɔtkə# | *#pˈɔtkə# {GOLD: #pˈɔtkə#}
402    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#plˠˌaʃˈit͡sa# {GOLD: >*} | *#plˠˌaʃˈit͡sə# | *#plˠˌaʃˈit͡sə# | *#plˠaʃˈit͡sə# {GOLD: #plˠaʃˈit͡sə#}
403    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#plˠˈaz# {GOLD: >*} | *#plˠˈaz# | *#plˠˈaz# | *#plˠˈaz# {GOLD: #plˠˈaz#}
404    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#plˠˈɔt͡ʃa# {GOLD: >*} | *#plˠˈɔt͡ʃə# | *#plˠˈɔt͡ʃə# | *#plˠˈɔt͡ʃə# {GOLD: #plˠˈɔt͡ʃə#}
405    | ... | ... | ... | ... | ... | ... | ... | *#plˈɒʃkɑ# | *#plˈɒːʃkɑ# | *#plˠˈɔːʃka# {GOLD: >*} | *#plˠˈɔːʃkə# | *#plˠˈɔʃkə# | *#plˠˈɔʃkə# {GOLD: #plˠˈɔt͡ʃkə#}
406    | ... | ... | ... | ... | ... | ... | ... | *#plˈat͡skɑ# | *#plˈaːt͡skɑ# | *#plˠˈaːt͡ska# {GOLD: >*} | *#plˠˈaːt͡skə# | *#plˠˈat͡skə# | *#plˠˈat͡skə# {GOLD: #plˠˈɔt͡skə#}
407    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#plˠˈɔska# {GOLD: >*} | *#plˠˈɔskə# | *#plˠˈɔskə# | *#plˠˈɔskə# {GOLD: #plˠˈɔskə#}
408    | ... | ... | ... | ... | ... | ... | ... | ... | *#pˌɒsˈɔːʷlˠɑ# | *#pˌɔsˈulˠa# {GOLD: >*} | *#pˌɔsˈulˠə# | *#pˌɔsˈulˠə# | *#pɔsˈulˠə# {GOLD: #pusˈulˠə#}
409    | ... | ... | ... | ... | ... | ... | ... | *#pˈɯɾjɪ# | *#pˈɯːɾjɐ# | *#pˈuːrə# {GOLD: >*} | *#pˈuːrə# | *#pˈurə# | *#pˈurə# {GOLD: #pˈurə#}
410    | ... | ... | ... | ... | ... | ... | ... | *#plˌaʃtnˈikə# | *#plɐʃtnˈik# | *#pl̩ʃnˈik# {GOLD: >*} | *#pl̩t͡ʃnˈik# | *#pl̩t͡ʃnˈik# | *#pəlt͡ʃnˈik# {GOLD: #plaʃnˈik#}
411    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#plˌivˈat# {GOLD: >*} | *#plˌivˈat# | *#plˌivˈat# | *#plivˈat# {GOLD: #plɛvˈat#}
412    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#plˌɛvnˈit͡sa# {GOLD: >*} | *#plˌɛvnˈit͡sə# | *#plˌɛvnˈit͡sə# | *#plɛvnˈit͡sə# {GOLD: #plɛvˈit͡sə#}
413    | ... | ... | ... | ... | ... | ... | ... | *#pɪlˈɛ̃nkɑ# | *#pəlˠˈɛ̃nɡɑ# | *#pəlˠˈɛ̃ŋɡa# {GOLD: >*} | *#pəlˠˈɛ̃ŋɡə# | *#pəlˠˈɛŋɡə# | *#pəlˠˈɛŋɡə# {GOLD: #plˈɛŋɡə#}
414    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#plˈuska# {GOLD: >*} | *#plˈuskə# | *#plˈuskə# | *#plˈuskə# {GOLD: #plˈuskə#}
415    | ... | ... | ... | ... | ... | ... | ... | *#pɾˈɒxə# | *#pɾˈɒx# | *#pɾˈɔx# {GOLD: >*} | *#pɾˈɔh# | *#pɾˈɔh# | *#pɾˈɔh# {GOLD: #pɾˈaf#}
416    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#pɾˈisk# {GOLD: >*} | *#pɾˈisk# | *#pɾˈisk# | *#pɾˈisk# {GOLD: #pɾˈisk#}
417    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#pɾˌɔndˈit# {GOLD: >*} | *#pɾˌɔndˈit# | *#pɾˌɔndˈit# | *#pɾɔndˈit# {GOLD: #pɾɔndˈit#}
418    | ... | ... | ... | ... | ... | ... | ... | ... | *#pˌɒbrɑtˈim# | *#pˌɔbɾatˈim# {GOLD: >*} | *#pˌɔbɾatˈim# | *#pˌɔbɾatˈim# | *#pɔbɾatˈim# {GOLD: #pɾɔbatˈin#}
419    | ... | ... | ... | ... | ... | ... | ... | *#bˌɑɡətˈɪjɛ# | *#bˌɑɡətˈɪː# | *#bˌaɡətˈi# {GOLD: #bˌɒɡətˈi#} | *#bˌaɡətˈi# | *#bˌaɡətˈi# | *#baktˈi# {GOLD: #baktˈi#}
420    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#bˌatˈit# {GOLD: >*} | *#bˌatˈit# | *#bˌatˈit# | *#batˈit# {GOLD: #batˈit#}
421    | ... | ... | ... | ... | ... | ... | ... | *#bˌɑɾðmˈɒʃɪ# | *#bˌɑɾmˈɒːʃ# | *#bˌaɾmˈɔːʃ# {GOLD: >*} | *#bˌaɾmˈɔːʃ# | *#bˌaɾmˈɔʃ# | *#baɾmˈɔʃ# {GOLD: #baɾmˈaʃ#}
422    | ... | ... | ... | ... | ... | ... | ... | *#bˈɑtjə# | *#bˈɑtj# | *#bˈac# {GOLD: >*} | *#bˈac# | *#bˈac# | *#bˈac# {GOLD: #bˈac#}
423    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#bˈaba# {GOLD: >*} | *#bˈabə# | *#bˈabə# | *#bˈabə# {GOLD: #bˈabə#}
424    | ... | ... | ... | ... | ... | ... | ... | *#bˌɐɡˈɑtɑ# | *#bˌɐɡˈɑtɑ# | *#bˌəɡˈata# {GOLD: #bˌɒɡˈatə#} | *#bˌəɡˈatə# | *#bəɡˈatə# | *#bəɡˈatə# {GOLD: #bəɡˈatə#}
425    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#bɾ̩t͡ʃˈik# {GOLD: >*} | *#bɾ̩t͡ʃˈik# | *#bɾ̩t͡ʃˈik# | *#bəɾt͡ʃˈik# {GOLD: #bəɾt͡ʃˈik#}
426    | ... | ... | ... | ... | ... | ... | ... | *#bɾˌɑʃtnˈikə# | *#bɾɐʃtnˈik# | *#bɾ̩ʃnˈik# {GOLD: #bˌɾ̩ʃtnˈik#} | *#bɾ̩ʃnˈik# | *#bɾ̩ʃnˈik# | *#bəɾʃnˈik# {GOLD: #bəɾʃnˈik#}
427    | ... | ... | ... | ... | ... | ... | ... | *#bˌʊɾtwˈɑtɪ# | *#bˌʊɾtwˈɑt# | *#bɾ̩tˈat# {GOLD: >*} | *#bɾ̩tˈat# | *#bɾ̩tˈat# | *#bəɾtˈat# {GOLD: #bəɾtˈat#}
428    | ... | ... | ... | ... | ... | ... | ... | *#bəɾzˈɑ̃ɾ̃ɑ# | *#bəɾzˈɑ̃ɾ̃ɑ# | *#bɾ̩zˈãɾ̃a# {GOLD: #bˌɾ̩zˈãɾ̃ə#} | *#bɾ̩zˈə̃ɾ̃ə# | *#bɾ̩zˈəɾə# | *#bəɾzˈəɾə# {GOLD: #bəɾzˈəɾə#}
429    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#bɾ̩zˈɛʃta# {GOLD: >*} | *#bɾ̩zˈɛʃtə# | *#bɾ̩zˈɛʃtə# | *#bəɾzˈɛʃtə# {GOLD: #bəɾzˈɛʃtə#}
430    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#bˌɛlˈɛva# {GOLD: >*} | *#bˌɛlˈɛvə# | *#bˌɛlˈɛvə# | *#bɛlˈɛvə# {GOLD: #bɛlˈɛvə#}
431    | ... | ... | ... | ... | ... | ... | ... | *#bˌɛːlbˈit͡sɑ# | *#bˌɛːlbˈiːt͡sɑ# | *#bˌɛːlbˈiːt͡sa# {GOLD: #bˌɛlbˈit͡sə#} | *#bˌɛːlbˈiːt͡sə# | *#bˌɛlbˈit͡sə# | *#bɛlbˈit͡sə# {GOLD: #bɛlbˈit͡sə#}
432    | ... | ... | ... | ... | ... | ... | ... | *#bˌɛːlwˈit͡sɑ# | *#bˌɛːlwˈiːt͡sɑ# | *#bˌɛːlvˈiːt͡sa# {GOLD: #bˌɛlvˈit͡sə#} | *#bˌɛːlvˈiːt͡sə# | *#bˌɛlvˈit͡sə# | *#bɛlvˈit͡sə# {GOLD: #bɛlvˈit͡sə#}
433    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#bˌɛlɾˈat# {GOLD: >*} | *#bˌɛlɾˈat# | *#bˌɛlɾˈat# | *#bɛlɾˈat# {GOLD: #bɛɾˈat#}
434    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#bˈɛʎka# {GOLD: >*} | *#bˈɛʎkə# | *#bˈɛjkə# | *#bˈɛjkə# {GOLD: #bˈɛjkə#}
435    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#bˈɛl# {GOLD: >*} | *#bˈɛl# | *#bˈɛl# | *#bˈɛl# {GOLD: #bˈɛl#}
436    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#bˈɛlt͡sa# {GOLD: >*} | *#bˈɛlt͡sə# | *#bˈɛlt͡sə# | *#bˈɛlt͡sə# {GOLD: #bˈɛlt͡sə#}
437    | ... | ... | ... | ... | ... | ... | ... | *#bwˈɪɾtkə# | *#bwˈɪːɾtk# | *#bˈɛɾk# {GOLD: >*} | *#bˈɛɾk# | *#bˈɛɾk# | *#bˈɛɾk# {GOLD: #bˈɛɾk#}
438    | ... | ... | ... | ... | ... | ... | ... | *#bˌiːʃnˈit͡sɑ# | *#bˌiːʃnˈiːt͡sɑ# | *#bˌiːʃnˈiːt͡sa# {GOLD: >*} | *#bˌiːʃnˈiːt͡sə# | *#bˌiʃnˈit͡sə# | *#biʃnˈit͡sə# {GOLD: #biʃnˈit͡sə#}
439    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#bˌɛsˈɛda# {GOLD: >*} | *#bˌɛsˈɛdə# | *#bˌɛsˈɛdə# | *#bɛsˈɛdə# {GOLD: #bisˈɛdə#}
440    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#bˌistɾˈit͡sa# {GOLD: >*} | *#bˌistɾˈit͡sə# | *#bˌistɾˈit͡sə# | *#bistɾˈit͡sə# {GOLD: #bistɾˈit͡sə#}
441    | ... | ... | ... | ... | ... | ... | ... | *#bˈisɪkə# | *#bˈiːsk# | *#bˈiːsk# {GOLD: #bˈisk#} | *#bˈiːsk# | *#bˈisk# | *#bˈisk# {GOLD: #bˈisk#}
442    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#bˈistɾ̩# {GOLD: >*} | *#bˈistɾ̩# | *#bˈistɾ̩# | *#bˈistəɾ# {GOLD: #bˈistəɾ#}
443    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#pˈistɾ̩# {GOLD: >*} | *#pˈistɾ̩# | *#pˈistɾ̩# | *#pˈistəɾ# {GOLD: #bˈistəɾ#}
444    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#bˌɔɡˈɔva# {GOLD: >*} | *#bˌɔɡˈɔvə# | *#bˌɔɡˈɔvə# | *#bɔɡˈɔvə# {GOLD: #bɔɡˈɔvə#}
445    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#bˌɔɾˈika# {GOLD: >*} | *#bˌɔɾˈikə# | *#bˌɔɾˈikə# | *#bɔɾˈikə# {GOLD: #bɔɾˈiɡə#}
446    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#bˈɔlba# {GOLD: >*} | *#bˈɔlbə# | *#bˈɔlbə# | *#bˈɔlbə# {GOLD: #bˈɔlbə#}
447    | ... | ... | ... | ... | ... | ... | ... | *#bˌuə̯lˈit͡sɑ# | *#bˌuo̯lˠˈiːt͡sɑ# | *#bˌuo̯lˠˈiːt͡sa# {GOLD: #bˌuo̯lˠˈit͡sə#} | *#bˌua̯lˠˈiːt͡sə# | *#bˌua̯lˠˈit͡sə# | *#bua̯lˠˈit͡sə# {GOLD: #bua̯lˠˈit͡sə#}
448    | ... | ... | ... | ... | ... | ... | ... | *#bˌʊɾlˈɔɡə# | *#bˌʊɾlˈɔɡ# | *#bˌulˠˈɔɡ# {GOLD: >*} | *#bˌulˠˈɔɡ# | *#bˌulˠˈɔɡ# | *#bulˠˈɔɡ# {GOLD: #bulˠˈɔɡ#}
449    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#bˌut͡ʃˈat# {GOLD: >*} | *#bˌut͡ʃˈat# | *#bˌut͡ʃˈat# | *#but͡ʃˈat# {GOLD: #but͡ʃˈat#}
450    | ... | ... | ... | ... | ... | ... | ... | *#bˌɯʃtɾˈit͡sɑ# | *#bˌɯʃtɾˈiːt͡sɑ# | *#bˌuʃtɾˈiːt͡sa# {GOLD: #bˌuʃtɾˈit͡sə#} | *#bˌuʃtɾˈiːt͡sə# | *#bˌuʃtɾˈit͡sə# | *#buʃtɾˈit͡sə# {GOLD: #buʃtɾˈit͡sə#}
451    | ... | ... | ... | ... | ... | ... | ... | *#bˈuə̯lə# | *#bˈuo̯lˠ# | *#bˈuo̯lˠ# {GOLD: #bˈuo̯lˠ#} | *#bˈua̯lˠ# | *#bˈua̯lˠ# | *#bˈua̯lˠ# {GOLD: #bˈua̯lˠ#}
452    | ... | ... | ... | ... | ... | ... | ... | *#bˈɯʃtɾə# | *#bˈɯːʃtɾ# | *#bˈuːʃtɾ̩# {GOLD: >*} | *#bˈuːʃtɾ̩# | *#bˈuʃtɾ̩# | *#bˈuʃtəɾ# {GOLD: #bˈuʃtəɾ#}
453    | ... | ... | ... | ... | ... | ... | ... | ... | ... | *#blˈana# {GOLD: >*} | *#blˈanə# | *#blˈanə# | *#blˈanə# {GOLD: #blˈanə#}
