etID  | Antique Proto-Albanian | Middle Proto-Albanian | Late Proto-Albanian |  Proto-Tosk |  Old Northern Tosk Albanian | Output {GOLD}
494    | #kˌoːnsˈilium# | *#kˌoːsˈiʎəm# | *#fʃˈiːʎ# | *#fʃˈiːʎ# | *#fʃˈij# | *#fʃˈij# {GOLD: #kəʃˈilˠ#}
495    | #kˌonskrˌiptˈɑːnioː# | *#kˌoːskrˌiptˈɑːɲoː# | *#fʃkrəftˈãːɲ# | *#fʃkɾəftˈəːɲ# | *#fʃkɾəftˈəɲ# | *#ft͡ʃkɾəftˈəɲ# {GOLD: #kuʃtɾˈɔj#}
496    | #kˌonsˌobrˈiːnus# | *#kˌoːsˌorˈiːnu# | *#fʃərˈĩː# | *#fʃəɾˈĩː# | *#fʃəɾˈi# | *#fʃəɾˈi# {GOLD: #kuʃəɾˈi#}
497    | #kˈoːnsoker# | *#kˈoːsəkər# | *#cˈɛːʃkr# | *#cˈɛːʃkɾ# | *#kˈɛʃkɾ# | *#cˈɛt͡ʃkɾ# {GOLD: #kɾˈuʃk#}
498    | #kˌonstˈɑːnioː# | *#kˌoːstˈɑːɲoː# | *#fʃtˈãːɲ# | *#fʃtˈəːɲ# | *#fʃtˈəɲ# | *#ft͡ʃtˈəɲ# {GOLD: #kuʃtˈɔj#}
499    | #kˈonsulem# | *#kˈoːsəʎəm# | *#cˈɛːʒʎ# | *#cˈɛːʒʎ# | *#cˈɛʒj# | *#cˈɛʒj# {GOLD: #kˈuʃulˠ#}
500    | #kˌontˌentˈɑːnioː# | *#kˌontˌentˈɑːɲoː# | *#kə̃ntə̃ndˈãːɲ# | *#kə̃ntə̃ndˈəːɲ# | *#kəntəndˈəɲ# | *#kəntəndˈəɲ# {GOLD: #kutəndˈɔj#}
501    | #kˈontrɑː# | *#kˈontrɑː# | *#kˈɔ̃ːndrə# | *#kˈɔ̃ːndɾə# | *#kˈɔndɾə# | *#kˈɔndɾə# {GOLD: #kˈundəɾ#}
502    | #kˌontrˈɑːrius# | *#kˌontrˈɑːrju# | *#kə̃ndrˈɛːrj# | *#kə̃ndɾˈɛːɾj# | *#kəndɾˈɛɾj# | *#kəndɾˈɛɾj# {GOLD: #kundɾˈua̯lˠ#}
503    | #kˌontrɑːstˈɑːrium# | *#kˌontrɑːstˈɑːrjəm# | *#kə̃ntrəʃtˈɛːrj# | *#kə̃ntɾəʃtˈɛːɾj# | *#kəntɾəʃtˈɛɾj# | *#kəntɾət͡ʃtˈɛɾj# {GOLD: #kundəɾʃtˈaɾ#}
504    | #kˌonˈukulɑm# | *#kˌonˈukəlːəm# | *#kə̃nˈuklː# | *#kə̃ɾˈuklˠ# | *#kəɾˈuklˠ# | *#kəɾˈuklˠ# {GOLD: #kɔnˈuɾkə#}
505    | #kˌonwˌentˈɑːnioː# | *#kˌonwˌentˈɑːɲoː# | *#kə̃nmə̃ndˈãːɲ# | *#kə̃nmbə̃ndˈəːɲ# | *#kənmbəndˈəɲ# | *#kənmbəndˈəɲ# {GOLD: #kuvɛndˈɔj#}
506    | #kˌonwˈentum# | *#kˌonwˈentəm# | *#kə̃nwjˈɛ̃ːnd# | *#kə̃nwjˈɛ̃ːnd# | *#kənwjˈɛnd# | *#kənwjˈɛnd# {GOLD: #kuvˈɛnd#}
507    | #kˌoˌopertˈuːrɑ# | *#kwˌopertˈuːrɑ# | *#kəpərtˈyːrə# | *#kəpəɾtˈyːɾə# | *#kəpəɾtˈyɾə# | *#kəpəɾtˈyɾə# {GOLD: #kyptˈyɾə#}
508    | #kˈorbulɑm# | *#kˈorbəlːəm# | *#kˈɔːrblː# | *#kˈɔːɾblˠ# | *#kˈɔɾblˠ# | *#kˈɔɾblˠ# {GOLD: #kˈɔɾbulˠ#}
509    | #kʰˈordɑ# | *#kˈordɑ# | *#kˈɔːrðə# | *#kˈɔːɾðə# | *#kˈɔɾðə# | *#kˈɔɾðə# {GOLD: #kˈɔɾðə#}
510    | #kˈorium# | *#kˈorjəm# | *#cˈɛːrj# | *#cˈɛːɾj# | *#cˈɛɾj# | *#cˈɛɾj# {GOLD: #kˈua̯#}
511    | #kˌornˈikulus# | *#kˌornˈikəlːu# | *#kərnˈɛklː# | *#kərˈɛklˠ# | *#kərˈɛklˠ# | *#kərˈɛklˠ# {GOLD: #kɾɔɲɟˈilˠ#}
512    | #kˌornˈuːtɑm# | *#kˌornˈuːtəm# | *#kərnˈyt# | *#kərˈyt# | *#kərˈyt# | *#kərˈyt# {GOLD: #kərˈutə#}
513    | #kˌorˈoːnɑm# | *#kˌorˈoːnəm# | *#kərˈɛ̃ː# | *#kəɾˈɛ̃ː# | *#kəɾˈɛ# | *#kəɾˈɛ# {GOLD: #kuɾˈɔɾə#}
514    | #kˈorpus# | *#kˈorpu# | *#kˈɔːrp# | *#kˈɔːɾp# | *#kˈɔɾp# | *#kˈɔɾp# {GOLD: #kˈɔɾp#}
515    | #kˈortem# | *#kˈortəm# | *#kˈɔːrt# | *#kˈɔːɾt# | *#kˈɔɾt# | *#kˈɔɾt# {GOLD: #kˈuɾt#}
516    | #kˌortˈiːnɑm# | *#kˌortˈiːnəm# | *#kərtˈĩː# | *#kəɾtˈĩː# | *#kəɾtˈi# | *#kəɾtˈi# {GOLD: #kuɾtˈinə#}
517    | #kˌohˈortem# | *#kˌohˈortəm# | *#kəhˈɔːrt# | *#kəhˈɔːɾt# | *#kəhˈɔɾt# | *#kəhˈɔɾt# {GOLD: #kˈuɾt#}
518    | #kʰˈorum# | *#kˈorəm# | *#kˈɔːr# | *#kˈɔːɾ# | *#kˈɔɾ# | *#kˈɔɾ# {GOLD: #kˈua̯ɾ#}
519    | #kˌorwˈiːnus# | *#kˌorbˈiːnu# | *#kərbˈĩː# | *#kəɾbˈĩː# | *#kəɾbˈi# | *#kəɾbˈi# {GOLD: #kuɾbˈi#}
520    | #kˈorwum# | *#kˈorbəm# | *#kˈɔːrb# | *#kˈɔːɾb# | *#kˈɔɾb# | *#kˈɔɾb# {GOLD: #kˈɔɾb#}
521    | #kˈossus# | *#kˈossu# | *#kˈɔːʃʃ# | *#kˈɔːʃʃ# | *#kˈɔʃʃ# | *#kˈɔt͡ʃʃ# {GOLD: #kˈɔʃ#}
522    | #kˌotˈoːneum# | *#kˌotˈoːɲəm# | *#ftˈɛ̃ːɲ# | *#ftˈɛ̃ːɲ# | *#ftˈɛɲ# | *#ftˈɛɲ# {GOLD: #ftˈua̯#}
523    | #kˌottidzˈɑːnioː# | *#kˌottidzˈɑːɲoː# | *#fttədzˈãːɲ# | *#fttədzˈəːɲ# | *#fttədzˈəɲ# | *#fttədzˈəɲ# {GOLD: #kud͡zˈɔj#}
524    | #krˈɑːbrae̯# | *#krˈɑːrɛ# | *#krˈie̯r# | *#kɾˈie̯ɾ# | *#kɾˈie̯ɾ# | *#kɾˈie̯ɾ# {GOLD: #ɡɾˈɛɾə#}
525    | #krˈɑːpulus# | *#krˈɑːpəlːu# | *#krˈaplː# | *#kɾˈaplˠ# | *#kɾˈaplˠ# | *#kɾˈaplˠ# {GOLD: #kɾˈɛpulˠ#}
526    | #krˈɑːtem# | *#krˈɑːtəm# | *#krˈat# | *#kɾˈat# | *#kɾˈat# | *#kɾˈat# {GOLD: #kɾˈat#}
527    | #krˈɑːtem# | *#krˈɑːtəm# | *#krˈat# | *#kɾˈat# | *#kɾˈat# | *#kɾˈat# {GOLD: #ɡɾˈatə#}
528    | #krˌeˈɑːnioː# | *#krjˈɑːɲoː# | *#krjˈãːɲ# | *#kɾjˈəːɲ# | *#kɾjˈəɲ# | *#kɾjˈəɲ# {GOLD: #kɾijˈɔj#}
529    | #krˌeˈɑːntiɑ# | *#krjˈɑːntjɑ# | *#krjˈɛ̃ːn?ə# | *#kɾjˈɛ̃ːn?ə# | *#kɾjˈɛn?ə# | *#kɾjˈɛn?ə# {GOLD: #kɾijˈɛsə#}
530    | #krˌeˈɑːtioː# | *#krjˈɑːtjoː# | *#krjˈɛ?# | *#kɾjˈɛ?# | *#kɾjˈɛ?# | *#kɾjˈɛ?# {GOLD: #kɾijˈɛsə#}
531    | #krˌeɑːtˈuːrɑm# | *#krjɑːtˈuːrəm# | *#krjətˈyːr# | *#kɾjətˈyːɾ# | *#kɾjətˈyɾ# | *#kɾjətˈyɾ# {GOLD: #kɾɛatˈyɾə#}
532    | #krˈeːtikum# | *#krˈeːtəkəm# | *#krˈɛtk# | *#kɾˈɛtk# | *#kɾˈɛtk# | *#kɾˈɛtk# {GOLD: #kɾˈɛkə#}
533    | #krˈismɑm# | *#krˈisməm# | *#krˈɛːʒmb# | *#kɾˈɛːʒmb# | *#kɾˈɛʒmb# | *#kɾˈɛʒmb# {GOLD: #kɾˈɛzəm#}
534    | #krˌismˈɑːnioː# | *#krˌismˈɑːɲoː# | *#krəʒmˈãːɲ# | *#kɾəʒmˈəːɲ# | *#kɾəʒmˈəɲ# | *#kɾəʒmˈəɲ# {GOLD: #kɾɛzmˈɔj#}
535    | #krˈispɑ# | *#krˈispɑ# | *#krˈɛːʃpə# | *#kɾˈɛːʃpə# | *#kɾˈɛʃpə# | *#kɾˈɛt͡ʃpə# {GOLD: #kɾˈɛʃpə#}
536    | #krˈistɑm# | *#krˈistəm# | *#krˈɛːʃt# | *#kɾˈɛːʃt# | *#kɾˈɛʃt# | *#kɾˈɛt͡ʃt# {GOLD: #kɾˈɛʃtə#}
537    | #kʰrˌistiˈɑːnus# | *#krˌistjˈɑːnu# | *#krəʃ?ˈãː# | *#kɾəʃ?ˈəː# | *#kɾəʃ?ˈə# | *#kɾət͡ʃ?ˈə# {GOLD: #kɾiʃtˈɛɾə#}
538    | #kʰrˌistiˈɑːnus# | *#krˌistjˈɑːnu# | *#krəʃ?ˈãː# | *#kɾəʃ?ˈəː# | *#kɾəʃ?ˈə# | *#kɾət͡ʃ?ˈə# {GOLD: #kəɾʃtˈɛɾə#}
539    | #kʰrˌistiˈɑːnus# | *#krˌistjˈɑːnu# | *#krəʃ?ˈãː# | *#kɾəʃ?ˈəː# | *#kɾəʃ?ˈə# | *#kɾət͡ʃ?ˈə# {GOLD: #kəʃtˈəɾ#}
540    | #kʰrˌistiːnɑːtˈɑːlɑm# | *#krˌistiːnɑːtˈɑːlːəm# | *#krəʃtə̃ndˈaːlː# | *#kɾəʃtə̃ndˈaːlˠ# | *#kɾəʃtəndˈalˠ# | *#kɾət͡ʃtəndˈalˠ# {GOLD: #kəɾʃəndˈɛla#}
541    | #kʰrˈistus# | *#krˈistu# | *#krˈɛːʃt# | *#kɾˈɛːʃt# | *#kɾˈɛʃt# | *#kɾˈɛt͡ʃt# {GOLD: #kɾˈiʃt#}
542    | #krˈokulum# | *#krˈokəlːəm# | *#krˈɔklː# | *#kɾˈɔklˠ# | *#kɾˈɔklˠ# | *#kɾˈɔklˠ# {GOLD: #kɾˈɔkulˠ#}
543    | #krˈonsokum# | *#krˈoːsəkəm# | *#krˈɛːʃk# | *#kɾˈɛːʃk# | *#kɾˈɛʃk# | *#kɾˈɛt͡ʃk# {GOLD: #kɾˈuʃk#}
544    | #krˈukem# | *#krˈukəm# | *#krˈuk# | *#kɾˈuk# | *#kɾˈuk# | *#kɾˈuk# {GOLD: #kɾˈyc#}
545    | #krˈuptɑm# | *#krˈuptəm# | *#krˈuːft# | *#kɾˈuːft# | *#kɾˈuft# | *#kɾˈuft# {GOLD: #ɡɾˈɔftə#}
546    | #kˈubitus# | *#kˈuətu# | *#kˈut# | *#kˈut# | *#kˈut# | *#kˈut# {GOLD: #kˈut#}
547    | #kˌukˈurbitɑ# | *#kˌukˈurbətɑ# | *#kəkˈuːrftə# | *#kəkˈuːɾftə# | *#kəkˈuɾftə# | *#kəkˈuɾftə# {GOLD: #kˈultə#}
548    | #kˈukurum# | *#kˈukərəm# | *#kˈukr# | *#kˈukɾ# | *#kˈukɾ# | *#kˈukɾ# {GOLD: #kˈukuɾ#}
549    | #kˌukˈuːtɑm# | *#kˌukˈuːtəm# | *#kəcˈyt# | *#kəcˈyt# | *#kəcˈyt# | *#kəcˈyt# {GOLD: #kukˈutə#}
550    | #kˈulkitrɑ# | *#kˈulkətrɑ# | *#kˈuːlftrə# | *#kˈuːlftɾə# | *#kˈulftɾə# | *#kˈulftɾə# {GOLD: #kˈultəɾ#}
551    | #kˈulmen# | *#kˈulːən# | *#kˈuːlːn# | *#kˈuːlˠn# | *#kˈulˠn# | *#kˈulˠn# {GOLD: #kˈulm#}
552    | #kˈumulus# | *#kˈuməlːu# | *#kˈũːmlː# | *#kˈũːmlˠ# | *#kˈumlˠ# | *#kˈumlˠ# {GOLD: #kˈumulˠ#}
553    | #kˈumulus# | *#kˈuməlːu# | *#kˈũːmlː# | *#kˈũːmlˠ# | *#kˈumlˠ# | *#kˈumlˠ# {GOLD: #kˈulˠm#}
554    | #kˈuneum# | *#kˈuɲəm# | *#kˈũːɲ# | *#kˈũːɲ# | *#kˈuɲ# | *#kˈuɲ# {GOLD: #kˈuɲ#}
555    | #kˌuneˈɑːnioː# | *#kˌuɲˈɑːɲoː# | *#kə̃ɲˈãːɲ# | *#kə̃ɲˈəːɲ# | *#kəɲˈəɲ# | *#kəɲˈəɲ# {GOLD: #kuɲˈɔj#}
556    | #kˌunktˈɑːnioː# | *#kˌunktˈɑːɲoː# | *#kə̃ftˈãːɲ# | *#kə̃ftˈəːɲ# | *#kəftˈəɲ# | *#kəftˈəɲ# {GOLD: #kundˈɔj#}
557    | #kˈuppum# | *#kˈuppəm# | *#kˈupp# | *#kˈupp# | *#kˈupp# | *#kˈupp# {GOLD: #kˈup#}
558    | #kˈuppɑm# | *#kˈuppəm# | *#kˈupp# | *#kˈupp# | *#kˈupp# | *#kˈupp# {GOLD: #kˈupə#}
559    | #kˌuːrˈɑːnioː# | *#kˌuːrˈɑːɲoː# | *#kərˈãːɲ# | *#kəɾˈəːɲ# | *#kəɾˈəɲ# | *#kəɾˈəɲ# {GOLD: #cəɾˈɔj#}
560    | #kˌurtiˈɑːnioː# | *#kˌurtjˈɑːɲoː# | *#kər?ˈãːɲ# | *#kəɾ?ˈəːɲ# | *#kəɾ?ˈəɲ# | *#kəɾ?ˈəɲ# {GOLD: #kuɾsˈɛj#}
561    | #kwˌɑdrˈɑntem# | *#kwˌɑdrˈɑntəm# | *#kədrˈãːnd# | *#kədɾˈəːnd# | *#kədɾˈənd# | *#kədɾˈənd# {GOLD: #kɔðɾˈant#}
562    | #kwˌɑdrˈiːɡɑ# | *#kwˌɑdrˈiːɡɑ# | *#kədrˈiɡə# | *#kədɾˈiɡə# | *#kədɾˈiɡə# | *#kədɾˈiɡə# {GOLD: #karˈiɡə#}
563    | #kwˌɑdrˈeːsimɑm# | *#kwˌɑdrˈeːsəməm# | *#kədrˈiːʒmb# | *#kədɾˈiːʒmb# | *#kədɾˈiʒmb# | *#kədɾˈiʒmb# {GOLD: #kɾˈɛʃmə#}
564    | #kwˈɑdrum# | *#kwˈɑdrəm# | *#kˈadr# | *#kˈadɾ# | *#kˈadɾ# | *#kˈadɾ# {GOLD: #kˈɔdəɾ#}
565    | #kwˌae̯rˈonioː# | *#kwˌɛrˈoɲoː# | *#kərˈɔ̃ːɲ# | *#kəɾˈɔ̃ːɲ# | *#kəɾˈɔɲ# | *#kəɾˈɔɲ# {GOLD: #cəɾˈɔj#}
566    | #kwˈae̯stioː# | *#kwˈɛstjoː# | *#cˈiːʃ?# | *#cˈiːʃ?# | *#kˈiʃ?# | *#cˈit͡ʃ?# {GOLD: #t͡ʃˈəʃtjɛ#}
567    | #kwˈɑːrtɑ# | *#kwˈɑːrtɑ# | *#kˈaːrtə# | *#kˈaːɾtə# | *#kˈaɾtə# | *#kˈaɾtə# {GOLD: #kˈaɾtə#}
568    | #kwˈɑrtɑ# | *#kwˈɑrtɑ# | *#kˈaːrtə# | *#kˈaːɾtə# | *#kˈaɾtə# | *#kˈaɾtə# {GOLD: #kˈɔɾtə#}
569    | #kwˈɑrtum# | *#kwˈɑrtəm# | *#kˈaːrt# | *#kˈaːɾt# | *#kˈaɾt# | *#kˈaɾt# {GOLD: #kˈɔɾt#}
570    | #kwˌɑsˈillɑ# | *#kwˌɑsˈilɑ# | *#fʃˈaːlə# | *#fʃˈaːlə# | *#fʃˈalə# | *#fʃˈalə# {GOLD: #kaçˈilə#}
571    | #kwˌɑsˈillɑ# | *#kwˌɑsˈilɑ# | *#fʃˈaːlə# | *#fʃˈaːlə# | *#fʃˈalə# | *#fʃˈalə# {GOLD: #kaʃˈilə#}
572    | #kwˈɑttuor# | *#kwˈɑttwər# | *#kˈattwr# | *#kˈattwɾ# | *#kˈattwɾ# | *#kˈattwɾ# {GOLD: #kˈatəɾ#}
573    | #kwˌiː# | *#kwˌiː# | *#k# | *#k# | *#k# | *#k# {GOLD: #cə#}
574    | #kwiˈeːtus# | *#kwjˈeːtu# | *#cjˈɛt# | *#cjˈɛt# | *#cjˈɛt# | *#cjˈɛt# {GOLD: #cɛtə#}
575    | #kwˈiːs# | *#kwˈiː# | *#cˈi# | *#cˈi# | *#cˈi# | *#cˈi# {GOLD: #cˈyʃ#}
576    | #kʰˈylum# | *#kˈilːəm# | *#cˈɛːlː# | *#cˈɛːlˠ# | *#cˈɛlˠ# | *#cˈɛlˠ# {GOLD: #cˈulˠ#}
577    | #kˈyːmɑ# | *#kˈiːmɑ# | *#cˈĩːmə# | *#cˈĩːmbə# | *#cˈimbə# | *#cˈimbə# {GOLD: #cˈimə#}
578    | #kˈypreum# | *#kˈiprjəm# | *#cˈiprj# | *#cˈipɾj# | *#cˈipɾj# | *#cˈipɾj# {GOLD: #cˈipəɾ#}
579    | #lˌɑboːrˈɑːnioː# | *#lˌɑoːrˈɑːɲoː# | *#ləərˈãːɲ# | *#ləəɾˈəːɲ# | *#ləəɾˈəɲ# | *#ləəɾˈəɲ# {GOLD: #ləɾˈɔj#}
580    | #lˌɑːbrˈuskɑ# | *#lˌɑːrˈuskɑ# | *#lərˈuːʃkə# | *#ləɾˈuːʃkə# | *#ləɾˈuʃkə# | *#ləɾˈut͡ʃkə# {GOLD: #laɾˈuʃkə#}
581    | #lˌɑkˈoːnem# | *#lˌɑkˈoːnəm# | *#lcˈɛ̃ː# | *#lcˈɛ̃ː# | *#lcˈɛ# | *#lcˈɛ# {GOLD: #ləkˈua̯#}
582    | #lˈɑksɑm# | *#lˈɑksəm# | *#lˈaːfʃ# | *#lˈaːfʃ# | *#lˈafʃ# | *#lˈafʃ# {GOLD: #lˈafʃə#}
583    | #lˌɑksˈɑːnioː# | *#lˌɑksˈɑːɲoː# | *#ləfʃˈãːɲ# | *#ləfʃˈəːɲ# | *#ləfʃˈəɲ# | *#ləfʃˈəɲ# {GOLD: #ləʃˈɔj#}
584    | #lˈɑkweum# | *#lˈɑkwjəm# | *#lˈɛcj# | *#lˈɛcj# | *#lˈɛcj# | *#lˈɛcj# {GOLD: #lˈak#}
585    | #lˌɑnɡwˈeːnioː# | *#lˌɑnɡwˈeːɲoː# | *#lə̃nɟˈɛ̃ːɲ# | *#lə̃nɟˈɛ̃ːɲ# | *#lənɟˈɛɲ# | *#lənɟˈɛɲ# {GOLD: #ləŋɡˈɔj#}
586    | #lˌɑnɡwˈoːriɑ# | *#lˌɑnɡwˈoːrjɑ# | *#lə̃nɟˈɛːrɛ# | *#lə̃nɟˈɛːɾɛ# | *#lənɟˈɛɾɛ# | *#lənɟˈɛɾɛ# {GOLD: #ləɲɟˈyɾə#}
587    | #lˌɑnɡwˈoːrem# | *#lˌɑnɡwˈoːrəm# | *#lə̃nɟˈɛːr# | *#lə̃nɟˈɛːɾ# | *#lənɟˈɛɾ# | *#lənɟˈɛɾ# {GOLD: #ləɲɟˈyɛɾ#}
588    | #lˌɑnkiˈɑːriɑm# | *#lˌɑnkjˈɑːrjəm# | *#lə̃nɟjˈɛːrj# | *#lə̃nɟjˈɛːɾj# | *#lənɟjˈɛɾj# | *#lənɟjˈɛɾj# {GOLD: #ləɲɟˈɛɾɛ#}
589    | #lˌɑpˈɑtʰiɑ# | *#lˌɑpˈɑtjɑ# | *#lpˈɛ?ə# | *#lpˈɛ?ə# | *#lpˈɛ?ə# | *#lpˈɛ?ə# {GOLD: #ləpjˈɛtə#}
590    | #lˈɑːrɡum# | *#lˈɑːrɡəm# | *#lˈaːrɡ# | *#lˈaːɾɡ# | *#lˈaɾɡ# | *#lˈaɾɡ# {GOLD: #lˈaɾɡ#}
591    | #lˈɑːridum# | *#lˈɑːrədəm# | *#lˈaːrð# | *#lˈaːɾð# | *#lˈaɾð# | *#lˈaɾð# {GOLD: #lˈaɾð#}
592    | #lˌɑssˈɑːnioː# | *#lˌɑssˈɑːɲoː# | *#ləʃʃˈãːɲ# | *#ləʃʃˈəːɲ# | *#ləʃʃˈəɲ# | *#lət͡ʃʃˈəɲ# {GOLD: #ləʃˈɔj#}
593    | #lˈɑssus# | *#lˈɑssu# | *#lˈaːʃʃ# | *#lˈaːʃʃ# | *#lˈaʃʃ# | *#lˈat͡ʃʃ# {GOLD: #lˈaʃ#}
594    | #lˌɑtˈiːnus# | *#lˌɑtˈiːnu# | *#ltˈĩː# | *#ltˈĩː# | *#ltˈi# | *#ltˈi# {GOLD: #lətˈi#}
595    | #lˌɑwˈɑːnioː# | *#lˌɑˈɑːɲoː# | *#lˈãːɲ# | *#lˈəːɲ# | *#lˈəɲ# | *#lˈəɲ# {GOLD: #lˈaj#}
596    | #lˌɑwɑːtˈuːrɑ# | *#lˌɑɑːtˈuːrɑ# | *#ləətˈyːrə# | *#ləətˈyːɾə# | *#ləətˈyɾə# | *#ləətˈyɾə# {GOLD: #latˈyɾə#}
597    | #lˌɑwdˈɑːnioː# | *#lˌɑwdˈɑːɲoː# | *#ldˈãːɲ# | *#ldˈəːɲ# | *#ldˈəɲ# | *#ldˈəɲ# {GOLD: #ləvdˈɔj#}
598    | #lˈɑwdem# | *#lˈɑwdəm# | *#lˈad# | *#lˈad# | *#lˈad# | *#lˈad# {GOLD: #lˈavd#}
599    | #lˌɑwkˈɑːrum# | *#lˌɑwkˈɑːrəm# | *#ʎkˈaːr# | *#ʎkˈaːɾ# | *#jkˈaɾ# | *#jkˈaɾ# {GOLD: #lifcˈaɾ#}
600    | #lˈɑwrum# | *#lˈɑwrəm# | *#lˈaːr# | *#lˈaːɾ# | *#lˈaɾ# | *#lˈaɾ# {GOLD: #lˈaɾ#}
601    | #lˈeːɡem# | *#lˈeːɡəm# | *#lˈɛɡ# | *#lˈɛɡ# | *#lˈɛɡ# | *#lˈɛɡ# {GOLD: #lˈiɟ#}
602    | #lˌentˈɑːnioː# | *#lˌentˈɑːɲoː# | *#lə̃ndˈãːɲ# | *#lə̃ndˈəːɲ# | *#ləndˈəɲ# | *#ləndˈəɲ# {GOLD: #ləndˈɔj#}
603    | #lˈentem# | *#lˈentəm# | *#ljˈɛ̃ːnd# | *#ljˈɛ̃ːnd# | *#ljˈɛnd# | *#ljˈɛnd# {GOLD: #lˈənd#}
604    | #leˈoːnem# | *#ʎˈoːnəm# | *#ʎˈɛ̃ː# | *#ʎˈɛ̃ː# | *#jˈɛ# | *#jˈɛ# {GOLD: #luˈan#}
605    | #lˈeporem# | *#lˈepərəm# | *#ljˈɛpr# | *#ljˈɛpɾ# | *#ljˈɛpɾ# | *#ljˈɛpɾ# {GOLD: #lˈɛpuɾ#}
606    | #lˈeporis# | *#lˈepəri# | *#lˈipr# | *#lˈipɾ# | *#lˈipɾ# | *#lˈipɾ# {GOLD: #lˈɛpuj#}
607    | #lˈeprɑ# | *#lˈeprɑ# | *#ljˈɛprə# | *#ljˈɛpɾə# | *#ljˈɛpɾə# | *#ljˈɛpɾə# {GOLD: #lˈɛpəɾ#}
608    | #lˈiːberum# | *#lˈiːərəm# | *#lˈiːr# | *#lˈiːɾ# | *#lˈiɾ# | *#lˈiɾ# {GOLD: #lˈiɾə#}
609    | #lˈiːberum# | *#lˈiːərəm# | *#lˈiːr# | *#lˈiːɾ# | *#lˈiɾ# | *#lˈiɾ# {GOLD: #lˈibəɾ#}
610    | #lˌiːberˈɑːnioː# | *#lˌiːerˈɑːɲoː# | *#ləərˈãːɲ# | *#ləəɾˈəːɲ# | *#ləəɾˈəɲ# | *#ləəɾˈəɲ# {GOLD: #liɾˈɔj#}
611    | #lˌiɡɑːtˈuːrɑ# | *#lˌiɡɑːtˈuːrɑ# | *#ləjətˈyːrə# | *#ləjətˈyːɾə# | *#ləjətˈyɾə# | *#ləjətˈyɾə# {GOLD: #liktˈyɾə#}
612    | #lˈiːlium# | *#lˈiːʎəm# | *#lˈiːʎ# | *#lˈiːʎ# | *#lˈij# | *#lˈij# {GOLD: #lˈil#}
613    | #lˈiːkium# | *#lˈiːkjəm# | *#lˈicj# | *#lˈicj# | *#lˈicj# | *#lˈicj# {GOLD: #lˈic#}
614    | #lˈiːmɑ# | *#lˈiːmɑ# | *#lˈĩːmə# | *#lˈĩːmbə# | *#lˈimbə# | *#lˈimbə# {GOLD: #lˈimə#}
615    | #lˌiːmˈɑːnioː# | *#lˌiːmˈɑːɲoː# | *#lə̃mˈãːɲ# | *#lə̃mˈəːɲ# | *#ləmˈəɲ# | *#ləmˈəɲ# {GOLD: #ləmˈɔj#}
616    | #lˈiːnum# | *#lˈiːnəm# | *#lˈĩː# | *#lˈĩː# | *#lˈi# | *#lˈi# {GOLD: #lˈi#}
617    | #lˈiːneɑ# | *#lˈiːɲɑ# | *#lˈĩːɲə# | *#lˈĩːɲə# | *#lˈiɲə# | *#lˈiɲə# {GOLD: #lˈiɲə#}
618    | #lˌippitˈuːrɑ# | *#lˌippitˈuːrɑ# | *#lppətˈyːrə# | *#lppətˈyːɾə# | *#lppətˈyɾə# | *#lppətˈyɾə# {GOLD: #lɛptˈyɾə#}
619    | #lˈitterɑm# | *#lˈittərəm# | *#lˈɛttr# | *#lˈɛttɾ# | *#lˈɛttɾ# | *#lˈɛttɾ# {GOLD: #lˈɛtəɾ#}
620    | #lˌuːdˈonioː# | *#lˌuːdˈoɲoː# | *#lˈɔ̃ːɲ# | *#lˈɔ̃ːɲ# | *#lˈɔɲ# | *#lˈɔɲ# {GOLD: #lˈua̯j#}
621    | #lˌukˈernɑm# | *#lˌukˈernəm# | *#lcjˈɛːrn# | *#lcjˈɛːɾn# | *#lcjˈɛɾn# | *#lcjˈɛɾn# {GOLD: #lucˈɛrə#}
622    | #lˈukrum# | *#lˈukrəm# | *#lˈukr# | *#lˈukɾ# | *#lˈukɾ# | *#lˈukɾ# {GOLD: #lˈukəɾ#}
623    | #lˈuktɑm# | *#lˈuktəm# | *#lˈuːft# | *#lˈuːft# | *#lˈuft# | *#lˈuft# {GOLD: #lˈuftə#}
624    | #lˌuktˈɑːnioː# | *#lˌuktˈɑːɲoː# | *#ləftˈãːɲ# | *#ləftˈəːɲ# | *#ləftˈəɲ# | *#ləftˈəɲ# {GOLD: #ləftˈɔj#}
625    | #lˌuktɑtˈoːrem# | *#lˌuktɑtˈoːrəm# | *#ləftətˈɛːr# | *#ləftətˈɛːɾ# | *#ləftətˈɛɾ# | *#ləftətˈɛɾ# {GOLD: #luftətˈaɾ#}
626    | #lˈuntrem# | *#lˈuntrəm# | *#lˈũːndr# | *#lˈũːndɾ# | *#lˈundɾ# | *#lˈundɾ# {GOLD: #lˈundəɾ#}
627    | #lˌupekkˈɑːtus# | *#lˌupekkˈɑːtu# | *#lpəkkˈat# | *#lpəkkˈat# | *#lpəkkˈat# | *#lpəkkˈat# {GOLD: #lˈuɡat#}
628    | #lˌupukˈerwulum# | *#lˌupukˈerbəlːəm# | *#lpəcjˈɛːrblː# | *#lpəcjˈɛːɾblˠ# | *#lpəcjˈɛɾblˠ# | *#lpəcjˈɛɾblˠ# {GOLD: #lucˈɛɾbulˠ#}
