etID  | Classical Proto-Albanian | Middle Proto-Albanian I | Middle Proto-Albanian II | Late Proto-Albanian I | Late Proto-Albanian II | Late Proto-Albanian III | Proto-Tosk-SGheg {GOLD} | Proto-Tosk {GOLD} | Old North Tosk {GOLD} | Output {GOLD}
942    | #skʷˈɑːtum# | *#skʷˈɑːtʊ# | *#skʷˈɑtu# | *#skˈatu# | *#ʃkˈatu# | *#ʃkˈatə# | *#ʃkˈat# {GOLD: >*} | *#ʃkˈat# {GOLD: >*} | *#ʃkˈat# {GOLD: >*} | *#ʃkˈat# {GOLD: #ʃkˈat#}
943    | #sˈulkum# | *#sˈʊlkʊ# | *#sˈulku# | *#sˈulku# | *#ʃˈulku# | *#ʃˈuːlkə# | *#ʃˈuːʎk# {GOLD: >*} | *#ʃˈuːʎk# {GOLD: >*} | *#ʃˈujk# {GOLD: >*} | *#ʃˈujk# {GOLD: #ʃlˈuk#}
944    | #sˈokɑ# | *#sˈɒkɑ# | *#sˈokɑ# | *#sˈoka# | *#ʃˈɔka# | *#ʃˈɔka# | *#ʃˈɔkə# {GOLD: >*} | *#ʃˈɔkə# {GOLD: >*} | *#ʃˈɔkə# {GOLD: >*} | *#ʃˈɔkə# {GOLD: #ʃˈɔkə#}
945    | #sˈokiɑ# | *#sˈɒkjɑ# | *#sˈokjɑ# | *#sˈocja# | *#ʃˈɔcja# | *#ʃˈɔcja# | *#ʃˈɔcɛ# {GOLD: >*} | *#ʃˈɔcɛ# {GOLD: >*} | *#ʃˈɔcɛ# {GOLD: >*} | *#ʃˈɔcɛ# {GOLD: #ʃˈɔcɛ#}
946    | #sˈokium# | *#sˈɒkjʊ# | *#sˈokju# | *#sˈocju# | *#ʃˈɔcju# | *#ʃˈɔcjə# | *#ʃˈɔc# {GOLD: >*} | *#ʃˈɔc# {GOLD: >*} | *#ʃˈɔc# {GOLD: >*} | *#ʃˈɔc# {GOLD: #ʃˈɔc#}
947    | #sˈolɑ# | *#sˈɒlɑ# | *#sˈolɑ# | *#sˈola# | *#ʃˈɔla# | *#ʃˈɔːlˠa# | *#ʃˈɔːlˠə# {GOLD: >*} | *#ʃˈɔːlˠə# {GOLD: >*} | *#ʃˈɔlˠə# {GOLD: >*} | *#ʃˈɔlˠə# {GOLD: #ʃˈɔlˠə#}
948    | #sˌoːlˈɑːnum# | *#sˌulˈɑːnʊ# | *#sˌulˈɑnu# | *#sˌulˈanu# | *#ʃˌulˈãɾ̃u# | *#ʃˌulˠˈãɾ̃ə# | *#ʃˌulˠˈʌ̃# {GOLD: #ʃulˠˈɑ̃#} | *#ʃˌulˠˈə̃# {GOLD: >*} | *#ʃˈulˠə# {GOLD: >*} | *#ʃˈulˠə# {GOLD: #ʃˈulˠə#}
949    | #sˈolum# | *#sˈɒlʊ# | *#sˈolu# | *#sˈolu# | *#ʃˈɔlu# | *#ʃˈuo̯lˠə# | *#ʃˈuo̯lˠ# {GOLD: >*} | *#ʃˈua̯lˠ# {GOLD: >*} | *#ʃˈua̯lˠ# {GOLD: >*} | *#ʃˈua̯lˠ# {GOLD: #ʃˈua̯lˠ#}
950    | #sˈorbɑ# | *#sˈɒrbɑ# | *#sˈorbɑ# | *#sˈorba# | *#ʃˈɔɾba# | *#ʃˈɔːɾba# | *#ʃˈɔːɾbə# {GOLD: >*} | *#ʃˈɔːɾbə# {GOLD: #ʃˈuɾbə#} | *#ʃˈɔɾbə# {GOLD: >*} | *#ʃˈɔɾbə# {GOLD: #ʃˈuɾbə#}
951    | #sˈortem# | *#sˈɒrtɛ# | *#sˈortɛ# | *#sˈortɪ# | *#ʃˈɔɾtɪ# | *#ʃˈɔːɾtə# | *#ʃˈɔːɾt# {GOLD: >*} | *#ʃˈɔːɾt# {GOLD: >*} | *#ʃˈɔɾt# {GOLD: >*} | *#ʃˈɔɾt# {GOLD: #ʃˈɔɾt#}
952    | #sˌortˈiːkɑ# | *#sˌʊrtˈikɑ# | *#sˌurtˈikɑ# | *#sˌurtˈika# | *#ʃˌuɾtˈika# | *#ʃˌuɾtˈika# | *#ʃˌuɾtˈikə# {GOLD: >*} | *#ʃˌuɾtˈikə# {GOLD: >*} | *#ʃuɾtˈikə# {GOLD: >*} | *#ʃuɾtˈikə# {GOLD: #ʃɔɾtˈɛkə#}
953    | #sˌortileɡˈiːɑ# | *#sˌʊrtɪlɛɡˈiɑ# | *#sˌurtelɛɡˈijɑ# | *#sˌurtɪlɪɟˈija# | *#ʃˌuɾtɪlɪɟˈija# | *#ʃˌuɾtəlɟˈija# | *#ʃˌuɾtl̩ɟˈiː# {GOLD: #ʃɛrɛɟˈi#} | *#ʃˌuɾtl̩ɟˈiː# {GOLD: >*} | *#ʃuɾtl̩ɟˈi# {GOLD: >*} | *#ʃuɾtəlɟˈi# {GOLD: #ʃɛrəɟi#}
954    | #spˈɑtʰɑm# | *#spˈɑtʰɑ# | *#spˈɑtɑ# | *#spˈata# | *#ʃpˈata# | *#ʃpˈata# | *#ʃpˈatə# {GOLD: >*} | *#ʃpˈatə# {GOLD: >*} | *#ʃpˈatə# {GOLD: #ʃpˈatə#} | *#ʃpˈatə# {GOLD: #ʃpˈatə#}
955    | #spˈɑtʰulɑ# | *#spˈɑtʰʊlɑ# | *#spˈɑtulɑ# | *#spˈatula# | *#ʃpˈatula# | *#ʃpˈatulˠə# | *#ʃpˈatulˠ# {GOLD: >*} | *#ʃpˈatulˠ# {GOLD: >*} | *#ʃpˈatulˠ# {GOLD: >*} | *#ʃpˈatulˠ# {GOLD: #ʃpˈatulˠ#}
956    | #spˌerˈɑntiɑ# | *#spˌɛrˈɑnt͡ʃjɑ# | *#spˌɛrˈɑjt͡ʃjɑ# | *#spərˈet͡ʃa# | *#ʃpəɾˈesa# | *#ʃpəɾˈɛːsa# | *#ʃpəɾˈɛːsə# {GOLD: #ʃpəɾˈɛsə#} | *#ʃpəɾˈɛːsə# {GOLD: >*} | *#ʃpɾˈɛsə# {GOLD: >*} | *#ʃpɾˈɛsə# {GOLD: #ʃpɾˈɛsə#}
957    | #spˌeːrˈɑːnioː# | *#spˌeːrˈɒːnju# | *#spˌerˈojɲu# | *#spərˈojɲu# | *#ʃpəɾˈɔj̃ɲu# | *#ʃpəɾˈɛ̃ɲə# | *#ʃpəɾˈɛ̃ɲ# {GOLD: #ʃpərˈɛ̃ɲ#} | *#ʃpəɾˈɛ̃ɲ# {GOLD: >*} | *#ʃpɾˈɛɲ# {GOLD: >*} | *#ʃpɾˈɛj# {GOLD: #ʃpɾˈɛj#}
958    | #spˈiːnɑ# | *#spˈinɑ# | *#spˈinɑ# | *#spˈina# | *#ʃpˈĩna# | *#ʃpˈĩnːa# | *#ʃpˈĩnːə# {GOLD: >*} | *#ʃpˈĩnə# {GOLD: >*} | *#ʃpˈinə# {GOLD: >*} | *#ʃpˈinə# {GOLD: #ʃpˈinə#}
959    | #spˈiːritum# | *#spˈirɪtʊ# | *#spˈirtu# | *#spˈirtu# | *#ʃpˈiɾtu# | *#ʃpˈiːɾtə# | *#ʃpˈiːɾt# {GOLD: >*} | *#ʃpˈiːɾt# {GOLD: #ʃpˈiːɾt#} | *#ʃpˈiɾt# {GOLD: >*} | *#ʃpˈiɾt# {GOLD: #ʃpˈiɾt#}
960    | #spˈissum# | *#spˈɪssʊ# | *#spˈessu# | *#spˈessu# | *#ʃpˈeʃu# | *#ʃpˈɛːʃə# | *#ʃpˈɛːʃ# {GOLD: >*} | *#ʃpˈɛːʃ# {GOLD: >*} | *#ʃpˈɛʃ# {GOLD: >*} | *#ʃpˈɛʃ# {GOLD: #ʃpˈɛʃ#}
961    | #splˌenˈetikɑ# | *#splˌɛnˈɛtɪkɑ# | *#splˌɛnˈɛtkɑ# | *#splənˈɛtka# | *#ʃplə̃ɾ̃ˈɛtka# | *#ʃplə̃ɾ̃ˈɛtka# | *#ʃpɾə̃ɾ̃ˈɛtkə# {GOLD: #ʃpəɾ̃ˈɛtkə#} | *#ʃpɾə̃ɾ̃ˈɛtkə# {GOLD: >*} | *#ʃpɾəɾˈɛtkə# {GOLD: >*} | *#ʃpɾəɾˈɛtkə# {GOLD: #ʃpɾˈɛtkə#}
962    | #spˈodiɑ# | *#spˈʊd͡ʒjɑ# | *#spˈud͡ʒjɑ# | *#spˈud͡ʒa# | *#ʃpˈuza# | *#ʃpˈuːza# | *#ʃpˈuːzə# {GOLD: >*} | *#ʃpˈuːzə# {GOLD: >*} | *#ʃpˈuzə# {GOLD: >*} | *#ʃpˈuzə# {GOLD: #ʃpˈuzə#}
963    | #spˈortɑ# | *#spˈɒrtɑ# | *#spˈortɑ# | *#spˈorta# | *#ʃpˈɔɾta# | *#ʃpˈɔːɾta# | *#ʃpˈɔːɾtə# {GOLD: >*} | *#ʃpˈɔːɾtə# {GOLD: >*} | *#ʃpˈɔɾtə# {GOLD: >*} | *#ʃpˈɔɾtə# {GOLD: #ʃpˈɔɾtə#}
964    | #stˈɑbulɑ# | *#stˈɑβʊlɑ# | *#stˈɑβulɑ# | *#stˈawula# | *#ʃtˈaːla# | *#ʃtˈaːlˠa# | *#ʃtˈaːlˠə# {GOLD: >*} | *#ʃtˈaːlˠə# {GOLD: #ʃtˈaːlˠə#} | *#ʃtˈalˠə# {GOLD: >*} | *#ʃtˈalˠə# {GOLD: #ʃtˈalˠə#}
965    | #stˈɑmnum# | *#stˈɑmnʊ# | *#stˈɑmnu# | *#stˈamnu# | *#ʃtˈãmnu# | *#ʃtˈãmə# | *#ʃtˈʌ̃m# {GOLD: #ʃtˈɑ̃m#} | *#ʃtˈə̃m# {GOLD: >*} | *#ʃtˈəm# {GOLD: >*} | *#ʃtˈəm# {GOLD: #ʃtˈəm#}
966    | #stˈɑnkum# | *#stˈɑnkʊ# | *#stˈɑnku# | *#stˈanku# | *#ʃtˈãnku# | *#ʃtˈãnɡə# | *#ʃtˈʌ̃ŋɡ# {GOLD: >*} | *#ʃtˈə̃ɲ̈ɡ# {GOLD: >*} | *#ʃtˈəɲ̈ɡ# {GOLD: >*} | *#ʃtˈəŋɡ# {GOLD: #ʃtˈəŋɡ#}
967    | #stˈɑːtiː# | *#stˈɑːti# | *#stˈɑti# | *#stˈetɪ# | *#ʃtˈetɪ# | *#ʃtˈɛtə# | *#ʃtˈɛt# {GOLD: >*} | *#ʃtˈɛt# {GOLD: >*} | *#ʃtˈɛt# {GOLD: >*} | *#ʃtˈɛt# {GOLD: #ʃtˈɛt#}
968    | #stˈɑːtum# | *#stˈɑːtʊ# | *#stˈɑtu# | *#stˈatu# | *#ʃtˈatu# | *#ʃtˈatə# | *#ʃtˈat# {GOLD: >*} | *#ʃtˈat# {GOLD: >*} | *#ʃtˈat# {GOLD: >*} | *#ʃtˈat# {GOLD: #ʃtˈat#}
969    | #stˌernˈɑːkum# | *#stˌɛrnˈɑːkʊ# | *#stˌɛrnˈɑku# | *#stˌɛrnˈaku# | *#ʃtɪɾnˈaku# | *#ʃtərːˈakə# | *#ʃtɾˈak# {GOLD: >*} | *#ʃtɾˈak# {GOLD: >*} | *#ʃtɾˈak# {GOLD: >*} | *#ʃtɾˈak# {GOLD: #ʃtrˈak#}
970    | #strˈɑmbum# | *#strˈɑmbʊ# | *#strˈɑmbu# | *#strˈambu# | *#ʃtɾˈãmbu# | *#ʃtɾˈãmbə# | *#ʃtɾˈʌ̃mb# {GOLD: #ʃtɾˈɑ̃mb#} | *#ʃtɾˈə̃mb# {GOLD: >*} | *#ʃtɾˈəmb# {GOLD: #ʃtɾˈəmb#} | *#ʃtɾˈəmb# {GOLD: ...}
971    | #strˈɑmbinu# | *#strˈɑmbɪnʊ# | *#strˈembenu# | *#strˈembɑ̃ɾ̃u# | *#ʃtɾˈẽmbɐɾ̃u# | *#ʃtɾˈɛ̃mbɐɾ̃ə# | *#ʃtɾˈɛ̃mbəɾ̃# {GOLD: #ʃtɾˈɑ̃mbə̃ɾ̃ə#} | *#ʃtɾˈɛ̃mbəɾ̃# {GOLD: >*} | *#ʃtɾˈɛmbəɾ# {GOLD: >*} | *#ʃtɾˈɛmbəɾ# {GOLD: #ʃtɾˈɛmbəɾ#}
972    | #strˈɑːtum# | *#strˈɑːtʊ# | *#strˈɑtu# | *#strˈatu# | *#ʃtɾˈatu# | *#ʃtɾˈatə# | *#ʃtɾˈat# {GOLD: >*} | *#ʃtɾˈat# {GOLD: >*} | *#ʃtɾˈat# {GOLD: >*} | *#ʃtɾˈat# {GOLD: #ʃtɾˈat#}
973    | #strˈiːɡɑm# | *#strˈiɡɑ# | *#strˈiɡɑ# | *#strˈiɡa# | *#ʃtɾˈiɡa# | *#ʃtɾˈiɡa# | *#ʃtɾˈiɡə# {GOLD: >*} | *#ʃtɾˈiɡə# {GOLD: >*} | *#ʃtɾˈiɡə# {GOLD: >*} | *#ʃtɾˈiɡə# {GOLD: #ʃtɾˈiɡə#}
974    | #strˈinktum# | *#strˈɪnktʊ# | *#strˈeɲtu# | *#strˈeɲtu# | *#ʃtɾˈẽɲtu# | *#ʃtɾˈɛ̃ɲtə# | *#ʃtɾˈɛ̃ɲt# {GOLD: #ʃtɾˈɛ̃ɲt#} | *#ʃtɾˈɛ̃ɲt# {GOLD: >*} | *#ʃtɾˈɛɲt# {GOLD: >*} | *#ʃtɾˈɛɲt# {GOLD: #ʃtɾˈɛɲt#}
975    | #strˌinɡˈonioː# | *#strˌɪŋɡˈɒnju# | *#strˌeŋɡˈoɲu# | *#strˌeŋɡˈoɲu# | *#ʃtɾə̃ŋɡˈɔ̃ɲu# | *#ʃtɾə̃ŋɡˈɔ̃ɲə# | *#ʃtɾə̃ŋɡˈɔ̃ɲ# {GOLD: >*} | *#ʃtɾə̃ɲ̈ɡˈɔ̃ɲ# {GOLD: >*} | *#ʃtɾəɲ̈ɡˈɔɲ# {GOLD: >*} | *#ʃtɾəŋɡˈɔj# {GOLD: #ʃtɾəŋɡˈɔj#}
976    | #stˈuppɑ# | *#stˈʊppɑ# | *#stˈuppɑ# | *#stˈuppa# | *#ʃtˈupa# | *#ʃtˈupa# | *#ʃtˈupə# {GOLD: >*} | *#ʃtˈupə# {GOLD: >*} | *#ʃtˈupə# {GOLD: >*} | *#ʃtˈupə# {GOLD: #ʃtˈupə#}
977    | #stˌuppˈɑːnioː# | *#stˌʊppˈɒːnju# | *#stˌuppˈoɲu# | *#stˌuppˈoɲu# | *#ʃtˌupˈɔ̃ɲu# | *#ʃtˌupˈɔ̃ɲə# | *#ʃtˌupˈɔ̃ɲ# {GOLD: >*} | *#ʃtˌupˈɔ̃ɲ# {GOLD: >*} | *#ʃtupˈɔɲ# {GOLD: >*} | *#ʃtupˈɔj# {GOLD: #ʃtupˈɔj#}
978    | #stˈurnum# | *#stˈʊrnʊ# | *#stˈurnu# | *#stˈurnu# | *#ʃtˈuɾnu# | *#ʃtˈuːrːɐ# | *#ʃtˈuːrə# {GOLD: >*} | *#ʃtˈuːrə# {GOLD: >*} | *#ʃtˈurə# {GOLD: >*} | *#ʃtˈurə# {GOLD: #ʃtˈuɾə#}
979    | #suˌɑːwˈiliɑ# | *#swˌɑːwˈiʎɑ# | *#swˌɑwˈiʎɑ# | *#sˌawˈiʎa# | *#ʃəˈiːʎa# | *#ʃəˈiːʎa# | *#ʃˈiːʎə# {GOLD: >*} | *#ʃˈiːʎə# {GOLD: >*} | *#ʃˈijə# {GOLD: >*} | *#ʃˈijə# {GOLD: #ʃˈijə#}
980    | #sˌeːdˈɑːnioː# | *#sˌeːdˈɒːnju# | *#sˌedˈoɲu# | *#sˌeðˈoɲu# | *#ʃəˈɔ̃ːɲu# | *#ʃəˈũo̯ɲə# | *#ʃˈũːo̯ɲ# {GOLD: #ʃˈuo̯j#} | *#ʃˈũːa̯ɲ# {GOLD: >*} | *#ʃˈua̯ɲ# {GOLD: >*} | *#ʃˈua̯j# {GOLD: #ʃˈua̯j#}
981    | #sˌublˈɑːtɑ# | *#sˌʊβlˈɑːtɑ# | *#sˌuβlˈɑtɑ# | *#sˌulˈata# | *#ʃˌulˈata# | *#ʃˌulˠˈata# | *#ʃˌulˠˈatə# {GOLD: >*} | *#ʃˌulˠˈatə# {GOLD: >*} | *#ʃulˠˈatə# {GOLD: >*} | *#ʃulˠˈatə# {GOLD: #ʃulˠˈatə#}
982    | #sˌubmˌɑrˈiːtikɑ# | *#sˌʊβmˌɑrˈitɪkɑ# | *#sˌuβmˌɑrˈitkɑ# | *#sˌumˌarˈitka# | *#ʃˌũməɾˈitka# | *#ʃˌũmbəɾˈitka# | *#ʃˌũmbəɾˈitkə# {GOLD: >*} | *#ʃˌũmbəɾˈitkə# {GOLD: >*} | *#ʃumbɾˈitkə# {GOLD: >*} | *#ʃumbɾˈitkə# {GOLD: #ʃɛmˈəɾkə#}
983    | #sˌubrˌɑwkˈɑːnioː# | *#sˌʊβrˌɑwkˈɒːnju# | *#sˌuβrˌɑwkˈoɲu# | *#sˌurˌawkˈoɲu# | *#ʃˌuɾˌaːkˈɔ̃ɲu# | *#ʃˌuɾˌuːkˈɔ̃ɲə# | *#ʃˌuɾˌuːkˈɔ̃ɲ# {GOLD: >*} | *#ʃˌuɾˌuːkˈɔ̃ɲ# {GOLD: >*} | *#ʃuɾukˈɔɲ# {GOLD: >*} | *#ʃuɾukˈɔj# {GOLD: #ʃuɾukˈɔj#}
984    | #sˌubterrˌɑːnˈiːɑ# | *#sˌʊbtɛrrˌɑːnˈiɑ# | *#sˌubtɛrrˌɑnˈijɑ# | *#sˌubtɪrrˌanˈija# | *#ʃˌuðtɪɾɾə̃ɾ̃ˈija# | *#ʃˌuːtərːˈija# | *#ʃˌuːtərˈiː# {GOLD: >*} | *#ʃˌuːtərˈiː# {GOLD: >*} | *#ʃutərˈi# {GOLD: >*} | *#ʃutərˈi# {GOLD: #ʃutərˈi#}
985    | #sˌufferˈinioː# | *#sˌʊffɛrˈɪnju# | *#sˌuffɛrˈeɲu# | *#sˌuffɪrˈeɲu# | *#ʃˌufɪɾˈẽɲu# | *#ʃˌufəɾˈɛ̃ɲə# | *#ʃˌufəɾˈɛ̃ɲ# {GOLD: >*} | *#ʃˌufəɾˈɛ̃ɲ# {GOLD: #ʃufɾˈɛ̃ɲ#} | *#ʃufəɾˈɛɲ# {GOLD: >*} | *#ʃufəɾˈɛj# {GOLD: #ʃfɾˈɛj#}
986    | #sˈuktɑ# | *#sˈʊktɑ# | *#sˈuçtɑ# | *#sˈujta# | *#ʃˈujta# | *#ʃˈujta# | *#ʃˈujtə# {GOLD: >*} | *#ʃˈujtə# {GOLD: >*} | *#ʃˈujtə# {GOLD: >*} | *#ʃˈujtə# {GOLD: #ʃˈujtə#}
987    | #sˌuktˈɑːnioː# | *#sˌʊktˈɒːnju# | *#sˌuçtˈoɲu# | *#sˌujtˈoɲu# | *#ʃˌujtˈɔ̃ɲu# | *#ʃˌujtˈɔ̃ɲə# | *#ʃˌujtˈɔ̃ɲ# {GOLD: >*} | *#ʃˌujtˈɔ̃ɲ# {GOLD: >*} | *#ʃujtˈɔɲ# {GOLD: >*} | *#ʃujtˈɔj# {GOLD: #ʃujtˈɔj#}
988    | #sˈummɑm# | *#sˈʊmmɑ# | *#sˈummɑ# | *#sˈumma# | *#ʃˈũmma# | *#ʃˈũmːa# | *#ʃˈũmːə# {GOLD: #ʃˈũmə#} | *#ʃˈũmə# {GOLD: >*} | *#ʃˈumə# {GOLD: >*} | *#ʃˈumə# {GOLD: #ʃˈumə#}
989    | #sˌuperkˌɑdˈɑːlem# | *#sˌʊpɛrkˌɑdˈɑːlɛ# | *#sˌupɛrkˌɑdˈɑlɛ# | *#sˌupɪrkˌaðˈelɪ# | *#ʃˌupɪɾkəˈeːlɪ# | *#ʃˌupəɾkəˈɛːlə# | *#ʃˌuɾkˈɛːl# {GOLD: >*} | *#ʃˌuɾkˈɛːl# {GOLD: >*} | *#ʃuɾkˈɛl# {GOLD: >*} | *#ʃuɾcˈɛl# {GOLD: #ʃuɾcˈɛl#}
990    | ... | ... | ... | #sˌuspˈirju# | *#ʃˌuʃpˈiɾju# | *#ʃˌuʃpˈiːɾjɐ# | *#ʃˌuʃpˈiːrə# {GOLD: >*} | *#ʃˌuʃpˈiːrə# {GOLD: >*} | *#ʃuʃpˈirə# {GOLD: >*} | *#ʃuʃpˈirə# {GOLD: #ʃpˈirə#}
991    | #sˈurdum# | *#sˈʊrdʊ# | *#sˈurdu# | *#sˈurðu# | *#ʃˈuɾðu# | *#ʃˈuːɾðə# | *#ʃˈuːɾð# {GOLD: >*} | *#ʃˈuːɾð# {GOLD: >*} | *#ʃˈuɾð# {GOLD: >*} | *#ʃˈuɾð# {GOLD: #ʃˈuɾð#}
992    | ... | ... | #sˌirˈinɡɑ# | *#sˌirˈinɡa# | *#ʃˌiːɾˈĩnɡa# | *#ʃˌiːɾˈĩnɡa# | *#ʃˌiːɾˈĩŋɡə# {GOLD: >*} | *#ʃˌiːɾˈĩɲ̈ɡə# {GOLD: >*} | *#ʃiɾˈiɲ̈ɡə# {GOLD: >*} | *#ʃiɾˈiŋɡə# {GOLD: #ʃiɾˈiŋɡə#}
993    | ... | ... | #tˌɑbˈɛllɑ# | *#tˌabˈɛlla# | *#tˌabˈɛlla# | *#tˌabˈɛːlːa# | *#tˌabˈɛːlːə# {GOLD: >*} | *#tˌabˈɛːlːə# {GOLD: >*} | *#tabˈɛlə# {GOLD: >*} | *#tabˈɛlə# {GOLD: #tabˈɛlə#}
994    | #tˈɑːktum# | *#tˈɑːktʊ# | *#tˈɑktu# | *#tˈaktu# | *#tˈaktu# | *#tˈaːftə# | *#tˈaːft# {GOLD: >*} | *#tˈaːft# {GOLD: >*} | *#tˈaft# {GOLD: >*} | *#tˈaft# {GOLD: #tˈaft#}
995    | #tˌɑksitˈɑːnioː# | *#tˌɑɪtˈɒːnju# | *#tˌɑetˈoɲu# | *#tˌaetˈoɲu# | *#tˌatˈɔ̃ɲu# | *#tˌatˈɔ̃ɲə# | *#tˌatˈɔ̃ɲ# {GOLD: >*} | *#tˌatˈɔ̃ɲ# {GOLD: >*} | *#tatˈɔɲ# {GOLD: >*} | *#tatˈɔj# {GOLD: #tatˈɔj#}
996    | #tˈɑːleɑ# | *#tˈɑːʎɑ# | *#tˈɑʎɑ# | *#tˈaʎa# | *#tˈaʎa# | *#tˈaːʎa# | *#tˈaːʎə# {GOLD: #tˈaʎə#} | *#tˈaːʎə# {GOLD: >*} | *#tˈajə# {GOLD: >*} | *#tˈajə# {GOLD: #tˈajə#}
997    | #tˈɑliɑ# | *#tˈɑʎɑ# | *#tˈɑʎɑ# | *#tˈaʎa# | *#tˈaʎa# | *#tˈaːʎa# | *#tˈaːʎə# {GOLD: >*} | *#tˈaːʎə# {GOLD: #tˈaʎə#} | *#tˈajə# {GOLD: >*} | *#tˈajə# {GOLD: #tˈalə#}
998    | #tˈɑppɑ# | *#tˈɑppɑ# | *#tˈɑppɑ# | *#tˈappa# | *#tˈapa# | *#tˈapa# | *#tˈapə# {GOLD: >*} | *#tˈapə# {GOLD: >*} | *#tˈapə# {GOLD: >*} | *#tˈapə# {GOLD: #tˈapə#}
999    | #tˌɑwˈernɑm# | *#tˌɑwˈɛrnɑ# | *#tˌɑvˈɛrnɑ# | *#tˌavˈɛrna# | *#tˌavˈɛɾna# | *#tˌavˈɛːrːa# | *#tˌavˈɛːrə# {GOLD: >*} | *#tˌavˈɛːrə# {GOLD: >*} | *#tavˈɛrə# {GOLD: >*} | *#tavˈɛrə# {GOLD: #tavˈɛrə#}
1000   | #tˈɑwɾiː# | *#tˈɑwɾi# | *#tˈewɾi# | *#tˈewɾɪ# | *#tˈeːɾɪ# | *#tˈɛːɾə# | *#tˈɛːɾ# {GOLD: #tˈæːɾ#} | *#tˈɛːɾ# {GOLD: >*} | *#tˈɛɾ# {GOLD: >*} | *#tˈɛɾ# {GOLD: #tˈɛɾ#}
1001   | #tˈɑwɾum# | *#tˈɑwɾʊ# | *#tˈɑwɾu# | *#tˈawɾu# | *#tˈaːɾu# | *#tˈaːɾə# | *#tˈaːɾ# {GOLD: #tˈaːɾ#} | *#tˈaːɾ# {GOLD: >*} | *#tˈaɾ# {GOLD: >*} | *#tˈaɾ# {GOLD: #tˈaɾ#}
1002   | #tˈeɡminem# | *#tˈɛɡmɪnɛ# | *#tˈɛɡmenɛ# | *#tˈiɡmɑ̃ɾ̃ɪ# | *#tˈiɡmɐɾ̃ɪ# | *#tˈiɡmɐɾ̃ə# | *#tˈiməɾ̃# {GOLD: #tˈĩːmɑ̃ɾ̃ə#} | *#tˈiməɾ̃# {GOLD: >*} | *#tˈiməɾ# {GOLD: >*} | *#tˈiməɾ# {GOLD: #tˈiməɾ#}
1003   | #tˈeːɡulɑ# | *#tˈeːɡʊlɑ# | *#tˈeɡulɑ# | *#tˈeɡula# | *#tˈɛːɡula# | *#tˈie̯ɡulˠə# | *#tjˈɛɡulˠ# {GOLD: >*} | *#tjˈɛɡulˠ# {GOLD: >*} | *#tjˈɛɡulˠ# {GOLD: >*} | *#tjˈɛɡulˠ# {GOLD: #tjˈɛɡulˠ#}
1004   | ... | ... | ... | ... | ... | ... | #tˈɛmpl̩ˠ# {GOLD: #tˈɛmpl̩ˠ#} | *#tˈɛmpl̩ˠ# {GOLD: >*} | *#tˈɛmpl̩ˠ# {GOLD: >*} | *#tˈɛmpəɫ# {GOLD: #tˈɛmpulˠ#}
1005   | ... | ... | ... | ... | ... | ... | #tm̩plˈa# {GOLD: #tm̩plˈa#} | *#tm̩plˈa# {GOLD: >*} | *#tm̩plˈa# {GOLD: >*} | *#təmplˈa# {GOLD: #təmplˈa#}
1006   | #tˈendɑ# | *#tˈɛndɑ# | *#tˈɛndɑ# | *#tˈɛnda# | *#tˈɛ̃nda# | *#tˈɛ̃nda# | *#tˈɛ̃ndə# {GOLD: #tˈɛ̃ndə#} | *#tˈɛ̃ndə# {GOLD: >*} | *#tˈɛndə# {GOLD: >*} | *#tˈɛndə# {GOLD: #tˈɛndə#}
1007   | #tˌerebˈellɑ# | *#tˌɛrɛβˈɛllɑ# | *#tˌɛrˈøːɛlːɑ# | *#tərˈøːɛlːa# | *#təɾˈœːlːa# | *#təɾˈye̯lːa# | *#təɾˈye̯lːə# {GOLD: >*} | *#təɾˈye̯lːə# {GOLD: >*} | *#tɾˈye̯lə# {GOLD: >*} | *#tɾˈye̯lə# {GOLD: #tuɾjˈɛlə#}
1008   | #tˌerebˈellɑ# | *#tˌɛrɛβˈɛllɑ# | *#tˌɛrˈøːɛlːɑ# | *#tərˈøːɛlːa# | *#təɾˈœːlːa# | *#təɾˈye̯lːa# | *#təɾˈye̯lːə# {GOLD: >*} | *#təɾˈye̯lːə# {GOLD: >*} | *#tɾˈye̯lə# {GOLD: >*} | *#tɾˈye̯lə# {GOLD: #tɾˈye̯lə#}
1009   | #tˌerrae̯mˈoːtum# | *#tˌɛrrɛmˈoːtʊ# | *#tˌɛrrɛmˈøtu# | *#tˌɛrrɪmˈøtu# | *#tɪɾɾmˈœtu# | *#tərːmˈɛtə# | *#tɾ̩mˈɛt# {GOLD: >*} | *#tɾ̩mˈɛt# {GOLD: >*} | *#tɾ̩mˈɛt# {GOLD: >*} | *#təɾmˈɛt# {GOLD: #təɾmˈɛt#}
1010   | #tˌerrˈɑːtikum# | *#tˌɛrrˈɑːtɪkʊ# | *#tˌɛrrˈɑtku# | *#tˌɛrrˈatku# | *#tɪɾɾˈatku# | *#tərːˈatkə# | *#tɾˈatk# {GOLD: >*} | *#tɾˈatk# {GOLD: >*} | *#tɾˈatk# {GOLD: >*} | *#tɾˈatk# {GOLD: #tɾˈatk#}
